1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Category,Asset,Tag,Description,Purchase Date,Acquisition Date FY,Manufacturer,Model,Serial,Campus,Department,Department Description,Building,Building Name,Room,Name,Purchase,Re-inventory,PO,Chartstring,Cost,Dep Expense,Accum,Book Value,Federal Contrib,Fabricated,Subtype,Life,Prop Code Descr,Class,Class Descr,Floor,Quantity,Condition
,000000021301,N0031890,CAPACITOR,6/13/16,2016,EATON,480V AC, ,EV,1730400,Cyber Service Operations,8844,2020 Ridge,00184,"SIMMS, THOMAS",,2/21/17,PUR0928768,110 1730400        ,"5,457.20",318.36,"2,501.26","2,955.94",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000021302,N0031891,CAPACITOR,6/13/16,2016,EATON,480V AC, ,EV,1730400,Cyber Service Operations,8844,2020 Ridge,00184,"SIMMS, THOMAS",,2/21/17,PUR0928768,110 1730400        ,"5,457.20",318.36,"2,501.26","2,955.94",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000021303,N0031892,CAPACITOR,6/13/16,2016,EATON,480V AC, ,EV,1730400,Cyber Service Operations,8844,2020 Ridge,00184,"SIMMS, THOMAS",,2/21/17,PUR0928768,110 1730400        ,"5,457.20",318.36,"2,501.26","2,955.94",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000021304,N0031893,CAPACITOR,6/13/16,2016,EATON,480V AC, ,EV,1730400,Cyber Service Operations,8844,2020 Ridge,00184,"SIMMS, THOMAS",,2/21/17,PUR0928768,110 1730400        ,"5,457.20",318.36,"2,501.26","2,955.94",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000021305,N0031894,CAPACITOR,6/13/16,2016,EATON,480V AC, ,EV,1730400,Cyber Service Operations,8844,2020 Ridge,00184,"SIMMS, THOMAS",,2/21/17,PUR0928768,110 1730400        ,"5,457.20",318.36,"2,501.26","2,955.94",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000021306,N0031895,CAPACITOR,6/13/16,2016,EATON,480V AC, ,EV,1730400,Cyber Service Operations,8844,2020 Ridge,00184,"SIMMS, THOMAS",,2/21/17,PUR0928768,110 1730400        ,"5,457.20",318.36,"2,501.26","2,955.94",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000021078,00080263,CIRCUIT BREAKER,1/14/16,2016,EATON CORP,400A, ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00184,"SIMMS, THOMAS",,,PUR0919112,812 1729400 80041167      ,"6,136.00",178.99,"1,406.21","4,729.79",0.00,,000966,20.0,CIRCUIT BREAKER PANEL  AMP-20,013,MAINTENANCE EQUIPMENT,01,1,E
,000000021517,00080262,CIRCUIT BREAKER,1/14/16,2016,EATON CORP., , ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00184,"SIMS, THOMAS",,,PUR0919112,812 1729400 80041167      ,"6,136.00",178.99,"1,406.21","4,729.79",0.00,,000966,20.0,CIRCUIT BREAKER PANEL  AMP-20,013,MAINTENANCE EQUIPMENT,01,1,E
,000000021518,00080259,CIRCUIT BREAKER,1/14/16,2016,EATON CORP., , ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00184,"SIMS, THOMAS",,,PUR0919112,812 1729400 80041167      ,"6,136.00",178.99,"1,406.21","4,729.79",0.00,,000966,20.0,CIRCUIT BREAKER PANEL  AMP-20,013,MAINTENANCE EQUIPMENT,01,1,E
,000000021519,00080258,CIRCUIT BREAKER,1/14/16,2016,EATON CORP., , ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00184,"SIMS, THOMAS",,,PUR0919112,812 1729400 80041167      ,"6,136.00",178.99,"1,406.21","4,729.79",0.00,,000966,20.0,CIRCUIT BREAKER PANEL  AMP-20,013,MAINTENANCE EQUIPMENT,01,1,E
,000000021520,00080256,CIRCUIT BREAKER,1/14/16,2016,EATON CORP., , ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00184,"SIMS, THOMAS",,,PUR0919112,812 1729400 80041167      ,"6,136.00",178.99,"1,406.21","4,729.79",0.00,,000966,20.0,CIRCUIT BREAKER PANEL  AMP-20,013,MAINTENANCE EQUIPMENT,01,1,E
,000000021644,00080264,UPS BATTERY,6/29/16,2016,EATON CORP.,USP12-540MR, ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1009733,812 1729400 80041167      ,"16,250.00",947.94,"7,447.96","8,802.04",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000021645,00080261,UPS BATTERY,6/29/16,2016,EATON CORP.,USP12-540MR, ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1009733,812 1729400 80041167      ,"16,250.00",947.94,"7,447.96","8,802.04",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000021646,00080260,UPS BATTERY,6/29/16,2016,EATON CORP.,USP12-540MR, ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1009733,812 1729400 80041167      ,"16,250.00",947.94,"7,447.96","8,802.04",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000021647,00080257,UPS BATTERY,6/29/16,2016,EATON CORP.,USP12-540MR, ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1009733,812 1729400 80041167      ,"16,250.00",947.94,"7,447.96","8,802.04",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000021648,00080255,UPS BATTERY,6/29/16,2016,EATON CORP.,USP12-540MR, ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1009733,812 1729400 80041167      ,"16,250.00",947.94,"7,447.96","8,802.04",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000022284,00082129,MAGNUM REMOTE RACK,1/30/17,2017,EATON CORPORATION, , ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00184,"SANDSTEDT, PETER",,2/12/18,PUR1070522,812 1729400 80041167      ,"9,090.00",530.25,"3,257.25","5,832.75",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000018976,00080279,NODE,4/8/14,2014,EMC,"X400-36TB,24GB RAM,4X1GE",861-0042,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0701305,110 1730300        ,"50,198.97","2,928.24","33,047.65","17,151.32",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000016149,00077220,Exchange Archive Upgrade,4/1/11,2011,EMC CLARiiON,CX4-480, ,CH,1730000,Computing Services,8602,Abbott Hall,00230,Dan Daley,,8/24/12,PUR0298509,171 1721100 10026652      ,"96,795.00",0.00,"96,795.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,02,1,E
,000000020188,N0031702,BUSWAY PWR SYSTEM,6/17/15,2015,EMERSON NETWORK,400 AMP STS, ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"SIMMS, THOMAS",,,PUR0839859,110 1729400        ,"48,722.78",0.00,"48,722.78",0.00,,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,01,1,
,000000021106,N0031718,BUSWAY SYSTEM,2/29/16,2016,EMERSON NETWORK POWER, , ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"SIMMS, THOMAS",,,PUR0928741,812 1729400 80041168      ,"28,376.00","1,655.29","13,005.71","15,370.29",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000021961,00080265,UPS MODULE,8/24/16,2016,EMERSON NETWORK POWER,N/A, ,EV,1730400,Cyber Service Operations,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1011801,110 1730400        ,"118,151.40","6,892.20","54,152.79","63,998.61",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000021962,00080266,UPS MODULE,8/24/16,2016,EMERSON NETWORK POWER,N/A, ,EV,1730400,Cyber Service Operations,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1011801,110 1730400        ,"118,151.40","6,892.20","54,152.79","63,998.61",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000020740,G0010259,RSRCH COMP FY15-19 EV 2020,,2015,FY15 CIP GROUP CAP,FY15,FY15,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00100H,77570 = COMPUTERS CAPITAL,,, ,812 1729400 80041167      ,"2,961,324.78",0.00,"2,961,324.78",0.00,0.00,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,01,1,E
,000000020741,G0010260,RSRCH COMP FY15-19 CH ABBOTT,,2015,FY15 CIP GROUP CAP,FY15,FY15,CH,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8602,Abbott Hall,00100C,77570 = COMPUTERS CAPITAL,,, ,812 1729400 80041168      ,"71,403.00",0.00,"71,403.00",0.00,,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,01,1,
,000000021710,G0010297,Rsrch Comp FY15-19 EV 2020,,2016,FY16 CIP GROUP CAP,FY16,FY16,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00100H,77570 = Computers Capital,,, ,812 1729400 80041167      ,"1,721,728.90","200,868.36","1,578,251.48","143,477.42",,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,01,1,
,000000023033,G0010338,Rsrch Comp FY15-19 EV 2020,,2017,FY17 CIP GROUP CAP,FY17,FY17,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00100,77090 = Computers-Non capital,,, ,812 1729400 80041167      ,"16,619.94","1,939.00","11,910.97","4,708.97",,,000214,5.0,DESKTOP/LAPTOP PC-5,001,COMPUTER EQUIPMENT,01,1,
,000000023034,G0010339,Rsrch Comp FY15-19 EV 2020,,2017,FY17 CIP GROUP CAP,FY17,FY17,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00100,77570 = Computers-Capital,,, ,812 1729400 80041167      ,"930,507.37","108,559.22","666,863.64","263,643.73",,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,01,1,
,000000023035,G0010340,Rsrch Comp FY15-19 CH Abbott,,2017,FY17 CIP GROUP CAP,FY17,FY17,CH,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8602,Abbott Hall,00001D,77570 = Computers-Capital,,, ,812 1729400 80041168      ,"25,580.00","2,984.31","18,332.31","7,247.69",,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,BT,1,
,000000024216,G0010403,Rsrch Comp FY15-19 EV 2020,,2018,FY18 CIP GROUP CAP,FY18,FY18,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00100,77090 = Computers-Non capital,,, ,812 1729400 80041167      ,"92,694.82","10,814.37","47,892.30","44,802.52",,,000214,5.0,DESKTOP/LAPTOP PC-5,001,COMPUTER EQUIPMENT,01,1,
,000000024217,G0010404,Rsrch Comp FY15-19 EV 2020,,2018,FY18 CIP GROUP CAP,FY18,FY18,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00100,77570 = Computers-Capital,,, ,812 1729400 80041167      ,"1,321,255.15","154,146.44","682,648.50","638,606.65",,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,01,1,
,000000025199,G0010444,2020 Ridge,,2019,FY19 CIP GROUP CAP,FY19,FY19,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00100H,77570 = Computers-Capital,,, ,812 1729400 80041167      ,"35,460.01","4,137.00","7,683.00","27,777.01",,,000214,5.0,DESKTOP/LAPTOP PC-5,001,COMPUTER EQUIPMENT,01,1,
,000000019905,00080272,COMPTR STORAGE,3/3/15,2015,GLASS HOUSE,V3700,7871992,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0819675,110 1730300        ,"20,033.33",0.00,"20,033.33",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000019906,00080271,COMPTR STORAGE,3/3/15,2015,GLASS HOUSE,V3700,7872116,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0819675,110 1730300        ,"20,033.33",0.00,"20,033.33",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000019907,00089770,COMPTR STORAGE,3/3/15,2015,GLASS HOUSE,V3700,7871989,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0819675,110 1730300        ,"20,033.34",0.00,"20,033.34",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000019944,00081474,COMPTR STORAGE,6/11/15,2015,GLASS HOUSE,DCS3700, ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0855587,110 1729400        ,"76,000.00",0.00,"76,000.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000019976,N0031692,VAULT STORGE ARRAY,11/7/14,2015,GLASSHOUSE SYSTEM,DCS3700,13D0B53,EV,1729200,HPC Storage,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0780088,110 1729200        ,"74,780.00",0.00,"74,780.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000019977,N0031683,HPC VLT STRGE ARRAY,11/7/14,2015,GLASSHOUSE SYSTEM,DCS3700,13D0B7D,EV,1729100,HPC Infrastructure,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0781288,110 1729100        ,"118,814.00",0.00,"118,814.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000022392,N0031836,TAPE LIBRARY,4/27/17,2017,GLASSHOUSE SYSTEM INC,TS4500,78DA310,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00171,"SANDSTEDT, PETER",,2/12/18,PUR1132080,110 1730300        ,"71,500.00","4,170.81","25,620.81","45,879.19",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000021668,00081485,STORAGE SYSTEM,8/19/16,2016,GLASSHOUSE SYSTEMS,V5030, ,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"PETER, SANDSTEDT",,,PUR1025534,110 1730300        ,"534,000.00","31,150.00","244,750.00","289,250.00",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000022419,00082117,IT CABINET,1/13/17,2017,GLASSHOUSE SYSTEMS,LG6-1536TB,ESS STORAGE CABINET,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00171," KRSTIC,DAMIR",,2/12/18,PUR1086739,812 1729400 80041167      ,"419,500.00","24,470.81","150,320.81","269,179.19",0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000024083,00084236,EXPANSION TAPE DRIVE,8/27/18,2018,GLASSHOUSE SYSTEMS,TS1070,78004CA,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,STEVE KWAK,,12/4/18,PUR1324620,110 1730300        ,"12,239.25","1,427.93","6,323.63","5,915.62",,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,
,000000024084,00084784,EXPANSION TAPE DRIVE,8/27/18,2018,GLASSHOUSE SYSTEMS,TS1070,78004AA,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,STEVE KWAK,,12/4/18,PUR1324620,110 1730300        ,"12,239.25","1,427.93","6,323.63","5,915.62",,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,
,000000024085,00084783,EXPANSION TAPE DRIVE,8/27/18,2018,GLASSHOUSE SYSTEMS,TS1070,78003FA,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,STEVE KWAK,,12/4/18,PUR1324620,110 1730300        ,"12,239.25","1,427.93","6,323.63","5,915.62",,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,
,000000024086,00084782,EXPANSION TAPE DRIVE,8/27/18,2018,GLASSHOUSE SYSTEMS,TS1070,780041A,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,STEVE KWAK,,12/4/18,PUR1324620,110 1730300        ,"12,239.25","1,427.93","6,323.63","5,915.62",,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,
,000000024115,00084415, TAPE DRIVE,8/24/18,2018,GLASSHOUSE SYSTEMS,3576-E9U,1384607,CH,1730300,Cyber Processing & Info Mgmt,8602,Abbott Hall,00236,STEVE KWAK,,1/11/19,PUR1332004,110 1730300        ,"9,747.00","1,137.15","5,035.95","4,711.05",,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,02,1,
,000000024116,00084416, TAPE DRIVE,8/24/18,2018,GLASSHOUSE SYSTEMS,3576-E9U,1384607,CH,1730300,Cyber Processing & Info Mgmt,8602,Abbott Hall,00236,STEVE KWAK,,1/11/19,PUR1332004,110 1730300        ,"9,747.00","1,137.15","5,035.95","4,711.05",,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,02,1,
,000000018127,N0031591,ROBOT LIBRARY SYSTEM,5/29/13,2013,"GLASSHOUSE SYSTEMS, INC",TS1040 ULTRIUM ETC., ,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00157,JOHN WALSH,,,PUR0590983,110 1730300        ,"19,699.00","1,149.12","14,938.43","4,760.57",0.00,,000302,10.0,ROBOT-10,002,SCIENTIFIC EQUIPMENT,01,1,E
,000000001138,00068028,CHECK PRINTER-PAYROLL,1/14/02,2002,HP,LASER9000N,JPBCP03145,EV,1730000,Computing Services,8844,2020 Ridge,00171,"NIELSEN, DANA",,8/30/13, ,110 1448000        ,"10,441.00",0.00,"10,441.00",0.00,0.00,,000216,5.0,PRINTER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000001078,00070728,STORAGE UNIT,2/28/05,2005,IBM,3584-D52, ,EV,1730000,Computing Services,8844,2020 Ridge,00172,"NIELSEN, DANA",,8/30/13, ,110 1730100        ,"18,000.00",0.00,"18,000.00",0.00,0.00,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,01,1,E
,000000016730,00077641,IBM 3700 Storage,2/14/12,2012,IBM,x3650,KQ62HLC,EV,1730000,Computing Services,8844,2020 Ridge,00172,Dan Daley,,8/30/13,PUR0404058,110 1730100        ,"5,826.00",0.00,"5,826.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000016731,00077646,IBM 3700 Storage,2/14/12,2012,IBM,x3650,KQ62HLB,EV,1730000,Computing Services,8844,2020 Ridge,00172,Dan Daley,,8/30/13,PUR0404058,110 1730100        ,"5,826.00",0.00,"5,826.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000016732,00077648,IBM 3700 Storage,2/14/12,2012,IBM,x3650,KQ62HLA,EV,1730000,Computing Services,8844,2020 Ridge,00172,Dan Daley,,8/30/13,PUR0404058,110 1730100        ,"5,826.00",0.00,"5,826.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000016733,00077644,IBM 3700 Storage,2/14/12,2012,IBM,x3650,KQ62HKZ,EV,1730000,Computing Services,8844,2020 Ridge,00172,Dan Daley,,8/30/13,PUR0404058,110 1730100        ,"5,826.00",0.00,"5,826.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000016734,00077642,IBM 3700 Storage,2/14/12,2012,IBM,x3650,KQ62HKY,EV,1730000,Computing Services,8844,2020 Ridge,00172,Dan Daley,,8/30/13,PUR0404058,110 1730100        ,"5,826.00",0.00,"5,826.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000016735,00077647,IBM 3700 Storage,2/14/12,2012,IBM,x3650,KQ62HKX,CH,1730000,Computing Services,8799,Mcgaw/Olson,0M410-1,Dan Daley,,8/30/13,PUR0404058,110 1730100        ,"5,826.00",0.00,"5,826.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,MZ,1,E
,000000016736,00077643,IBM 3700 Storage,2/14/12,2012,IBM,x3650,KQ62HKW,EV,1730000,Computing Services,8844,2020 Ridge,00172,Dan Daley,,8/30/13,PUR0404058,110 1730100        ,"5,826.00",0.00,"5,826.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000016737,00077645,IBM 3700 Storage,2/14/12,2012,IBM,x3650,KQ62HKV,EV,1730000,Computing Services,8844,2020 Ridge,00172,Dan Daley,,8/30/13,PUR0404058,110 1730100        ,"5,826.00",0.00,"5,826.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000017334,00077999,SAN for Data Center,7/17/12,2012,IBM,DCS 3700,13000 N07B,CH,1730000,Computing Services,8602,Abbott Hall,00242,Mike Doyle,,,PUR0471108,110 1729000        ,"437,827.01",0.00,"437,827.01",0.00,0.00,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,02,1,
,000000017846,00078672,STORAGE SYSTEM,8/29/12,2013,IBM,DCS3700, ,EV,1730000,Computing Services,8844,2020 Ridge,00172,MIKE DOYLE,,,PUR0470764,110 1730000 10000011      ,"55,697.74",0.00,"55,697.74",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,002,SCIENTIFIC EQUIPMENT,01,1,E
,000000019012,N0031681,STORAGE SYSTEM,3/6/14,2014,IBM,DCS3700, ,EV,1729100,HPC Infrastructure,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0696211,110 1729100        ,"38,684.00",0.00,"38,684.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000019103,00080251,Tape Library,1/14/14,2014,IBM,TS3310 Library,1323470,CH,1730300,Cyber Processing & Info Mgmt,8602,Abbott Hall,00230,"Sandstedt, Peter",,,PUR0670337,110 1730300        ,"49,334.00",0.00,"49,334.00",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,02,1,E
,000000019117,N0031701,Server,1/30/14,2014,IBM,Storwize v3700, ,CH,1730300,Cyber Processing & Info Mgmt,8602,Abbott Hall,00230,"Walsh, John",,,PUR0673186,110 1730300        ,"134,104.86",0.00,"134,104.86",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,02,1,E
,000000019208,N0031688,SAN SWITCH,6/2/14,2014,IBM,SAN24B-5,10259FR,EV,1729200,HPC Storage,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR0725390,110 1729200        ,"11,511.00",0.00,"11,511.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000019209,N0031689,SAN SWITCH,6/2/14,2014,IBM,SAN24B-5,10259FE,EV,1729200,HPC Storage,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR0725390,110 1729200        ,"11,511.00",0.00,"11,511.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000019210,N0031690,SAN SWITCH,6/2/14,2014,IBM,SAN24B-5,10259FV,EV,1729200,HPC Storage,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0725404,110 1729200        ,"11,511.00",0.00,"11,511.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000019211,N0031691,SAN SWITCH,6/2/14,2014,IBM,SAN24B-5,10259FW,EV,1729200,HPC Storage,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0725404,110 1729200        ,"11,511.00",0.00,"11,511.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000020071,00084138,STORWIZE DUAL CNTRL,5/8/15,2015,IBM,V3700 SFF, ,CH,1730100,Servers,8602,Abbott Hall,00240,"WALSH, JOHN",,1/11/19,PUR0836182,110 1730100        ,"134,026.00",0.00,"134,026.00",0.00,0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,02,1,E
,000000020189,00081556,TAPE LIBRARY,5/28/15,2015,IBM,TS4500,78BA262/78FA595,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0841693,110 1730300        ,"182,516.00",0.00,"182,516.00",0.00,,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,01,1,
,000000021359,00081465,ESS STORAGE SYSTEM,3/31/16,2016,IBM,GL6, ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"KWAK, STEVE",,,PUR0950914,812 1729400 80041167      ,"420,450.00","49,052.50","385,412.50","35,037.50",0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
