1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Category,Asset,Tag,Description,Purchase Date,Acquisition Date FY,Manufacturer,Model,Serial,Campus,Department,Department Description,Building,Building Name,Room,Name,Purchase,Re-inventory,PO,Chartstring,Cost,Dep Expense,Accum,Book Value,Federal Contrib,Fabricated,Subtype,Life,Prop Code Descr,Class,Class Descr,Floor,Quantity,Condition
,000000020642,00081516,SERVER,8/24/15,2015,DELL,R630,CQ5VT52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0883513,110 1730300        ,"15,067.38",0.00,"15,067.38",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000020643,00080267,SERVER,8/24/15,2015,DELL,R630,CQ5ZT52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0883513,110 1730300        ,"15,067.38",0.00,"15,067.38",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000020644,00081504,SERVER,8/24/15,2015,DELL,R630,CQ5WT52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0883513,110 1730300        ,"15,067.38",0.00,"15,067.38",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000020645,00081503,SERVER,8/24/15,2015,DELL,R630,CQ6VT52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0883513,110 1730300        ,"15,067.38",0.00,"15,067.38",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000020646,00081502,SERVER,8/24/15,2015,DELL,R630,CQ5YT52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0883513,110 1730300        ,"15,067.38",0.00,"15,067.38",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000020647,00081496,SERVER,8/24/15,2015,DELL,R630,CQ5XT52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0883513,110 1730300        ,"15,067.38",0.00,"15,067.38",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000020648,00081497,SERVER,8/18/15,2015,DELL,R630,10TXT52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0883531,110 1730300        ,"9,063.14",0.00,"9,063.14",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000020649,N0031696,SERVER,8/18/15,2015,DELL,R630,10TZT52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0883531,110 1730300        ,"9,063.14",0.00,"9,063.14",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000020650,00081498,SERVER,8/18/15,2015,DELL,R630,10TYT52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0883531,110 1730300        ,"9,063.14",0.00,"9,063.14",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000020651,00080224,SERVER,8/18/15,2015,DELL,R630,10VOV52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0883531,110 1730300        ,"9,063.14",0.00,"9,063.14",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000020652,00080222,DISK ARRAY,8/18/15,2015,DELL,MD1200,1050V52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0883531,110 1730300        ,"13,407.78",0.00,"13,407.78",0.00,0.00,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,01,1,E
,000000020653,00080221,DISK ARRAY,8/18/15,2015,DELL,MD1200,104YT52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0883531,110 1730300        ,"13,407.78",0.00,"13,407.78",0.00,0.00,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,01,1,E
,000000020654,00080223,DISK ARRAY,8/18/15,2015,DELL,MD1200,1051V52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0883531,110 1730300        ,"13,407.78",0.00,"13,407.78",0.00,0.00,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,01,1,E
,000000020655,N0031697,DISK ARRAY,8/18/15,2015,DELL,MD1200,104ZT52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"WALSH, JOHN",,,PUR0883531,110 1730300        ,"13,407.78",0.00,"13,407.78",0.00,0.00,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,01,1,E
,000000020665,00080220,SERVER,8/24/15,2015,DELL,R730,5XQ3V52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"KOH, JULIAN",,,PUR0886039,110 1730300        ,"10,057.60",0.00,"10,057.60",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000020666,00080219,SERVER,8/24/15,2015,DELL,R730,5XQ4V52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"KOH, JULIAN",,,PUR0886039,110 1730300        ,"10,057.60",0.00,"10,057.60",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000020667,N0031698,SERVER,8/24/15,2015,DELL,R730,5XQ5V52,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"KOH, JULIAN",,,PUR0886039,110 1730300        ,"10,057.60",0.00,"10,057.60",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021150,00084525,SERVER,1/6/16,2016,DELL,R730,F8CL282,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"SANDSTEDT, PETER",,9/6/18,PUR0937296,812 1729400 80041167      ,"11,482.09","1,339.59","10,525.27",956.82,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021432,00081501,SERVER,6/23/16,2016,DELL,R630,G42GGB2,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR0988321,110 1730300        ,"9,268.71","1,081.36","8,496.33",772.38,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021433,00081500,SERVER,6/23/16,2016,DELL,R630,G42HGB2,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR0988321,110 1730300        ,"9,268.71","1,081.36","8,496.33",772.38,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021434,00081499,SERVER,6/23/16,2016,DELL,R630,G42JGB2,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR0988321,110 1730300        ,"9,268.71","1,081.36","8,496.33",772.38,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021463,00081493,SERVER,6/23/16,2016,DELL,R630,HHPHHB2,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1001752,110 1730300        ,"14,402.23","1,680.28","13,202.07","1,200.16",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021464,00081492,SERVER,6/23/16,2016,DELL,R630,HHPJHB2,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1001752,110 1730300        ,"14,402.23","1,680.28","13,202.07","1,200.16",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021621,00081495,SERVER,7/14/16,2016,DELL,R630, ,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1001703,110 1730300        ,"14,402.23","1,680.28","13,202.07","1,200.16",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021622,00081494,SERVER,7/14/16,2016,DELL,R630, ,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,6/11/17,PUR1001703,110 1730300        ,"14,402.23","1,680.28","13,202.07","1,200.16",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021623,00081491,SERVER,7/14/16,2016,DELL,R630, ,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1001703,110 1730300        ,"14,402.23","1,680.28","13,202.07","1,200.16",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021624,N0031695,SERVER,7/14/16,2016,DELL,R630, ,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1001703,110 1730300        ,"14,402.23","1,680.28","13,202.07","1,200.16",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021625,00081490,SERVER,7/14/16,2016,DELL,R630, ,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1001703,110 1730300        ,"14,402.23","1,680.28","13,202.07","1,200.16",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021626,00081489,SERVER,7/14/16,2016,DELL,R630, ,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1001703,110 1730300        ,"14,402.23","1,680.28","13,202.07","1,200.16",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021627,00081488,SERVER,7/14/16,2016,DELL,R630, ,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1001703,110 1730300        ,"14,402.23","1,680.28","13,202.07","1,200.16",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021628,00081487,SERVER,7/14/16,2016,DELL,R630, ,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1001703,110 1730300        ,"14,402.23","1,680.28","13,202.07","1,200.16",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021630,N0031694,SERVER,6/14/16,2016,DELL,POWER EDGE R630,HHNZHB2,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1001739,110 1730300        ,"12,341.07","1,439.76","11,312.63","1,028.44",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021631,00080239,SERVER,6/14/16,2016,DELL,POWER EDGE R630,HHPGHB2,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1001739,110 1730300        ,"12,341.07","1,439.76","11,312.63","1,028.44",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021632,00080238,SERVER,6/14/16,2016,DELL,POWER EDGE R630,HHPFHB2,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1001739,110 1730300        ,"12,341.07","1,439.76","11,312.63","1,028.44",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000021633,00081486,SERVER,6/14/16,2016,DELL,POWER EDGE R630,HHP0JB2,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,"SANDSTEDT, PETER",,,PUR1001739,110 1730300        ,"12,341.07","1,439.76","11,312.63","1,028.44",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000023276,00079389,SERVER,10/4/17,2018,DELL,POWER EDGE R630,JP0HXK2,CH,1730300,Cyber Processing & Info Mgmt,8602,Abbott Hall,00226,"KWAK,STEVE",,8/17/18,PUR1201612,110 1730300        ,"16,929.72","1,975.12","8,747.01","8,182.71",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,02,1,E
,000000023277,00084455,SERVER,10/4/17,2018,DELL,POWER EDGE R630,JP0HHL2,CH,1730300,Cyber Processing & Info Mgmt,8602,Abbott Hall,00226,"KWAK,STEVE",,9/25/18,PUR1201612,110 1730300        ,"16,929.72","1,975.12","8,747.01","8,182.71",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,02,1,E
,000000023278,00084456,SERVER,10/4/17,2018,DELL,POWER EDGE R630,JP0HHK2,CH,1730300,Cyber Processing & Info Mgmt,8602,Abbott Hall,00226,"KWAK,STEVE",,9/25/18,PUR1201612,110 1730300        ,"16,929.72","1,975.12","8,747.01","8,182.71",0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,02,1,E
,000000024853, ,DISK ARRAY,7/3/19,2019,DELL,MD1400, ,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00171,STEVE KWAK,,,PUR1433378,110 1730300        ,"13,593.80","1,585.92","2,945.30","10,648.50",,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,01,1,
,000000024854, ,DISK ARRAY,7/3/19,2019,DELL,MD1400, ,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00171,STEVE KWAK,,,PUR1433378,110 1730300        ,"13,593.80","1,585.92","2,945.30","10,648.50",,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,01,1,
,000000024855, ,SERVER,7/3/19,2019,DELL,POWEREDGE R640 SERVER, ,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00171,STEVE KWAK,,,PUR1433378,110 1730300        ,"7,519.17",877.24,"1,629.16","5,890.01",,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,
,000000024856, ,SERVER,7/3/19,2019,DELL,POWEREDGE R640 SERVER, ,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00171,STEVE KWAK,,,PUR1433378,110 1730300        ,"7,519.17",877.24,"1,629.16","5,890.01",,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,
,000000025014, ,Isilon Node,7/9/19,2019,Dell,EX3000, ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,Steve Kwak,,,PUR1446295,812 1729400 80041167      ,"140,730.78","16,418.57","30,491.65","110,239.13",,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,
,000000025015, ,Isilon Node,7/9/19,2019,Dell,EX3000, ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,Steve Kwak,,,PUR1446295,812 1729400 80041167      ,"140,730.78","16,418.57","30,491.65","110,239.13",,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,
,000000025016, ,Isilon Node,7/9/19,2019,Dell,EX3000, ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,Steve Kwak,,,PUR1446295,812 1729400 80041167      ,"140,730.78","16,418.57","30,491.65","110,239.13",,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,
,000000022970,N0031857,Storage Node,9/1/17,2017,Dell EMC,Isilon NL410,JWXYE172200019,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"Kwak,Steve",,2/12/18,PUR1179611,812 1729400 80041167      ,"80,530.65","9,395.26","57,713.65","22,817.00",0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000022971,N0031858,Storage Node,9/1/17,2017,Dell EMC,Isilon NL410,JWXYE172200022,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"Kwak,Steve",,2/12/18,PUR1179611,812 1729400 80041167      ,"80,530.65","9,395.26","57,713.65","22,817.00",0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000022972,N0031859,Storage Node,9/1/17,2017,Dell EMC,Isilon NL410,JWXYE172200026,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"Kwak,Steve",,2/12/18,PUR1179611,812 1729400 80041167      ,"80,530.65","9,395.26","57,713.65","22,817.00",0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000022973,N0031860,Storage Node,9/1/17,2017,Dell EMC,Isilon NL410,JWXYE172200017,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"Kwak,Steve",,2/12/18,PUR1179611,812 1729400 80041167      ,"80,530.65","9,395.26","57,713.65","22,817.00",0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000022974,00082132,Storage Node,9/1/17,2017,Dell EMC,Isilon NL410,JWXYE172200055,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"Kwak,Steve",,2/12/18,PUR1179611,812 1729400 80041167      ,"80,530.65","9,395.26","57,713.65","22,817.00",0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,01,1,E
,000000022975,N0031820,Storage Node,9/1/17,2017,Dell EMC,Isilon NL410, ,CH,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8602,Abbott Hall,00220,"Kwak,Steve",,,PUR1179611,812 1729400 80041167      ,"80,530.65","9,395.26","57,713.65","22,817.00",0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,02,1,E
,000000022976,N0031821,Storage Node,9/1/17,2017,Dell EMC,Isilon NL410, ,CH,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8602,Abbott Hall,00220,"Kwak,Steve",,,PUR1179611,812 1729400 80041167      ,"80,530.65","9,395.26","57,713.65","22,817.00",0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,02,1,E
,000000022977,N0031822,Storage Node,9/1/17,2017,Dell EMC,Isilon NL410, ,CH,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8602,Abbott Hall,00220,"Kwak,Steve",,,PUR1179611,812 1729400 80041167      ,"80,530.65","9,395.26","57,713.65","22,817.00",0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,02,1,E
,000000022978,N0031823,Storage Node,9/1/17,2017,Dell EMC,Isilon NL410, ,CH,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8602,Abbott Hall,00220,"Kwak,Steve",,,PUR1179611,812 1729400 80041167      ,"80,530.65","9,395.26","57,713.65","22,817.00",0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,02,1,E
,000000022979,N0031824,Storage Node,9/1/17,2017,Dell EMC,Isilon NL410, ,CH,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8602,Abbott Hall,00220,"Kwak,Steve",,,PUR1179611,812 1729400 80041167      ,"80,530.65","9,395.26","57,713.65","22,817.00",0.00,,000217,5.0,COMPUTER STORAGE-5,001,COMPUTER EQUIPMENT,02,1,E
,000000024992, ,IT Cabinet,7/29/19,2019,Dell EMC,es6-ds-rack-p3w,FOR ECS EX3000,EV,1730300,Cyber Processing & Info Mgmt,8844,2020 Ridge,00172,Steve Kwak,,,PUR1462592,110 1730300        ,"7,666.67",894.46,"1,661.13","6,005.54",,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,
,000000024993, ,IT Cabinet,7/29/19,2019,Dell EMC,es6-ds-rack-p3w,FOR ECS EX3000,CH,1730300,Cyber Processing & Info Mgmt,8602,Abbott Hall,00230,Steve Kwak,,,PUR1462592,110 1730300        ,"7,666.67",894.46,"1,661.13","6,005.54",,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,02,1,
,000000024994, ,IT Cabinet,7/29/19,2019,Dell EMC,es6-ds-rack-p3w,FOR ECS EX3000,CH,1730300,Cyber Processing & Info Mgmt,8602,Abbott Hall,00230,Steve Kwak,,,PUR1462592,110 1730300        ,"7,666.67",894.46,"1,661.13","6,005.54",,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,02,1,
,000000001216,00073752,SERVER,1/14/08,2008,DELL MARKETING,PE1950,3WHDDF1,EV,1730000,Computing Services,8844,2020 Ridge,00172,"OSTROWSKI, RUTHANN",,8/30/13, ,171 1060000 10001939 01    ,"5,001.00",0.00,"5,001.00",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000001218,00073754,SERVER,1/14/08,2008,DELL MARKETING,PE1950,5WHDDF1,EV,1730000,Computing Services,8844,2020 Ridge,00172,"OSTROWSKI, RUTHANN",,8/30/13, ,171 1060000 10001939 01    ,"5,001.00",0.00,"5,001.00",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000001219,00073755,SERVER,1/14/08,2008,DELL MARKETING,PE1950,FWHDDF1,EV,1730000,Computing Services,8844,2020 Ridge,00172,"OSTROWSKI, RUTHANN",,8/30/13, ,171 1060000 10001939 01    ,"5,001.00",0.00,"5,001.00",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000001239,00073732,SERVER,1/14/08,2008,DELL MARKETING,PE1950,59FFDF1,EV,1730000,Computing Services,8844,2020 Ridge,00172,"OSTROWSKI, RUTHANN",,8/30/13, ,171 1060000 10001939 01    ,"5,251.00",0.00,"5,251.00",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000001241,00073733,SERVER,1/14/08,2008,DELL MARKETING,PE1950,89FFDF1,EV,1730000,Computing Services,8844,2020 Ridge,00172,"OSTROWSKI, RUTHANN",,8/30/13, ,171 1060000 10001939 01    ,"5,251.00",0.00,"5,251.00",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000001246,00073740,SERVER,1/14/08,2008,DELL MARKETING,PE1950,HBFFDF1,EV,1730000,Computing Services,8844,2020 Ridge,00172,"OSTROWSKI, RUTHANN",,8/30/13, ,171 1060000 10001939 01    ,"5,251.00",0.00,"5,251.00",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000001252,00073764,SERVER,1/14/08,2008,DELL MARKETING,PE1950,C094DF1,EV,1730000,Computing Services,8844,2020 Ridge,00172,"OSTROWSKI, RUTHANN",,8/30/13, ,171 1060000 10001939 01    ,"5,251.00",0.00,"5,251.00",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000001253,00073765,SERVER,1/14/08,2008,DELL MARKETING,PE1950,6194DF1,EV,1730000,Computing Services,8844,2020 Ridge,00172,"OSTROWSKI, RUTHANN",,8/30/13, ,171 1060000 10001939 01    ,"5,251.00",0.00,"5,251.00",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000001254,00073766,SERVER,1/14/08,2008,DELL MARKETING,PE1950,F094DF1,EV,1730000,Computing Services,8844,2020 Ridge,00172,"OSTROWSKI, RUTHANN",,8/30/13, ,171 1060000 10001939 01    ,"5,251.00",0.00,"5,251.00",0.00,0.00,,000220,5.0,COMPUTER SERVER-5,001,COMPUTER EQUIPMENT,01,1,E
,000000011691,00075150,PDU 2 PANEL 4 SUBFEED,5/21/09,2009,EATON, , ,EV,1730000,Computing Services,8844,2020 Ridge,00172,"OSTROWSKI, RUTHANN",,8/30/13, ,110 1730000        ,"23,612.00",0.00,"23,612.00",0.00,0.00,,000426,10.0,POWER SUPPLY-10,002,SCIENTIFIC EQUIPMENT,01,1,E
,000000011692,00075151,PDR 4 PANEL BCMS,5/21/09,2009,EATON, , ,EV,1730000,Computing Services,8844,2020 Ridge,00172,"OSTROWSKI, RUTHANN",,8/30/13, ,110 1730000        ,"15,844.00",0.00,"15,844.00",0.00,0.00,,000426,10.0,POWER SUPPLY-10,002,SCIENTIFIC EQUIPMENT,01,1,E
,000000011694,00075153,PDR 4 PANEL BCMS,5/21/09,2009,EATON, , ,EV,1730000,Computing Services,8844,2020 Ridge,00172,"OSTROWSKI, RUTHANN",,8/30/13, ,110 1730000        ,"15,844.00",0.00,"15,844.00",0.00,0.00,,000426,10.0,POWER SUPPLY-10,002,SCIENTIFIC EQUIPMENT,01,1,E
,000000011696,00074983,POWER DISTRIBUTED RCK,3/5/09,2009,EATON,PDRW62,ECO82RXX01,EV,1730000,Computing Services,8844,2020 Ridge,00172,"OSTROWSKI, RUTHANN",,8/30/13, ,110 1730100        ,"35,661.00",0.00,"35,661.00",0.00,0.00,,000301,10.0,"EQUIPMENT, MISC. SCIENTIFIC-10",002,SCIENTIFIC EQUIPMENT,01,1,E
,000000011697,00075148,UPS W/2 BATT CASE,5/21/09,2009,EATON,9390,EC164CBA02,EV,1730000,Computing Services,8844,2020 Ridge,00172,"OSTROWSKI, RUTHANN",,8/30/13, ,110 1730000        ,"58,542.00",0.00,"58,542.00",0.00,0.00,,000426,10.0,POWER SUPPLY-10,002,SCIENTIFIC EQUIPMENT,01,1,E
,000000016133,00077290,UPS,8/29/11,2011,Eaton,9390,EE262CBB03,EV,1730000,Computing Services,8844,2020 Ridge,00172,Dan Daley,,8/30/13,PUR0329040,110 1730100        ,"87,922.00",0.00,"87,922.00",0.00,0.00,,000215,5.0,"EQUIPMENT, COMPUTER-5",001,COMPUTER EQUIPMENT,01,1,E
,000000020847,00082127,UPS MODULE,8/20/15,2015,EATON, , ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"DALEY, DAN",,2/12/18,PUR0863700,110 1729400        ,"55,925.00","3,262.28","31,224.77","24,700.23",0.00,,000426,10.0,POWER SUPPLY-10,002,SCIENTIFIC EQUIPMENT,01,1,E
,000000020848,00082128,/UPS MODULE,8/20/15,2015,EATON, , ,EV,1729400,"Rsrch Cmptng, Stor, Ntwk & Fac",8844,2020 Ridge,00172,"DALEY, DAN",,5/29/18,PUR0863700,110 1729400        ,"55,925.00","3,262.28","31,224.77","24,700.23",0.00,,000426,10.0,POWER SUPPLY-10,002,SCIENTIFIC EQUIPMENT,01,1,E
