 fin_ops_asset_tag | fin_ops_po |  fin_ops_serial   |                           dct_serial                           |   dct_make    |      dct_model      | dct_type |           dct_name            | location 
                   |            |                   | 781E300                                                        | IBM           | STORWISE V5030      | STORAGE  | EV5030-2 10                   | EVDC
                   |            |                   | 781E716                                                        | IBM           | STORWISE V5030      | STORAGE  | EV5030-2 ENCL 2               | EVDC
                   |            |                   | 781E684                                                        | IBM           | STORWISE V5030      | STORAGE  | EV5030-2 ENCL 3               | EVDC
                   |            |                   | 781E700                                                        | IBM           | STORWISE V5030      | STORAGE  | EV5030-2 ENCL 4               | EVDC
                   |            |                   | 781E685                                                        | IBM           | STORWISE V5030      | STORAGE  | EV5030-2 ENCL 5               | EVDC
                   |            |                   | 781E707                                                        | IBM           | STORWISE V5030      | STORAGE  | EV5030-2 ENCL 6               | EVDC
                   |            |                   | 781E803                                                        | IBM           | STORWISE V5030      | STORAGE  | EV5030-2MGMT                  | EVDC
 00088057          | PUR1331898 | 781BW72           | 781BW72                                                        | IBM           | STORWISE V5030      | STORAGE  | EV5030-NUCLOUD-1MGMT          | EVDC
                   |            |                   | 781BP53                                                        | IBM           | STORWISE V5030      | STORAGE  | EV5030-NUCLOUD-ENCL1          | EVDC
                   |            |                   | 781BR46                                                        | IBM           | STORWISE V5030      | STORAGE  | EV5030-NUCLOUD-ENCL2          | EVDC
                   |            |                   | 781BP99                                                        | IBM           | STORWISE V5030      | STORAGE  | EV5030-NUCLOUD-ENCL3          | EVDC
                   |            |                   | 781BR11                                                        | IBM           | STORWISE V5030      | STORAGE  | EV5030-NUCLOUD-ENCL4          | EVDC
                   |            |                   | 781BR43                                                        | IBM           | STORWISE V5030      | STORAGE  | EV5030-NUCLOUD-ENCL5          | EVDC
                   |            |                   | 781BP94                                                        | IBM           | STORWISE V5030      | STORAGE  | EV5030-NUCLOUD-ENCL6          | EVDC
                   |            |                   | 781BP94                                                        | IBM           | STORWISE V5030      | STORAGE  | EV5030-NUCLOUD-ENCL7          | EVDC
                   |            |                   | MT1127X00447                                                   | MELLANOX      | IS 5022 DEVICE      | STORAGE  | EVISILON01-IB-1               | EVDC
                   |            |                   | MT1127X00428                                                   | MELLANOX      | IS 5022 DEVICE      | STORAGE  | EVISILON01-IB-2               | EVDC
                   |            |                   | MT1236X02134                                                   | MELLANOX      | IS 5022 DEVICE      | STORAGE  | EVISILON02-IB-1               | EVDC
                   |            |                   | M71234X02260                                                   | MELLANOX      | IS 5022 DEVICE      | STORAGE  | EVISILON02-IB-2               | EVDC
                   |            |                   | MT1751K21082                                                   | MELLANOX      | IS 5022 DEVICE      | STORAGE  | EVISILON03-IB-1 (36)          | EVDC
                   |            |                   | MT1751K21088                                                   | MELLANOX      | IS 5022 DEVICE      | STORAGE  | EVISILON03-IB-2 (36)          | EVDC
                   |            |                   |                                                                | PROE HARDWARE | PRO472              | STORAGE  | BACKUP2 MASTER                | EVDC
                   |            |                   |                                                                | PROE HARDWARE | PRO472              | STORAGE  | BACKUP2 MASTER                | EVDC
                   |            |                   | AAG2915005018                                                  | PROE HARDWARE | PRO490              | STORAGE  | BACKUP2 SLAVE                 | EVDC
(432 rows)

