1                name               |           model            |  asset_type  | serial_number 

2187  TECH-F257-ESW-6                  | WS-C3750X-48P              | SWITCH       | FDO1650P1AL

2188  TECH-F257-ESW-6                  | WS-C3750X-48P              | SWITCH       | FDO1650P1AU

2189  TECH-F257-ESW-6                  | WS-C3750X-48P              | SWITCH       | FDO1528K0DZ

2190  TECH-F286-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537V0AG

2191  TECH-F286-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1629R4PV

2192  TECH-F286-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1629R4P1

2193  TECH-F286-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537V0A9

2194  TECH-F286-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537Z06N

2195  TECH-F286-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537R0B4

2196  TECH-F286-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537Z0G1

2197  TECH-F286-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537P0EA

2198  TECH-F286-ESW-2                  | WS-C3750X-24P              | SWITCH       | FDO1526K0RA

2199  TECH-F286-ESW-2                  | WS-C3750X-48P              | SWITCH       | FDO1649Z2LA

2200  TECH-F286-ESW-2                  | WS-C3750X-48P              | SWITCH       | FDO1706R1M9

2201  TECH-F286-ESW-2                  | WS-C3750X-48P              | SWITCH       | FDO1648Z1GC

2202  TECH-F286-ESW-2                  | WS-C3750X-48P              | SWITCH       | FDO1649Z2KV

2203  TECH-FG47-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1838U14C

2204  TECH-FG47-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1838U14X

2205  TECH-FG47-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1820X15S

2206  TECH-FG47-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1820U18G

2207  TECH-FG47-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1820X178

2208  TECH-FG47-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1820U18E

2209  TECH-FG47-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1820X19Y

2210  TECH-G115-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1717W015

2211  TECH-G115-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1650P171

2212  TECH-G115-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1527P212

2213  TECH-G213-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1828U0SR

2214  TECH-G213-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1828C0SA

2215  TECH-G213-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1829X11F

2216  TECH-GG15-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1820X17E

2217  TECH-GG15-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1828C0TV

2218  TECH-GG15-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1833C128

2219  TECH-GG15-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1834X0A1

2220  TECH-H114-ESW-2                  | WS-C3750X-48P              | SWITCH       | FDO1537R0PC

2221  TECH-H114-ESW-2                  | WS-C3750X-48P              | SWITCH       | FDO1537R0Q9

2222  TECH-H114-ESW-2                  | WS-C3750X-48P              | SWITCH       | FDO1522V1EQ

2223  TECH-H114-ESW-2                  | WS-C3750X-48P              | SWITCH       | FDO1645P25Q

2224  TECH-H214-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1834X08P

2225  TECH-H214-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1828U0ST

2226  TECH-H214-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1828X0TL

2227  TECH-HG16-ESW-2                  | WS-C3750X-48P              | SWITCH       | FDO1515P108

2228  TECH-HG16-ESW-2                  | WS-C3750X-48P              | SWITCH       | FDO1537R0YU

2229  TECH-HG16-ESW-2                  | WS-C3750X-48P              | SWITCH       | FDO1712P15S

2230  TECH-HG16-ESW-2                  | WS-C3750X-48P              | SWITCH       | FDO1720R1ME

2231  TECH-HG16-ESW-2                  | WS-C3750X-48P              | SWITCH       | FDO1513P0DA

2232  TECH-IDF-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2124L1WR

2233  TECH-IDF-ESW-4                   | WS-C3850-24XS-S            | SWITCH       | FCW2131F056

2234  TECH-J212-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1925D0TB

2235  TECH-J212-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2050U0AB

2236  TECH-J212-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2050D058

2237  TECH-J212-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1919U15Z

2238  TECH-J212-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1925U113

2239  TECH-J212-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1925C0WA

2240  TECH-J212-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1910X1J3

2241  TECH-J212-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1903C0M6

2242  TECH-J212-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1903D0AP

2243  TECH-K165-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1832C140

2244  TECH-K165-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1827U10W

2245  TECH-K165-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1820X15P

2246  TECH-K165-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1834X0KD

2247  TECH-K165-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1834X0JR

2248  TECH-K265-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1838U1AR

2249  TECH-K265-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1838C17K

2250  TECH-K265-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1831X1C7

2251  TECH-K265-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1834U0AL

2252  TECH-K265-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1838X158

2253  TECH-K365-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1528R0H4

2254  TECH-K365-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1650P1AP

2255  TECH-K365-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1639H0Z9

2256  TECH-K365-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537V0AA

2257  TECH-KB65-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1525P1E4

2258  TECH-KB65-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1648P0ZM

2259  TECH-KG65-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1834C0A9

2260  TECH-KG65-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1834C0AL

2261  TECH-KG65-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1834X08Q

2262  TECH-KG65-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1851X0FL

2263  TECH-L328-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1829X111

2264  TECH-L328-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1838X152

2265  TECH-L328-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1833U02M

2266  TECH-L328-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FCW1833C04L

2267  TECH-L328-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1803Y3G5

2268  TECH-L328-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1807Y5HU

2269  TECH-L328-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1931X1E0

2270  TECH-L328-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1749U06V

2271  TECH-L328-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1832U108

2272  TECH-L328-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1833U04U

2273  TECH-L328-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1832X1EF

2274  TECH-L328-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1832X1FC

2275  TECH-L585-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537R0JL

2276  TECH-L585-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537R0Z1

2277  TECH-L585-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537R10F

2278  TECH-L585-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1433P078

2279  TECH-L585-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537K0X3

2280  TECH-LG83-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2050C05C

2281  TECH-LG83-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FCW2049D201

2282  TECH-LG83-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FCW1901C07F

2283  TECH-LG83-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FOC1901X02X

2284  TECH-LG83-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FCW1901C07G

2285  TECH-LG83-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FOC2220U08N

2286  TECH-LG83-ESW-3                  | WS-C3850-12X48U-L          | SWITCH       | FOC2238U0U0

2287  TECH-LG83-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FOC1901U04P

2288  TECH-LG83-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FOC1843U1N4

2289  TECH-M117-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1522K1RU

2290  TECH-M117-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1522V1S0

2291  TECH-M117-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1701W0JZ

2292  TECH-M117-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1652R1MQ

2293  TECH-M217-ESW-1                  | WS-C3750X-24P              | SWITCH       | FDO1703Z3DE

2294  TECH-M217-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1528K0DY

2295  TECH-M217-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1528P0GE

2296  TECH-M217-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1433K015

2297  TECH-M217-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537R0Q4

2298  TECH-M217-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1527R22S

2299  TECH-M317-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1834C0AA

2300  TECH-M317-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1901C07D

2301  TECH-M317-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1901X19P

2302  TECH-M317-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1901X19Q

2303  TECH-M317-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1901X18C

2304  TECH-M317-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1901C17V

2305  TECH-M317-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1901X069

2306  TECH-M347-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1829X16X

2307  TECH-M422-ESW-1                  | WS-C3750X-24P              | SWITCH       | FDO1623R37M

2308  TECH-M422-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537V09R

2309  TECH-M422-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537Z060

2310  TECH-M422-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537V0AH

2311  TECH-M422-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537V0AM

2312  TECH-M422-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1536K16F

2313  TECH-MG17-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537V0A7

2314  TECH-MG17-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537K11L

2315  TECH-MG17-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537V0TE

2316  TECH-MG17-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537P0EY

2317  TECH-MG17-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537V0AQ

2318  TECH-MG17-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537R0BS

2319  TECH-MG17-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1716R1AS

2320  TECH-MG17-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537R0BA

2321  TECH-MG17-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537V0AR

2322  TEMP-SOCCER-ESW-2                | CISCOIE20004TSGB           | SWITCH       | FDO2233J1TB

2323  TIC-1-ESW-1                      | WS-C3850-48P-L             | SWITCH       | FOC2143X0NG

2324  TIC-1-STUDIO-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW2142C1RV

2325  TIC-3-ESW-1                      | WS-C3850-48P-L             | SWITCH       | FCW2142C1RU

2326  TIC-3-ESW-1                      | WS-C3850-48P-L             | SWITCH       | FOC2143X0LK

2327  TIC-B-ESW-1                      | WS-C3850-48P-L             | SWITCH       | FCW2142D1XV

2328  UNIV-1-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW2038C195

2329  UNIV-2-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW2142C1S0

2330  UNIV-3-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW2143C0QR

2331  UNIV-4-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC2142X1DG

2332  UNIV-B-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW2022D147

2333  UTILPLNT-1-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2143D0VX

2334  UTILPLNT-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2143U0NL

2335  WARD-1-280-GHSL-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2241X0BA

2336  WARD-1-280-GHSL-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2209L1JL

2337  WARD-1-280-GHSL-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2225L1DJ

2338  WARD-1-280-GHSL-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2142U1LV

2339  WARD-1-280-GHSL-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2101X1EA

2340  WARD-10-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1926X168

2341  WARD-10-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FCW1820C0GH

2342  WARD-10-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1931U0K8

2343  WARD-10-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FCW1931D1CM

2344  WARD-11-ESW-2                    | WS-C3850-48P-L             | SWITCH       | FOC1931X1DV

2345  WARD-11-ESW-2                    | WS-C3850-48P-L             | SWITCH       | FCW1931C1G3

2346  WARD-11-ESW-2                    | WS-C3850-48P-L             | SWITCH       | FOC1923U1DX

2347  WARD-12-ESW-6                    | WS-C3850-48P-L             | SWITCH       | FOC2209L1JM

2348  WARD-12-ESW-6                    | WS-C3850-48P-L             | SWITCH       | FOC2209U172

2349  WARD-12-ESW-6                    | WS-C3850-48P-L             | SWITCH       | FOC2209L0WQ

2350  WARD-13-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1832U15W

2351  WARD-13-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1832X1F8

2352  WARD-13-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1832X1FT

2353  WARD-13-ESW-3                    | WS-C3750X-48P              | SWITCH       | FDO1635Z3PC

2354  WARD-13-ESW-3                    | WS-C3750X-48P              | SWITCH       | FDO1528K0DS

2355  WARD-13-ESW-3                    | WS-C3750X-48P              | SWITCH       | FDO1651R2YH

2356  WARD-13-ESW-3                    | WS-C3750X-48P              | SWITCH       | FDO1537R0ZR

2357  WARD-2-230-GHSL-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2143X0NN

2358  WARD-2-230-GHSL-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2209X0YC

2359  WARD-3-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1939U15A

2360  WARD-3-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1931C1NH

2361  WARD-3-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1938D1EF

2362  WARD-3-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1931X1HX

2363  WARD-3-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1935U1D2

2364  WARD-3-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1939D0UA

2365  WARD-4-ESW-4                     | WS-C3750X-48P              | SWITCH       | FDO1537R10E

2366  WARD-4-ESW-4                     | WS-C3750X-48P              | SWITCH       | FDO1528P0GD

2367  WARD-4-ESW-4                     | WS-C3750X-48P              | SWITCH       | FDO1528K0EF

2368  WARD-4-ESW-4                     | WS-C3750X-48P              | SWITCH       | FDO1525Z092

2369  WARD-4-ESW-4                     | WS-C3750X-48P              | SWITCH       | FDO1703R1Z9

2370  WARD-4-ESW-4                     | WS-C3750X-48P              | SWITCH       | FDO1537R0PL

2371  WARD-5-ESW-2                     | WS-C3850-48P-L             | SWITCH       | FCW1938C04H

2372  WARD-5-ESW-4                     | WS-C3850-48P-L             | SWITCH       | FCW1931D0HB

2373  WARD-5-ESW-4                     | WS-C3850-48P-L             | SWITCH       | FCW2106C0R9

2374  WARD-5-ESW-4                     | WS-C3850-48P-L             | SWITCH       | FOC1927V01B

2375  WARD-5-ESW-4                     | WS-C3850-48P-L             | SWITCH       | FCW1931C1NC

2376  WARD-5-ESW-4                     | WS-C3850-48P-L             | SWITCH       | FOC1923X134

2377  WARD-6-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC2001U1D8

2378  WARD-6-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1829C10R

2379  WARD-6-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW2001F0EE

2380  WARD-7-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1939C0UN

2381  WARD-7-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1931D1CP

2382  WARD-7-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1926X165

2383  WARD-7-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1931C0K2

2384  WARD-7-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1939D0V8

2385  WARD-7-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1931X0EB

2386  WARD-7-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1931D1JF

2387  WARD-8-ESW-3                     | WS-C3850-48P-L             | SWITCH       | FOC2001U1DM

2388  WARD-8-ESW-3                     | WS-C3850-48P-L             | SWITCH       | FCW2001D161

2389  WARD-8-ESW-3                     | WS-C3850-48P-L             | SWITCH       | FOC1939X0VT

2390  WARD-8-ESW-3                     | WS-C3850-48P-L             | SWITCH       | FCW1938D1WB

2391  WARD-8-ESW-3                     | WS-C3850-48P-L             | SWITCH       | FCW1939D0UD

2392  WARD-9-ESW-2                     | WS-C3850-48P-L             | SWITCH       | FCW2219C15T

2393  WARD-9-ESW-2                     | WS-C3850-48P-L             | SWITCH       | FOC2219U19R

2394  WARD-9-ESW-2                     | WS-C3850-48P-L             | SWITCH       | FOC2220U00Y

2395  WARD-IDF-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1931U1NX

2396  WARD-IDF-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1823X1A3

2397  WARD-IDF-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1939C0V2

2398  WARD-IDF-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1938C02A

2399  WFRCHLD-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1807U0MF

2400  WFRCHLD-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1740X00R

2401  WIEB-107A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1926X162

2402  WIEB-107A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1931D0DV

2403  WIEB-107A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1931U0FT

2404  WIEB-107A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1928X02B

2405  WIEB-139-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1933D1CB

2406  WIEB-139-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1938C1UT

2407  WIEB-139-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1733X07J

2408  WIEB-139-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1938C03L

2409  WIEB-201A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1833C02S

2410  WIEB-201A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1925U12T

2411  WIEB-201A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1925X14R

2412  WIEB-201A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1926X166

2413  WIEB-201A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1833U06Z

2414  WIEB-201A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1833C03F

2415  WIEB-201A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1848U0GL

2416  WIEB-201A-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1820X0XP

2417  WIEB-205-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW2219D15F

2418  WIEB-339-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2219U17E

2419  WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1926D135

2420  WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1931D0D2

2421  WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1926D0US

2422  WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1928C025

2423  WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1925D0T9

2424  WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1926D146

2425  WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1926C118

2426  WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1928X01Y

2427  WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1925U11C

2428  WIEB-423-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FOC1926X16D

2429  WIEB-423-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FOC1926X16B

2430  WIEB-423-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FOC1926U169

2431  WIEB-423-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FOC1928U0NN

2432  WIEB-439-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537R0PD

2433  WIEB-439-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537R0B9

2434  WIEB-439-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1716H31F

2435  WIEB-539-ESW-4                   | WS-C3750X-48P              | SWITCH       | FDO1537Z0G2

2436  WIEB-539-ESW-4                   | WS-C3750X-48P              | SWITCH       | FDO1537R0AX

2437  WIEB-723-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1848C0HZ

2438  WIEB-723-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1834X0A0

2439  WIEB-723-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1833X05Q

2440  WIEB-723-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1915X094

2441  WIEB-723-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1926X0KH

2442  WIEB-723-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1920D0LF

2443  WIEB-IDF-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FCW1926D0KZ

2444  WIEB-IDF-ESW-3                   | WS-C3850-24P-L             | SWITCH       | FOC1740X090

2445  WIEB-IDF-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FCW1921D0LP

2446  WIEB-IDF-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FCW2101F14E

2447  WIEB-M239A-ESW-3                 | WS-C3750X-48P              | SWITCH       | FDO1537K10Y

2448  WIEB-M239A-ESW-3                 | WS-C3750X-48P              | SWITCH       | FDO1528P1JQ

2449  WIEB-M239A-ESW-3                 | WS-C3750X-48P              | SWITCH       | FDO1527K1S1

2450  WIEB-M239A-ESW-3                 | WS-C3750X-48P              | SWITCH       | FDO1537K12B

2451  WIEB-M239A-ESW-3                 | WS-C3750X-48P              | SWITCH       | FDO1527K1S9

2452  WIEB-M239A-ESW-3                 | WS-C3750X-48P              | SWITCH       | FDO1629R4RC

2453  WIEB-M239A-ESW-3                 | WS-C3750X-48P              | SWITCH       | FDO1537K0KH

2454  WIEB-M239A-ESW-3                 | WS-C3750X-24P              | SWITCH       | FDO1536K1FA

2455  WILLARD-602A-06A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2119U1PR

2456  WILLARD-B042-00A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2142C1S4

2457  WILLARD-B042-00A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2142X1DS

2458  WILLARD-B042-00A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2120U0QT

2459  WILLARD-B042-00A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2143X0NK

2460  WILLARD-B042-00A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2143C0QZ

2461  1007CHCH-427-ESW-1               | 3750-STACK                 | SWITCH_STACK | 0X0F

2462  1007CHCH-B-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1807U0QB

2463  1201DAVIS-1E-ESW-1               | 3850-STACK                 | SWITCH_STACK | FOC2209L1JX

2464  1201DAVIS-2E-ESW-1               | 3850-STACK                 | SWITCH_STACK | FOC2120L0KX

2465  1201DAVIS-2W-ESW-1               | 3750-STACK                 | SWITCH_STACK | FDO1528K0EJ

2466  1201DAVIS-B-ESW-1                | 3850-STACK                 | SWITCH_STACK | FOC2142U1LR

2467  1603ORR-268-ESW-1                | 3850-STACK                 | SWITCH_STACK | FCW1903D02U

2468  1800SHDN-B-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FCW2143C0QP

2469  1800SHERMAN-2-ESW-1              | 3750-STACK                 | SWITCH_STACK | FDO1525P133

2470  1800SHERMAN-2-ESW-4              | 3850-STACK                 | SWITCH_STACK | FOC1748U0AB

2471  1800SHERMAN-4-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC1807X0RP

2472  1800SHERMAN-6-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC1807U0R8

