1                name               |           model            |  asset_type  | serial_number 

488  2211CAMPUS-L304-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2035C0K4

489  2211CAMPUS-L416-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2033U2DT

490  2211CAMPUS-L416-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2022C1K7

491  2211CAMPUS-L416-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2022F0ZR

492  2211CAMPUS-L416-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2033F17L

493  2211CAMPUS-L416-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2035U0LL

494  2211CAMPUS-L416-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2035D0H3

495  2211CAMPUS-L416-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2220D06X

496  2211CAMPUS-L416-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2022U0VX

497  2211CAMPUS-L416-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2033U2DU

498  2211CAMPUS-L416-ESW-2            | WS-C3850-12X48U-L          | SWITCH       | FCW2044D0Q2

499  2211CAMPUS-L416-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2039U00G

500  2211CAMPUS-L416-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2038D1CL

501  2211CAMPUS-L416-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2038F2B2

502  2211CAMPUS-L416-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2033U2E4

503  2211CAMPUS-L416-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2039X00K

504  2211CAMPUS-L416-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2038F1JS

505  2211CAMPUS-L416-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2038C1L7

506  2211CAMPUS-SE-CALLBOX-ESW-1      | CISCOIE20004TSGB           | SWITCH       | FDO2102T1H6

507  2247SHDN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1645P0XE

508  2249SHDN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1650P185

509  2250SHDN-SOUTH-TENNIS-CT-ESW-1   | WS-C3850-24P-L             | SWITCH       | FOC1740Z1T1

510  2251SHDN-ATTIC-ESW-2             | WS-C3850-24P-L             | SWITCH       | FOC1748Y0L7

511  2251SHDN-ATTIC-ESW-2             | WS-C3850-48P-L             | SWITCH       | FOC1819X055

512  2255CAMPUS-1101-01A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2219U13V

513  2255CAMPUS-1101-01A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2219U13S

514  2255CAMPUS-1101-01A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2219U1C5

515  2255CAMPUS-1101-01A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2219U1CJ

516  2255CAMPUS-1101-01A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2220U0AK

517  2255CAMPUS-1101-01A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2220U0AB

518  2255CAMPUS-1101-01A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC1926U15P

519  2255CAMPUS-1101-01A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2220U0C9

520  2255CAMPUS-1101-01A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FCW2219C0VK

521  2255CAMPUS-1219-01B-ESW-1        | WS-C3850-48P-L             | SWITCH       | FCW1926D13R

522  2255CAMPUS-1219-01B-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC1931X1CR

523  2255CAMPUS-1219-01B-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2219X0SF

524  2255CAMPUS-1219-01B-ESW-1        | WS-C3850-48P-L             | SWITCH       | FCW2220D05G

525  2255CAMPUS-1263-01D-ESW-1        | WS-C3850-24P-L             | SWITCH       | FOC2136U0MJ

526  2255CAMPUS-1662-01C-ESW-1        | WS-C3850-48P-L             | SWITCH       | FCW1931C0EN

527  2255CAMPUS-1662-01C-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2220U06D

528  2255CAMPUS-1662-01C-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2225L1H0

529  2255CAMPUS-1662-01C-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2219U14X

530  2255CAMPUS-2110-02A-ESW-1        | WS-C3850-12X48U-L          | SWITCH       | FCW2145D0NT

531  2255CAMPUS-3601-03A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC1925U12H

532  2255CAMPUS-3601-03A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC1753U01E

533  2255CAMPUS-4246-04B-ESW-1        | WS-C3850-48P-L             | SWITCH       | FCW1931C0CK

534  2255CAMPUS-4285-04A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2220L00N

535  2255CAMPUS-4285-04A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2220U042

536  2255CAMPUS-4285-04A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2219X0NK

537  2255CAMPUS-4285-04A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FCW2219D0YF

538  2255CAMPUS-4285-04A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FCW2219C0ZW

539  2255CAMPUS-4285-04A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2220U08V

540  2255CAMPUS-4285-04A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2225L1EA

541  2255CAMPUS-4285-04A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2225L1ER

542  2255CAMPUS-4285-04A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2225X0KF

543  2255CAMPUS-4285-04A-ESW-2        | WS-C3850-48P-L             | SWITCH       | FOC2220U08J

544  2255CAMPUS-CALLBOX-E-DOCK-ESW-1  | CISCOIE20004TSGB           | SWITCH       | FDO2215T0LY

545  2255CAMPUS-CALLBOX-N-BEACH-ESW-1 | CISCOIE20004TSGB           | SWITCH       | FDO2215T0PN

546  2303SHDN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1629R4QV

547  2303SHDN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1529P060

548  2303SHDN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1630R00W

549  2303SHDN-B-ESW-1                 | WS-C3750X-24P              | SWITCH       | FDO1639Z0HB

550  2307SHDN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1648P0ZR

551  2307SHDN-B-ESW-1                 | WS-C3750X-24P              | SWITCH       | FDO1642P18J

552  2310SHDN-1-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2050C06Z

553  2313SHDN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1629V26H

554  2313SHDN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1649H2J1

555  2317SHDN-B-ESW-1                 | WS-C3850-24P-L             | SWITCH       | FCW1923D05R

556  2321SHDN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1650P127

557  2321SHDN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1648Z339

558  2325SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2220X02K

559  2331SHDN-212-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1832X17L

560  2335SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1823U0P7

561  2335SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1823X0NS

562  2339SHDN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1650R1NK

563  2341SHDN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1650R1Q0

564  2347SHDN-3-ESW-2                 | WS-C3750X-48P              | SWITCH       | FDO1617R12H

565  2347SHDN-3-ESW-2                 | WS-C3750X-24P              | SWITCH       | FDO1642P195

566  2349SHDN-2-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW1931D1D1

567  2349SHDN-2-ESW-1                 | WS-C3850-24P-L             | SWITCH       | FOC1907X00H

568  2407SHDN-112-01A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2220U046

569  2407SHDN-112-01A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2219D14P

570  2522ORR-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2050D08Z

571  2601ORR-B-ESW-1                  | WS-C3850-24P-L             | SWITCH       | FOC1740X0A3

572  2601ORR-B-ESW-1                  | WS-C3850-24P-L             | SWITCH       | FCW1906D1BJ

573  2705ASHLAND-2004-2A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FCW2224F0DR

574  2705ASHLAND-2004-2A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2225L04E

575  2705ASHLAND-2004-2A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FCW1839C0XX

576  2705ASHLAND-2216-2B-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC1926X15M

577  2705ASHLAND-2216-2B-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2225L02G

578  2705ASHLAND-2216-2B-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2225L1DE

579  2705ASHLAND-3001-3A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FCW1926D145

580  2705ASHLAND-3225-3B-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2220U09U

581  2705ASHLAND-3225-3B-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2209L135

582  2705ASHLAND-CALLBOX1-ESW-1       | CISCOIE20004TSGB           | SWITCH       | FDO2213T02R

583  2705ASHLAND-CALLBOX2-ESW-1       | CISCOIE20004TSGB           | SWITCH       | FDO2217U06P

584  2705ASHLAND-CALLBOX3-ESW-1       | CISCOIE20004TSGB           | SWITCH       | FDO2213T03R

585  2705ASHLAND-TVRP-ESW-1           | WS-C3850-24P-L             | SWITCH       | FOC1918U06N

586  2707ASHLAND-1128-01A-ESW-1       | WS-C3850-48P-L             | SWITCH       | FOC2224X15R

587  2707ASHLAND-1128-01A-ESW-1       | WS-C3850-48P-L             | SWITCH       | FCW2142F1H9

588  2707ASHLAND-1128-01A-ESW-1       | WS-C3850-48P-L             | SWITCH       | FOC2220U09Y

589  2707ASHLAND-2404-02A-ESW-1       | WS-C3850-48P-L             | SWITCH       | FOC2219U196

590  275CHEST-1-ESW-1                 | WS-C3750X-24P              | SWITCH       | FDO1519R187

591  303EWACKER-16-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1939X0UM

592  303EWACKER-16-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2001X1HB

593  303EWACKER-16-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW1938D1YS

594  303EWACKER-16-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW1935D0GZ

595  321ERIE-7NE-ESW-1                | WS-C3750X-24P              | SWITCH       | FDO1536R1KF

596  321ERIE-7NE-ESW-1                | WS-C3750X-24P              | SWITCH       | FDO1519R17G

597  321ERIE-7SE-ESW-1                | WS-C3750X-24P              | SWITCH       | FDO1602K0PS

598  321ERIE-B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537K0BB

599  321ERIE-NW-RNE-ESW-1             | WS-C3750X-48P              | SWITCH       | FDO1537R0BX

600  321ERIE-SW-RNE-ESW-1             | WS-C3750X-48P              | SWITCH       | FDO1537R0AY

601  333SUP-01223-01A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2219X0Q1

602  333SUP-02096-02A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L1CG

603  333SUP-02096-02A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L041

604  333SUP-02096-02A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2224X15U

605  333SUP-03096-03A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2222C0Q5

606  333SUP-03096-03A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2220U096

607  333SUP-03096-03A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2220U0AT

608  333SUP-03096-03A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2224F0EG

609  333SUP-03096-03A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2220C03Z

610  333SUP-03096-03A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2224L2WE

611  333SUP-03096-03A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2220U0AG

612  333SUP-03096-03A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2220D01B

613  333SUP-03096-03A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2220C07X

614  333SUP-04096-04A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L03M

615  333SUP-04096-04A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2219X0XR

616  333SUP-04096-04A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2220U04M

617  333SUP-04096-04A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2220D064

618  333SUP-04096-04A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L051

619  333SUP-04096-04A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2219U1CL

620  333SUP-04096-04A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2224L2VJ

621  333SUP-04096-04A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2220C03X

622  333SUP-04096-04A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2219X0Y1

623  333SUP-05096-05A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2209D11L

624  333SUP-05096-05A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L01T

625  333SUP-05096-05A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2224F0E1

626  333SUP-05096-05A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L01X

627  333SUP-05096-05A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225X0K7

628  333SUP-05096-05A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L050

629  333SUP-05096-05A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2224L2UM

630  333SUP-05096-05A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L1CA

631  333SUP-05096-05A-ESW-1           | WS-C3850-12X48U-L          | SWITCH       | FOC2145U0MK

632  333SUP-05096-05A-ESW-2           | WS-C3850-12X48U-L          | SWITCH       | FOC2311U0AD

633  333SUP-06096-06A-ESW-1           | WS-C3850-12X48U-L          | SWITCH       | FOC2319U0YJ

634  333SUP-06096-06A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FJB2332H0Q0

635  333SUP-06096-06A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L05A

636  333SUP-06096-06A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FJB2332G0RW

637  333SUP-06096-06A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FJB2332G0SQ

638  333SUP-06096-06A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FJB2332G0UG

639  333SUP-06096-06A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FJB2332H0QR

640  333SUP-06096-06A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC1739U0Y1

641  333SUP-07096-07A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2222U09T

642  333SUP-07096-07A-ESW-1           | WS-C3850-12X48U-L          | SWITCH       | FCW2224D0VP

643  333SUP-07096-07A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L031

644  333SUP-07096-07A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L1EH

645  333SUP-07096-07A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2224F0EF

646  333SUP-07096-07A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2224L2VH

647  333SUP-07096-07A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225X0KJ

648  333SUP-08096-08A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L1FH

649  333SUP-08096-08A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2223L1E8

650  333SUP-08096-08A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L1D9

651  333SUP-08096-08A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L1D8

652  333SUP-08096-08A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L04Y

653  333SUP-08096-08A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L1DB

654  333SUP-08096-08A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L1CJ

655  333SUP-09096-09A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2224X159

656  333SUP-10096-10A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2220D00F

657  333SUP-10096-10A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2106F0DK

658  333SUP-10096-10A-ESW-1           | WS-C3850-12X48U-L          | SWITCH       | FCW2225D0ZH

659  333SUP-10096-10A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L01Q

660  333SUP-10096-10A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L04W

661  333SUP-10096-10A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L1DC

662  333SUP-10096-10A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L02Y

663  333SUP-10096-10A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2224L2VZ

664  333SUP-10096-10A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2224L2NX

665  333SUP-11096-11A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L1DS

666  333SUP-11096-11A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2143D0VU

667  333SUP-11096-11A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FJB2332G0UB

668  333SUP-11096-11A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L1A8

669  333SUP-11096-11A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2224F0DW

670  333SUP-11096-11A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2120C0QV

671  333SUP-11096-11A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2143L004

672  333SUP-12096-12A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L1HH

673  333SUP-12096-12A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2224X15Y

674  333SUP-BI704-0IA-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L04Z

675  333SUP-BI704-0IA-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L02R

676  333SUP-BI704-0IA-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2209L1JU

677  333SUP-BI704-0IA-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L04H

678  333SUP-SI703-SIA-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2222X0H3

679  333SUP-SI703-SIA-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L01R

680  333SUP-SI703-SIA-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2225L1D7

681  345SUP-02-004-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2142X1EC

682  345SUP-02-004-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2143C0QN

683  345SUP-04-004-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2122L111

684  345SUP-04-004-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2122C0PT

685  345SUP-15-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2106F0XE

686  345SUP-15-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1818C0J0

687  345SUP-17-ESW-1                  | WS-C3850-24P-L             | SWITCH       | FOC1728V0E0

688  345SUP-9-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW2142F1DW

689  345SUP-IDF-ESW-1                 | WS-C3850-24P-L             | SWITCH       | FCW1823C1AE

690  405CHCH-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2143X0M4

691  405CHCH-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2142C1R9

692  44MONTGMRY-18-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2001D17R

693  44MONTGMRY-18-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2001U0Y6

694  44MONTGMRY-18-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2001U1EM

695  44MONTGMRY-18-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2001U1FQ

696  44MONTGMRY-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1901X080

697  515CLRK-IDF-ESW-4                | WS-C3750X-24P              | SWITCH       | FDO1522R15T

698  555CLRK-1-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2022D14E

699  555CLRK-1-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2050D08Y

700  555CLRK-1-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2050X04V

701  555CLRK-2-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2050X04X

702  555CLRK-2-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2050D04V

703  555CLRK-3-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537K11P

704  555CLRK-3-ESW-1                  | WS-C3750X-24P              | SWITCH       | FDO1522P18J

705  555CLRK-IDF-ESW-2                | WS-C3750X-24P              | SWITCH       | FDO1610V0NS

706  560LCLN-B19-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2038F1NL

707  560LCLN-B19-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2119U1QC

708  560LCLN-B19-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2038F1JT

709  560LCLN-B19-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2120C0QW

710  560LCLN-B19-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2222L14F

711  560LCLN-B36-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1733U05D

712  560LCLN-B36-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2119C1CL

713  560LCLN-B36-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2050C06Y

714  584LCLN-B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1703R46T

715  584LCLN-B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1525P13E

716  600FSTR-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2219U140

717  600FSTR-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1903X0PV

718  600FSTR-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1903U02Z

719  600FSTR-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1903U0KU

720  600FSTR-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1903U0MB

721  600FSTR-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW1903C0P7

722  600LCLN-B-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FOC2050U09Z

723  600LCLN-B-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FOC2050U09E

724  600LCLN-B-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FCW2038F2B4

725  600LCLN-B-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FCW2050C073

726  600LCLN-B-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FCW2050C0A7

727  600LCLN-B-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FCW2050F04G

728  605GRT-1-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1926C12H

729  616NYS-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1925X14P

730  616NYS-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1925D0TH

731  617DART-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2142U1LU

732  617DART-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2142D1XM

733  617HVN-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1931U1FP

734  617LIB-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1925U11B

735  617NYS-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1740U009

736  618EMRSN-B-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FCW1931D1JE

737  618GRT-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2142U1LM

738  618LIB-1-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1522Z0R0

739  618LIB-2-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1522R1FC

740  618LIB-3-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1525Z04K

741  618LIB-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW2050C06V

742  619CLFX-B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1629R4PZ

743  619CLRK-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1931X0ED

744  619CLRK-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW1926D12Y

745  619CLRK-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1925X178

746  619EMRSN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2142F1FY

747  619UNIV-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2209X0YM

748  620LIB-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2120X0XN

749  621GRT-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1923D133

750  625CLFX-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2225L1DX

751  625CLFX-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2225L022

752  625GRT-B-ESW-1                   | WS-C3850-24P-L             | SWITCH       | FOC1823U16C

753  625HVN-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1835X0KA

754  625MICH-11-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2152L0LF

755  625MICH-11-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2219U1A1

756  625MICH-11-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2101F14Q

757  625MICH-11-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2219X0XH

758  625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2001X1MT

759  625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2001U1DL

760  625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2001U1AU

761  625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2001D15F

