               name               |           model            |  asset_type  | serial_number 
----------------------------------+----------------------------+--------------+---------------
 2020RDG-RTR-4                    | N7K-C7009                  | ROUTER       | JAF1620ABSP
 2020RDG-RTR-5-CROWN              | N7K-C7010                  | ROUTER       | TBM16275366
 44MONTGMRY-18-RTR-1              | CISCO4431                  | ROUTER       | FJC2022D1EF
 633STCLR-RTR-1                   | CISCOME3600X               | ROUTER       | FOC1644X1NK
 ABBT-RTR-1                       | N7K-C7010                  | ROUTER       | JAF1626BPPE
 ABBT-RTR-2                       | N7K-C7009                  | ROUTER       | JAF1620ACAL
 ABBT-RTR-4                       | N7K-C7010                  | ROUTER       | JAF1637AESA
 ABBT-VPN-RTR-3                   | CISCOASR1001X              | ROUTER       | FXS2018Q37D
 CHDC-RTR-1                       | N7K-C7018                  | ROUTER       | TBM17020790
 CHDC-RTR-2                       | N7K-C7018                  | ROUTER       | TBM17020721
 EVDC-RTR-1                       | N7K-C7018                  | ROUTER       | TBM17020830
 EVDC-RTR-2                       | N7K-C7018                  | ROUTER       | TBM17020798
 KRESGEUG-RTR-2                   | N7K-C7009                  | ROUTER       | JAF1549DBPQ
 KRESGEUG-RTR-3                   | N7K-C7009                  | ROUTER       | JAF1549DBLP
 LEV-RTR-1                        | N7K-C7010                  | ROUTER       | JAF1624BBCC
 LEV-RTR-10-CROWN                 | N7K-C7010                  | ROUTER       | TBM16265753
 LEV-RTR-2                        | N7K-C7010                  | ROUTER       | JAF1624BCAR
 LEV-RTR-4                        | WS-C6509-E                 | ROUTER       | SMG1119N2BM
 LEV-RTR-5                        | N7K-C7009                  | ROUTER       | JAF1620ABQN
 LEV-RTR-7                        | N7K-C7010                  | ROUTER       | TBM16265755
 LEV-RTR-8                        | N7K-C7010                  | ROUTER       | TBM16265762
 LEV-RTR-RR                       | CISCO3845                  | ROUTER       | FTX1028A0R9
 LEV-VPN-RTR-3                    | CISCOASR1001X              | ROUTER       | FXS2013Q0JL
 LURIE-RTR-1                      | WS-C6509-E                 | ROUTER       | SMG1003N11R
 LURIE-RTR-3                      | N7K-C7010                  | ROUTER       | JAF1624BBNB
 LURIE-RTR-4                      | N7K-C7010                  | ROUTER       | JAF1624BBRJ
 LURIE-RTR-5                      | N7K-C7009                  | ROUTER       | JAF1620ACDL
 NYCDEVEL-IDF-RTR-1A              | CISCO2921                  | ROUTER       | FTX1504AL5D
 TECH-RTR-3                       | N7K-C7010                  | ROUTER       | TBM16256428
 TECH-RTR-4                       | N7K-C7010                  | ROUTER       | JAF1616BKHP
 TECH-RTR-5                       | N7K-C7010                  | ROUTER       | JAF1621BJQA
 TECH-RTR-6                       | N7K-C7010                  | ROUTER       | JAF1549DBFF
 2020RDG-RTR-4                    | N7K-M224XP-23L             | ROUTERMODULE | JAF1721APHQ
 2020RDG-RTR-4                    | N7K-M202CF-22L             | ROUTERMODULE | JAE202200TP
 2020RDG-RTR-4                    | N7K-SUP2E                  | ROUTERMODULE | JAF1719ANHH
 2020RDG-RTR-4                    | N7K-M148GS-11L             | ROUTERMODULE | JAF1623AELF
 2020RDG-RTR-4                    | N7K-SUP2E                  | ROUTERMODULE | JAF1720ACFR
 2020RDG-RTR-4                    | N7K-M224XP-23L             | ROUTERMODULE | JAF1719ADFJ
 2020RDG-RTR-5-CROWN              | N7K-M108X2-12L             | ROUTERMODULE | JAF1626BHQN
 2020RDG-RTR-5-CROWN              | N7K-SUP2E                  | ROUTERMODULE | JAE19140039
 2020RDG-RTR-5-CROWN              | N7K-M108X2-12L             | ROUTERMODULE | JAF1627ADDR
 2020RDG-RTR-5-CROWN              | N7K-M148GS-11L             | ROUTERMODULE | JAF1623AEGR
 2020RDG-RTR-5-CROWN              | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGKP
 2020RDG-RTR-5-CROWN              | N7K-SUP2E                  | ROUTERMODULE | JAE1914000N
 2020RDG-RTR-5-CROWN              | N7K-F248XP-25E             | ROUTERMODULE | JAF1740ADSB
 ABBT-RTR-1                       | N7K-M148GS-11L             | ROUTERMODULE | JAF1723ACDP
 ABBT-RTR-1                       | N7K-M108X2-12L             | ROUTERMODULE | JAF1724ALNL
 ABBT-RTR-1                       | N7K-M148GS-11L             | ROUTERMODULE | JAF1723ACHD
 ABBT-RTR-1                       | N7K-SUP2E                  | ROUTERMODULE | JAE191302WD
 ABBT-RTR-1                       | N7K-SUP2E                  | ROUTERMODULE | JAE191302Y0
 ABBT-RTR-1                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1703ASHD
 ABBT-RTR-1                       | N7K-M108X2-12L             | ROUTERMODULE | JAF1625ADST
 ABBT-RTR-2                       | N7K-SUP2E                  | ROUTERMODULE | JAF1720ACRP
 ABBT-RTR-2                       | N7K-SUP2E                  | ROUTERMODULE | JAF1706AEGP
 ABBT-RTR-2                       | N7K-M108X2-12L             | ROUTERMODULE | JAF1438CCBF
 ABBT-RTR-2                       | N7K-M108X2-12L             | ROUTERMODULE | JAF1625AEAS
 ABBT-RTR-2                       | N7K-M148GS-11L             | ROUTERMODULE | JAF1623AEHN
 ABBT-RTR-2                       | N7K-M202CF-22L             | ROUTERMODULE | JAE202200TT
 ABBT-RTR-4                       | N7K-M108X2-12L             | ROUTERMODULE | JAF1523CLFT
 ABBT-RTR-4                       | N7K-SUP2E                  | ROUTERMODULE | JAE1914001N
 ABBT-RTR-4                       | N7K-SUP2E                  | ROUTERMODULE | JAE191302V6
 ABBT-RTR-4                       | N7K-M148GS-11L             | ROUTERMODULE | JAF1723ACGK
 ABBT-RTR-4                       | N7K-M108X2-12L             | ROUTERMODULE | JAF1724AJPK
 ABBT-RTR-4                       | N7K-M148GS-11L             | ROUTERMODULE | JAF1723ACHJ
 ABBT-RTR-4                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1752ACMH
 CHDC-RTR-1                       | N7K-SUP2E                  | ROUTERMODULE | JAF1644AGEG
 CHDC-RTR-1                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1716ARQS
 CHDC-RTR-1                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1842AKNB
 CHDC-RTR-1                       | N7K-M224XP-23L             | ROUTERMODULE | JAF1703AMHG
 CHDC-RTR-1                       | N7K-M224XP-23L             | ROUTERMODULE | JAF1703AMGF
 CHDC-RTR-1                       | N7K-SUP2E                  | ROUTERMODULE | JAF1704BDHH
 CHDC-RTR-2                       | N7K-M224XP-23L             | ROUTERMODULE | JAF1702AESS
 CHDC-RTR-2                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1705BKTL
 CHDC-RTR-2                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1842ACDK
 CHDC-RTR-2                       | N7K-M224XP-23L             | ROUTERMODULE | JAF1703AHQE
 CHDC-RTR-2                       | N7K-SUP2E                  | ROUTERMODULE | JAF1715AHHG
 CHDC-RTR-2                       | N7K-SUP2E                  | ROUTERMODULE | JAF1643ANTC
 EVDC-RTR-1                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1706ADPH
 EVDC-RTR-1                       | N7K-M224XP-23L             | ROUTERMODULE | JAF1703AMHA
 EVDC-RTR-1                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1705BEND
 EVDC-RTR-1                       | N7K-SUP2E                  | ROUTERMODULE | JAF1702BHRF
 EVDC-RTR-1                       | N7K-M224XP-23L             | ROUTERMODULE | JAF1652BDRL
 EVDC-RTR-1                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1706ADSL
 EVDC-RTR-1                       | N7K-SUP2E                  | ROUTERMODULE | JAF1703AAGD
 EVDC-RTR-1                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1705ABDG
 EVDC-RTR-2                       | N7K-SUP2E                  | ROUTERMODULE | JAF1704BDDC
 EVDC-RTR-2                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1650AJDH
 EVDC-RTR-2                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1706ADPE
 EVDC-RTR-2                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1706ADPQ
 EVDC-RTR-2                       | N7K-SUP2E                  | ROUTERMODULE | JAF1704BDJD
 EVDC-RTR-2                       | N7K-M224XP-23L             | ROUTERMODULE | JAF1703AHND
 EVDC-RTR-2                       | N7K-M224XP-23L             | ROUTERMODULE | JAF1702AEJH
 EVDC-RTR-2                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1705BLAD
 KRESGEUG-RTR-2                   | N7K-M108X2-12L             | ROUTERMODULE | JAF1550BGLH
 KRESGEUG-RTR-2                   | N7K-F248XP-25E             | ROUTERMODULE | JAF1738AMSG
 KRESGEUG-RTR-2                   | N7K-F248XP-25E             | ROUTERMODULE | JAF1823AMBC
 KRESGEUG-RTR-2                   | N7K-M108X2-12L             | ROUTERMODULE | JAF1550ARQD
 KRESGEUG-RTR-2                   | N7K-SUP2E                  | ROUTERMODULE | JAE19150EWK
 KRESGEUG-RTR-2                   | N7K-M148GS-11L             | ROUTERMODULE | JAF1530AADN
 KRESGEUG-RTR-2                   | N7K-SUP2E                  | ROUTERMODULE | JAE19160522
 KRESGEUG-RTR-3                   | N7K-F248XP-25E             | ROUTERMODULE | JAF1705BETT
 KRESGEUG-RTR-3                   | N7K-F248XP-25E             | ROUTERMODULE | JAF1738ABLG
 KRESGEUG-RTR-3                   | N7K-SUP2E                  | ROUTERMODULE | JAE1916053X
 KRESGEUG-RTR-3                   | N7K-SUP2E                  | ROUTERMODULE | JAE1915032D
 KRESGEUG-RTR-3                   | N7K-M148GS-11L             | ROUTERMODULE | JAF1546BGPK
 KRESGEUG-RTR-3                   | N7K-M108X2-12L             | ROUTERMODULE | JAF1551AGJM
 KRESGEUG-RTR-3                   | N7K-M108X2-12L             | ROUTERMODULE | JAF1550BGNC
 LEV-RTR-1                        | N7K-M108X2-12L             | ROUTERMODULE | JAF1626AAMN
 LEV-RTR-1                        | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGKH
 LEV-RTR-1                        | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGHE
 LEV-RTR-1                        | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGGT
 LEV-RTR-1                        | N7K-SUP2E                  | ROUTERMODULE | JAE1916051B
 LEV-RTR-1                        | N7K-SUP2E                  | ROUTERMODULE | JAE19160514
 LEV-RTR-1                        | N7K-F248XP-25E             | ROUTERMODULE | JAF1846AGGE
 LEV-RTR-1                        | N7K-F248XP-25E             | ROUTERMODULE | JAF1703ASGL
 LEV-RTR-1                        | N7K-M108X2-12L             | ROUTERMODULE | JAF1625BBNN
 LEV-RTR-10-CROWN                 | N7K-M108X2-12L             | ROUTERMODULE | JAF1624AHSB
 LEV-RTR-10-CROWN                 | N7K-M148GS-11L             | ROUTERMODULE | JAF1626ANDF
 LEV-RTR-10-CROWN                 | N7K-SUP2E                  | ROUTERMODULE | JAE1913053H
 LEV-RTR-10-CROWN                 | N7K-SUP2E                  | ROUTERMODULE | JAE1914000T
 LEV-RTR-10-CROWN                 | N7K-M148GS-11L             | ROUTERMODULE | JAF1622AMAG
 LEV-RTR-10-CROWN                 | N7K-F248XP-25E             | ROUTERMODULE | JAF1735ATEC
 LEV-RTR-10-CROWN                 | N7K-M108X2-12L             | ROUTERMODULE | JAF1626AGSC
 LEV-RTR-2                        | N7K-M108X2-12L             | ROUTERMODULE | JAF1625BBNM
 LEV-RTR-2                        | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGMQ
 LEV-RTR-2                        | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGLG
 LEV-RTR-2                        | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGJP
 LEV-RTR-2                        | N7K-SUP2E                  | ROUTERMODULE | JAE19430992
 LEV-RTR-2                        | N7K-F248XP-25E             | ROUTERMODULE | JAF1651ABCS
 LEV-RTR-2                        | N7K-F248XP-25E             | ROUTERMODULE | JAF1702BCBP
 LEV-RTR-2                        | N7K-SUP2E                  | ROUTERMODULE | JAE194309AP
 LEV-RTR-2                        | N7K-M108X2-12L             | ROUTERMODULE | JAF1625ADSC
 LEV-RTR-4                        | WS-X6704-10GE              | ROUTERMODULE | SAL11402VWD
 LEV-RTR-4                        | WS-X6704-10GE              | ROUTERMODULE | SAL1429N5PU
 LEV-RTR-4                        | WS-X6704-10GE              | ROUTERMODULE | SAL1428MME8
 LEV-RTR-4                        | WS-X6704-10GE              | ROUTERMODULE | SAL1150A1RM
 LEV-RTR-4                        | VS-SUP2T-10G               | ROUTERMODULE | SAL1751J8QM
 LEV-RTR-4                        | WS-X6704-10GE              | ROUTERMODULE | SAL1429N7A6
 LEV-RTR-4                        | WS-X6704-10GE              | ROUTERMODULE | SAL1429N7AW
 LEV-RTR-4                        | WS-X6704-10GE              | ROUTERMODULE | SAL1027TY65
 LEV-RTR-4                        | VS-SUP2T-10G               | ROUTERMODULE | SAL1801JWPJ
 LEV-RTR-5                        | N7K-M224XP-23L             | ROUTERMODULE | JAF1829ATKQ
 LEV-RTR-5                        | N7K-SUP2E                  | ROUTERMODULE | JAF1722AMHS
 LEV-RTR-5                        | N7K-SUP2E                  | ROUTERMODULE | JAF1723AQQG
 LEV-RTR-5                        | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGHQ
 LEV-RTR-5                        | N7K-M202CF-22L             | ROUTERMODULE | JAE202200U1
 LEV-RTR-5                        | N7K-M224XP-23L             | ROUTERMODULE | JAF1725AFPB
 LEV-RTR-7                        | N7K-M108X2-12L             | ROUTERMODULE | JAF1626AGTG
 LEV-RTR-7                        | N7K-F248XP-25E             | ROUTERMODULE | JAF1651AESG
 LEV-RTR-7                        | N7K-M108X2-12L             | ROUTERMODULE | JAF1624ABJP
 LEV-RTR-7                        | N7K-SUP2E                  | ROUTERMODULE | JAE1916051T
 LEV-RTR-7                        | N7K-SUP2E                  | ROUTERMODULE | JAE19160526
 LEV-RTR-7                        | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AFTT
 LEV-RTR-7                        | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGHD
 LEV-RTR-8                        | N7K-SUP2E                  | ROUTERMODULE | JAE1916052P
 LEV-RTR-8                        | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGHB
 LEV-RTR-8                        | N7K-SUP2E                  | ROUTERMODULE | JAE1916051K
 LEV-RTR-8                        | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGMF
 LEV-RTR-8                        | N7K-M108X2-12L             | ROUTERMODULE | JAF1626BHNN
 LEV-RTR-8                        | N7K-M108X2-12L             | ROUTERMODULE | JAF1626BHQQ
 LEV-RTR-8                        | N7K-F248XP-25E             | ROUTERMODULE | JAE203804JP
 LURIE-RTR-1                      | VS-SUP2T-10G               | ROUTERMODULE | SAL1751J8NR
 LURIE-RTR-1                      | WS-X6724-SFP               | ROUTERMODULE | SAL08486ASM
 LURIE-RTR-1                      | VS-SUP2T-10G               | ROUTERMODULE | SAL1742EH1Y
 LURIE-RTR-1                      | WS-X6724-SFP               | ROUTERMODULE | SAL09148LHS
 LURIE-RTR-1                      | WS-X6704-10GE              | ROUTERMODULE | SAL1530KYGS
 LURIE-RTR-1                      | WS-X6704-10GE              | ROUTERMODULE | SAL09030PE4\
 LURIE-RTR-1                      | WS-X6704-10GE              | ROUTERMODULE | SAL1331UWZ3
 LURIE-RTR-3                      | N7K-SUP2E                  | ROUTERMODULE | JAE1916052S
 LURIE-RTR-3                      | N7K-F248XP-25E             | ROUTERMODULE | JAF1821AKPC
 LURIE-RTR-3                      | N7K-M148GS-11L             | ROUTERMODULE | JAF1623AEGT
 LURIE-RTR-3                      | N7K-M108X2-12L             | ROUTERMODULE | JAF1625ADSM
 LURIE-RTR-3                      | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGKF
 LURIE-RTR-3                      | N7K-M148GS-11L             | ROUTERMODULE | JAF1622AMBC
 LURIE-RTR-3                      | N7K-SUP2E                  | ROUTERMODULE | JAE1916052A
 LURIE-RTR-3                      | N7K-M108X2-12L             | ROUTERMODULE | JAF1625ADGD
 LURIE-RTR-4                      | N7K-SUP2E                  | ROUTERMODULE | JAE19160538
 LURIE-RTR-4                      | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGJS
 LURIE-RTR-4                      | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGHM
 LURIE-RTR-4                      | N7K-F248XP-25E             | ROUTERMODULE | JAF1821AKJJ
 LURIE-RTR-4                      | N7K-M108X2-12L             | ROUTERMODULE | JAF1625AEBH
 LURIE-RTR-4                      | N7K-M108X2-12L             | ROUTERMODULE | JAF1623ABBT
 LURIE-RTR-4                      | N7K-SUP2E                  | ROUTERMODULE | JAE1916051C
 LURIE-RTR-4                      | N7K-M148GS-11L             | ROUTERMODULE | JAF1623AEJA
 LURIE-RTR-5                      | N7K-M148GS-11L             | ROUTERMODULE | JAF1622ALSM
 LURIE-RTR-5                      | N7K-SUP2E                  | ROUTERMODULE | JAF1723AQPP
 LURIE-RTR-5                      | N7K-SUP2E                  | ROUTERMODULE | JAF1810AJKJ
 LURIE-RTR-5                      | N7K-M108X2-12L             | ROUTERMODULE | JAF1625AEBD
 LURIE-RTR-5                      | N7K-M108X2-12L             | ROUTERMODULE | JAF1624AHRR
 LURIE-RTR-5                      | N7K-M202CF-22L             | ROUTERMODULE | JAE202200TX
 TECH-RTR-3                       | N7K-M108X2-12L             | ROUTERMODULE | JAF1623ABHE
 TECH-RTR-3                       | N7K-SUP2E                  | ROUTERMODULE | JAE19160536
 TECH-RTR-3                       | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGGN
 TECH-RTR-3                       | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGGQ
 TECH-RTR-3                       | N7K-M108X2-12L             | ROUTERMODULE | JAF1622BAAQ
 TECH-RTR-3                       | N7K-SUP2E                  | ROUTERMODULE | JAE19160534
 TECH-RTR-3                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1708AQJG
 TECH-RTR-3                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1845ADBA
 TECH-RTR-4                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1849AMLT
 TECH-RTR-4                       | N7K-F248XP-25E             | ROUTERMODULE | JAE202303KU
 TECH-RTR-4                       | N7K-SUP2E                  | ROUTERMODULE | JAE1916051P
 TECH-RTR-4                       | N7K-M108X2-12L             | ROUTERMODULE | JAF1626AGQL
 TECH-RTR-4                       | N7K-M108X2-12L             | ROUTERMODULE | JAF1626BHKT
 TECH-RTR-4                       | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGMM
 TECH-RTR-4                       | N7K-M148GS-11L             | ROUTERMODULE | JAF1626ANCS
 TECH-RTR-4                       | N7K-SUP2E                  | ROUTERMODULE | JAE1916053B
 TECH-RTR-5                       | N7K-M108X2-12L             | ROUTERMODULE | JAF1624BHQG
 TECH-RTR-5                       | N7K-M148GS-11L             | ROUTERMODULE | JAF1623AEKK
 TECH-RTR-5                       | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGLS
 TECH-RTR-5                       | N7K-M148GS-11L             | ROUTERMODULE | JAF1522CCJT
 TECH-RTR-5                       | N7K-SUP2E                  | ROUTERMODULE | JAE19150EWU
 TECH-RTR-5                       | N7K-SUP2E                  | ROUTERMODULE | JAE1916053N
 TECH-RTR-5                       | N7K-M108X2-12L             | ROUTERMODULE | JAF1626AGSL
 TECH-RTR-5                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1648AKBQ
 TECH-RTR-5                       | N7K-F248XP-25E             | ROUTERMODULE | JAF1846AGDP
 TECH-RTR-6                       | N7K-F248XP-25E             | ROUTERMODULE | JAE202206T2
 TECH-RTR-6                       | N7K-M108X2-12L             | ROUTERMODULE | JAF1626BHKR
 TECH-RTR-6                       | N7K-M108X2-12L             | ROUTERMODULE | JAF1625ADSR
 TECH-RTR-6                       | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGHC
 TECH-RTR-6                       | N7K-M148GS-11L             | ROUTERMODULE | JAF1524BBRP
 TECH-RTR-6                       | N7K-M148GS-11L             | ROUTERMODULE | JAF1625AGHT
 TECH-RTR-6                       | N7K-SUP2E                  | ROUTERMODULE | JAE1903071L
 TECH-RTR-6                       | N7K-SUP2E                  | ROUTERMODULE | JAE1914001T
 TECH-RTR-6                       | N7K-F248XP-25E             | ROUTERMODULE | JAE203804HX
 1007CHCH-427-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1525K115
 1007CHCH-427-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1525P13A
 1007CHCH-427-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1525K0M8
 1007CHCH-427-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1528R0EN
 1007CHCH-427-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1522R1FL
 1007CHCH-427-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1524P1SZ
 1007CHCH-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1810Y0AQ
 1007CHCH-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1807U0QB
 1007CHCH-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1801U0JZ
 1201DAVIS-1E-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC2209X0YH
 1201DAVIS-1E-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC2209L1JX
 1201DAVIS-1E-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW2120F0Q0
 1201DAVIS-1E-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC2209U170
 1201DAVIS-2E-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW2143F0M4
 1201DAVIS-2E-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW2142D1Y0
 1201DAVIS-2E-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW2209C133
 1201DAVIS-2E-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC2120X0VT
 1201DAVIS-2E-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC2120L0KX
 1201DAVIS-2W-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1537R0JR
 1201DAVIS-2W-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1537P0CD
 1201DAVIS-2W-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1629Z2LK
 1201DAVIS-2W-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1537K0AR
 1201DAVIS-2W-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1528K0EJ
 1201DAVIS-2W-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1617P18G
 1201DAVIS-2W-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1529R0NM
 1201DAVIS-2W-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1529K0JB
 1201DAVIS-2W-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1529P0PG
 1201DAVIS-B-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2142U1LR
 1201DAVIS-B-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2142D1XT
 1201DAVIS-B-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2142D1XQ
 1201DAVIS-B-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2143L003
 1201DAVIS-B-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2143D0W7
 1201DAVIS-B-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2143U0P8
 1201DAVIS-B-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2001C1BR
 1201DAVIS-B-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2142F1E0
 1201DAVIS-B-ESW-2                | WS-C3850-48P-L             | SWITCH       | FCW1829C10K
 1220LEON-1-ESW-1                 | WS-C3850-24P-L             | SWITCH       | FOC1923U06P
 1301KWASHDC-300-03A-ESW-1        | WS-C3850-48P-L             | SWITCH       | FOC2225L04T
 1603ORR-1252-ESW-1               | WS-C3850-24P-L             | SWITCH       | FCW1918D06K
 1603ORR-268-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2050D00L
 1603ORR-268-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2050F05Q
 1603ORR-268-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2050U06F
 1603ORR-268-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2050X03K
 1603ORR-268-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW1903D02U
 1603ORR-314-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2022U1NT
 1603ORR-926C-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW2104F12N
 160GRAND-6-619-ESW-1             | WS-C3850-48P-L             | SWITCH       | FOC2241X0BD
 1800SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2143D0VR
 1800SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2142F1G3
 1800SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2143C0QP
 1800SHERMAN-2-ESW-1              | WS-C3750X-48P              | SWITCH       | FDO1536P0MA
 1800SHERMAN-2-ESW-1              | WS-C3750X-48P              | SWITCH       | FDO1537K0QB
 1800SHERMAN-2-ESW-1              | WS-C3750X-48P              | SWITCH       | FDO1633P10K
 1800SHERMAN-2-ESW-1              | WS-C3750X-48P              | SWITCH       | FDO1525P133
 1800SHERMAN-2-ESW-1              | WS-C3750X-48P              | SWITCH       | FDO1643P070
 1800SHERMAN-2-ESW-1              | WS-C3750X-48P              | SWITCH       | FDO1537R0JP
 1800SHERMAN-2-ESW-1              | WS-C3750X-48P              | SWITCH       | FDO1537R0BB
 1800SHERMAN-2-ESW-4              | WS-C3850-48P-L             | SWITCH       | FOC1748U0AB
 1800SHERMAN-2-ESW-4              | WS-C3850-48P-L             | SWITCH       | FOC1803Y5VJ
 1800SHERMAN-2-ESW-4              | WS-C3850-48P-L             | SWITCH       | FOC1807X0S5
 1800SHERMAN-2-ESW-4              | WS-C3850-48P-L             | SWITCH       | FOC1807Y4UH
 1800SHERMAN-2-ESW-4              | WS-C3850-48P-L             | SWITCH       | FOC1807U0QW
 1800SHERMAN-2-ESW-4              | WS-C3850-48P-L             | SWITCH       | FOC1807U0RT
 1800SHERMAN-2-ESW-4              | WS-C3850-48P-L             | SWITCH       | FCW1832C10E
 1800SHERMAN-2-ESW-4              | WS-C3850-48P-L             | SWITCH       | FOC1807U0PR
 1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807X0QZ
 1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807X0RP
 1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2050C079
 1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2022X1C4
 1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807U0Q0
 1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1803U08L
 1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807Y4UL
 1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1803X0R4
 1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1752U063
 1800SHERMAN-4-ESW-2              | WS-C3850-48P-L             | SWITCH       | FCW2219C15S
 1800SHERMAN-6-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807X0S4
 1800SHERMAN-6-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807U0R8
