               name               |           model            |  asset_type  | serial_number 
 WFRCHLD-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1807U0MF
 WFRCHLD-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1740X00R
 WIEB-107A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1926X162
 WIEB-107A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1931D0DV
 WIEB-107A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1931U0FT
 WIEB-107A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1928X02B
 WIEB-139-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1933D1CB
 WIEB-139-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1938C1UT
 WIEB-139-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1733X07J
 WIEB-139-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1938C03L
 WIEB-201A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1833C02S
 WIEB-201A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1925U12T
 WIEB-201A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1925X14R
 WIEB-201A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1926X166
 WIEB-201A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1833U06Z
 WIEB-201A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1833C03F
 WIEB-201A-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1848U0GL
 WIEB-201A-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1820X0XP
 WIEB-205-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW2219D15F
 WIEB-339-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2219U17E
 WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1926D135
 WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1931D0D2
 WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1926D0US
 WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1928C025
 WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1925D0T9
 WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1926D146
 WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1926C118
 WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1928X01Y
 WIEB-423-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1925U11C
 WIEB-423-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FOC1926X16D
 WIEB-423-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FOC1926X16B
 WIEB-423-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FOC1926U169
 WIEB-423-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FOC1928U0NN
 WIEB-439-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537R0PD
 WIEB-439-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537R0B9
 WIEB-439-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1716H31F
 WIEB-539-ESW-4                   | WS-C3750X-48P              | SWITCH       | FDO1537Z0G2
 WIEB-539-ESW-4                   | WS-C3750X-48P              | SWITCH       | FDO1537R0AX
 WIEB-723-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1848C0HZ
 WIEB-723-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1834X0A0
 WIEB-723-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1833X05Q
 WIEB-723-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1915X094
 WIEB-723-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1926X0KH
 WIEB-723-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1920D0LF
 WIEB-IDF-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FCW1926D0KZ
 WIEB-IDF-ESW-3                   | WS-C3850-24P-L             | SWITCH       | FOC1740X090
 WIEB-IDF-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FCW1921D0LP
 WIEB-IDF-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FCW2101F14E
 WIEB-M239A-ESW-3                 | WS-C3750X-48P              | SWITCH       | FDO1537K10Y
 WIEB-M239A-ESW-3                 | WS-C3750X-48P              | SWITCH       | FDO1528P1JQ
 WIEB-M239A-ESW-3                 | WS-C3750X-48P              | SWITCH       | FDO1527K1S1
 WIEB-M239A-ESW-3                 | WS-C3750X-48P              | SWITCH       | FDO1537K12B
 WIEB-M239A-ESW-3                 | WS-C3750X-48P              | SWITCH       | FDO1527K1S9
 WIEB-M239A-ESW-3                 | WS-C3750X-48P              | SWITCH       | FDO1629R4RC
 WIEB-M239A-ESW-3                 | WS-C3750X-48P              | SWITCH       | FDO1537K0KH
 WIEB-M239A-ESW-3                 | WS-C3750X-24P              | SWITCH       | FDO1536K1FA
 WILLARD-602A-06A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2119U1PR
 WILLARD-B042-00A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2142C1S4
 WILLARD-B042-00A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2142X1DS
 WILLARD-B042-00A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2120U0QT
 WILLARD-B042-00A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2143X0NK
 WILLARD-B042-00A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2143C0QZ
 1007CHCH-427-ESW-1               | 3750-STACK                 | SWITCH_STACK | 0X0F
 1007CHCH-B-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1807U0QB
 1201DAVIS-1E-ESW-1               | 3850-STACK                 | SWITCH_STACK | FOC2209L1JX
 1201DAVIS-2E-ESW-1               | 3850-STACK                 | SWITCH_STACK | FOC2120L0KX
 1201DAVIS-2W-ESW-1               | 3750-STACK                 | SWITCH_STACK | FDO1528K0EJ
 1201DAVIS-B-ESW-1                | 3850-STACK                 | SWITCH_STACK | FOC2142U1LR
 1603ORR-268-ESW-1                | 3850-STACK                 | SWITCH_STACK | FCW1903D02U
 1800SHDN-B-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FCW2143C0QP
 1800SHERMAN-2-ESW-1              | 3750-STACK                 | SWITCH_STACK | FDO1525P133
 1800SHERMAN-2-ESW-4              | 3850-STACK                 | SWITCH_STACK | FOC1748U0AB
 1800SHERMAN-4-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC1807X0RP
 1800SHERMAN-6-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC1807U0R8
 1800SHERMAN-8802-08A-ESW-1       | 3850-STACK                 | SWITCH_STACK | FCW2219D16Q
 1801HNMN-134-ESW-1               | 3850-STACK                 | SWITCH_STACK | FOC1810X02B
 1810CHI-B-ESW-2                  | 3850-STACK                 | SWITCH_STACK | FOC1810X02N
 1812HNMN-B-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC2220U0A1
 1835HNMN-4N-ESW-1                | 3750-STACK                 | SWITCH_STACK | 0X17
 1838CHI-B-ESW-1                  | 3750-STACK                 | SWITCH_STACK | 0X17
 1841SHDN-1-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1807X08W
 1856ORR-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FOC1809X0X1
 1870ORR-B-ESW-1                  | 3750-STACK                 | SWITCH_STACK | FDO1650P16S
 1918SHDN-IDF-ESW-1               | 3850-STACK                 | SWITCH_STACK | 0X12
 1936SHDN-B-ESW-1                 | 3750-STACK                 | SWITCH_STACK | FDO1522Z0QY
 2020RDG-112-ESW-2                | 3850-STACK                 | SWITCH_STACK | FOC2119L1T1
 2020RDG-2-ESW-1                  | 3750-STACK                 | SWITCH_STACK | 0X0F
 2020RDG-316-ESW-1                | 3850-STACK                 | SWITCH_STACK | FOC1739X10R
 2020RDG-4-ESW-2                  | 3850-STACK                 | SWITCH_STACK | FOC2220X03Q
 2020RDG-TAPEROOM-ESW-2           | 3750-STACK                 | SWITCH_STACK | FDO1537K0CK
 211SUP-1-ESW-2                   | 3850-STACK                 | SWITCH_STACK | FOC1739V3C6
 2211CAMPUS-6106-ESW-1            | 3850-STACK                 | SWITCH_STACK | FCW2035C0F4
 2211CAMPUS-6106-ESW-2            | 3850-STACK                 | SWITCH_STACK | FCW2038F2B1
 2211CAMPUS-6280-ESW-1            | 3850-STACK                 | SWITCH_STACK | FOC2033U2EB
 2211CAMPUS-6280-ESW-2            | 3850-STACK                 | SWITCH_STACK | FCW2035D0GX
 2211CAMPUS-6306-ESW-1            | 3850-STACK                 | SWITCH_STACK | FCW2044C0HX
 2211CAMPUS-6306-ESW-2            | 3850-STACK                 | SWITCH_STACK | FCW2035D0H2
 2211CAMPUS-6414-ESW-1            | 3850-STACK                 | SWITCH_STACK | FCW2038D1AD
 2211CAMPUS-6414-ESW-2            | 3850-STACK                 | SWITCH_STACK | FCW2038D1CD
 2211CAMPUS-L090A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FCW2033D1VN
 2211CAMPUS-L090A-ESW-2           | 3850-STACK                 | SWITCH_STACK | FCW2033D1VH
 2211CAMPUS-L284-ESW-1            | 3850-STACK                 | SWITCH_STACK | FCW2035D0H8
 2211CAMPUS-L304-ESW-1            | 3850-STACK                 | SWITCH_STACK | FCW2035C0K4
 2211CAMPUS-L416-ESW-1            | 3850-STACK                 | SWITCH_STACK | FOC2035U0LL
 2211CAMPUS-L416-ESW-2            | 3850-STACK                 | SWITCH_STACK | FOC2039X00K
 2251SHDN-ATTIC-ESW-2             | 3850-STACK                 | SWITCH_STACK | FOC1748Y0L7
 2255CAMPUS-1101-01A-ESW-1        | 3850-STACK                 | SWITCH_STACK | FOC2220U0AK
 2255CAMPUS-1219-01B-ESW-1        | 3850-STACK                 | SWITCH_STACK | FOC1931X1CR
 2255CAMPUS-1662-01C-ESW-1        | 3850-STACK                 | SWITCH_STACK | FOC2220U06D
 2255CAMPUS-3601-03A-ESW-1        | 3850-STACK                 | SWITCH_STACK | FOC1753U01E
 2255CAMPUS-4285-04A-ESW-1        | 3850-STACK                 | SWITCH_STACK | FOC2220U08V
 2303SHDN-B-ESW-1                 | 3750-STACK                 | SWITCH_STACK | FDO1529P060
 2307SHDN-B-ESW-1                 | 3750-STACK                 | SWITCH_STACK | FDO1648P0ZR
 2313SHDN-B-ESW-1                 | 3750-STACK                 | SWITCH_STACK | 0X0F
 2321SHDN-B-ESW-1                 | 3750-STACK                 | SWITCH_STACK | 0X17
 2335SHDN-B-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1823U0P7
 2347SHDN-3-ESW-2                 | 3750-STACK                 | SWITCH_STACK | 0X12
 2349SHDN-2-ESW-1                 | 3850-STACK                 | SWITCH_STACK | 0X12
 2407SHDN-112-01A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FCW2219D14P
 2601ORR-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | 0X12
 2705ASHLAND-2004-2A-ESW-1        | 3850-STACK                 | SWITCH_STACK | FCW1839C0XX
 2705ASHLAND-2216-2B-ESW-1        | 3850-STACK                 | SWITCH_STACK | FOC1926X15M
 2705ASHLAND-3225-3B-ESW-1        | 3850-STACK                 | SWITCH_STACK | FOC2209L135
 2707ASHLAND-1128-01A-ESW-1       | 3850-STACK                 | SWITCH_STACK | FCW2142F1H9
 303EWACKER-16-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC2001X1HB
 321ERIE-7NE-ESW-1                | 3750-STACK                 | SWITCH_STACK | FDO1519R17G
 333SUP-02096-02A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FOC2225L041
 333SUP-03096-03A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FCW2220C03Z
 333SUP-04096-04A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FCW2220D064
 333SUP-05096-05A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FCW2209D11L
 333SUP-06096-06A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FOC2225L05A
 333SUP-06096-06A-ESW-1           | WS-C3850-48P - PROVISIONED | SWITCH_STACK | 
 333SUP-07096-07A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FOC2222U09T
 333SUP-08096-08A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FOC2223L1E8
 333SUP-10096-10A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FCW2106F0DK
 333SUP-11096-11A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FCW2120C0QV
 333SUP-12096-12A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FOC2224X15Y
 333SUP-BI704-0IA-ESW-1           | 3850-STACK                 | SWITCH_STACK | FOC2209L1JU
 333SUP-SI703-SIA-ESW-1           | 3850-STACK                 | SWITCH_STACK | FOC2222X0H3
 345SUP-02-004-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC2142X1EC
 345SUP-04-004-ESW-1              | 3850-STACK                 | SWITCH_STACK | FCW2122C0PT
 345SUP-15-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FCW1818C0J0
 3656HALSTED-RTR                  | CISCO2911                  | SWITCH_STACK | FTX1836ALJP
 405CHCH-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FOC2143X0M4
 44MONTGMRY-18-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC2001U0Y6
 44MONTGMRY-RTR-1                 | CISCO2911                  | SWITCH_STACK | FTX1853AHWY
 555CLRK-1-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FCW2022D14E
 555CLRK-2-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FOC2050X04X
 555CLRK-3-ESW-1                  | 3750-STACK                 | SWITCH_STACK | 0X0F
 560LCLN-B19-ESW-1                | 3850-STACK                 | SWITCH_STACK | FOC2119U1QC
 560LCLN-B36-ESW-1                | 3850-STACK                 | SWITCH_STACK | FCW2050C06Y
 584LCLN-B-ESW-1                  | 3750-STACK                 | SWITCH_STACK | FDO1525P13E
 600FSTR-IDF-ESW-1                | 3850-STACK                 | SWITCH_STACK | FOC1903X0PV
 600LCLN-B-ESW-3                  | 3850-STACK                 | SWITCH_STACK | FOC2050U09Z
 616NYS-B-ESW-1                   | 3850-STACK                 | SWITCH_STACK | FOC1925X14P
 617DART-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FOC2142U1LU
 619CLRK-IDF-ESW-1                | 3850-STACK                 | SWITCH_STACK | FCW1926D12Y
 625CLFX-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | 0X12
 625MICH-11-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC2152L0LF
 625MICH-15-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC2039U00K
 625MICH-21-62A-ESW-1             | 3850-STACK                 | SWITCH_STACK | FOC2218L02X
 625MICH-27-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FCW2035C0GA
 625MICH-27-ESW-2                 | 3850-STACK                 | SWITCH_STACK | FOC2232X0SZ
 626UNIV-B34-ESW-1                | 3850-STACK                 | SWITCH_STACK | FCW2022F101
 630DART-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FCW1926D144
 630LCLN-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FCW2142F1FN
 633STCLR-19-ESW-1                | 3750-STACK                 | SWITCH_STACK | FDO1648R20S
 633STCLR-19-ESW-2                | 3750-STACK                 | SWITCH_STACK | FDO1704W020
 633STCLR-19-ESW-3                | 3850-STACK                 | SWITCH_STACK | FOC1810X0A0
 640EMRSN-B-ESW-1                 | 3750-STACK                 | SWITCH_STACK | FDO1526K0R4
 640LCLN-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FOC1748Y33N
 645MICH-1058-ESW-1               | 3750-STACK                 | SWITCH_STACK | FDO1537R0PM
 645MICH-1058-ESW-2               | 3850-STACK                 | SWITCH_STACK | FOC2038U1DD
 645MICH-11-ESW-7                 | 3850-STACK                 | SWITCH_STACK | FOC2038U1DH
 645MICH-4-ESW-2                  | 3750-STACK                 | SWITCH_STACK | FDO1537R0ZS
 645MICH-6-ESW-2                  | 3850-STACK                 | SWITCH_STACK | FOC2001U1J4
 645MICH-900-ESW-1                | 3850-STACK                 | SWITCH_STACK | FCW2022C1K2
 676STCLR-12-ESW-2                | 3850-STACK                 | SWITCH_STACK | FOC1743X0MY
 676STCLR-5-ESW-2                 | 3850-STACK                 | SWITCH_STACK | FCW2042C1U8
 680LSD-1100-ESW-1                | 3850-STACK                 | SWITCH_STACK | FCW2038F1LP
 680LSD-14-151-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC2038U1DN
 680LSD-15-536A-ESW-1             | 3750-STACK                 | SWITCH_STACK | FDO1629R2TN
 710EMRSN-B-ESW-1                 | 3750-STACK                 | SWITCH_STACK | 0X17
 711UNIV-B-ESW-2                  | 3850-STACK                 | SWITCH_STACK | FCW1933D19L
 720EMRSN-B-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1747X0UV
 720UNIV-B-ESW-3                  | 3850-STACK                 | SWITCH_STACK | FOC1748Y315
 750NLSD-10-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1848X0HY
 750NLSD-10-ESW-2                 | 3850-STACK                 | SWITCH_STACK | FOC1848X0J6
 750NLSD-12-190-ESW-1             | 3850-STACK                 | SWITCH_STACK | FCW2022C1JZ
 750NLSD-4WEST-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC1901X19R
 750NLSD-5WEST-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC1901X18K
 750NLSD-6EAST-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC2022X1C3
 750NLSD-6WEST-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC1901X183
 750NLSD-7EAST-ESW-2              | 3850-STACK                 | SWITCH_STACK | FCW2035D0DT
 750NLSD-7WEST-ESW-2              | 3750-STACK                 | SWITCH_STACK | FDO1527K1RD
 750NLSD-8-897-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC1901U16V
 750NLSD-9-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FOC1838X11U
 750NLSD-B70-ESW-1                | 3850-STACK                 | SWITCH_STACK | FOC1815U10L
 910UNIV-IDF-ESW-2                | 3850-STACK                 | SWITCH_STACK | FCW2142D1YW
 ABBT-10-ESW-3                    | 3850-STACK                 | SWITCH_STACK | FOC1829U1AK
 ABBT-11-ESW-1                    | 3850-STACK                 | SWITCH_STACK | FCW2142F1GD
 ABBT-12-ESW-1                    | 3850-STACK                 | SWITCH_STACK | FOC1740X00L
 ABBT-13-ESW-1                    | 3850-STACK                 | SWITCH_STACK | FOC2142U1M3
 ABBT-14-ESW-1                    | 3850-STACK                 | SWITCH_STACK | FOC2143L001
 ABBT-15-ESW-1                    | 3850-STACK                 | SWITCH_STACK | FOC2001X10Z
 ABBT-3-ESW-1                     | 3750-STACK                 | SWITCH_STACK | FDO1707Z1HL
 ABBT-4-ESW-1                     | 3750-STACK                 | SWITCH_STACK | FDO1813P1L5
 ABBT-5WEST-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1931U0KC
 ABBT-6-ESW-1                     | 3750-STACK                 | SWITCH_STACK | FDO1522P21B
 ABBT-7-ESW-1                     | 3750-STACK                 | SWITCH_STACK | FDO1648Z32Q
 ABBT-8-ESW-1                     | 3750-STACK                 | SWITCH_STACK | FDO1522P18X
 ABBT-9-ESW-1                     | 3750-STACK                 | SWITCH_STACK | FDO1525P175
 ABBT-B-ESW-1                     | 3750-STACK                 | SWITCH_STACK | FDO1522R15N
 ABBT-MDF-ESW-1                   | 3850-STACK                 | SWITCH_STACK | FOC1824X03T
 ALLEN-138-ESW-2                  | 3850-STACK                 | SWITCH_STACK | FOC2143X0GR
 ALLEN-158-ESW-2                  | 3850-STACK                 | SWITCH_STACK | FOC1748U123
 ALLEN-221-ESW-1                  | 3750-STACK                 | SWITCH_STACK | FDO1524P1SM
 ALLEN-240-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FOC1807U0RS
 ALLEN-2ADMIN-ESW-1               | 3850-STACK                 | SWITCH_STACK | FOC1807U0PS
 ALLEN-2ELEC-ESW-1                | 3850-STACK                 | SWITCH_STACK | FCW2220D05F
 ALLEN-4E-ESW-1                   | 3750-STACK                 | SWITCH_STACK | FDO1525R0V1
 ALLEN-IDF-ESW-6                  | 3750-STACK                 | SWITCH_STACK | 0X0F
 ALLEN-MECHRM-317-ESW-2           | 3750-STACK                 | SWITCH_STACK | FDO1525P16K
 ALLEN-MECHRM-376-ESW-1           | 3850-STACK                 | SWITCH_STACK | FOC1807U0PT
 ALLSN-1E-ESW-1                   | 3850-STACK                 | SWITCH_STACK | FOC1740X08Z
 ALLSN-1E-ESW-2                   | 3850-STACK                 | SWITCH_STACK | FOC2001U1D3
 ALLSN-1W-ESW-1                   | 3750-STACK                 | SWITCH_STACK | 0X17
 ALLSN-3E-ESW-1                   | 3750-STACK                 | SWITCH_STACK | 0X17
 ALLSN-3W-ESW-1                   | 3750-STACK                 | SWITCH_STACK | 0X17
 ALLSN-IDF-ESW-2                  | 3850-STACK                 | SWITCH_STACK | FOC2220U09P
 ANNBRG-129-ESW-1                 | 3750-STACK                 | SWITCH_STACK | FDO1537P0F4
 ANNBRG-228-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1801U0KN
 ANNBRG-325-ESW-2                 | 3850-STACK                 | SWITCH_STACK | FOC1801X15L
 ANNBRG-325-ESW-3                 | 3850-STACK                 | SWITCH_STACK | FOC1801U0KH
 ANNBRG-G19-ESW-2                 | 3850-STACK                 | SWITCH_STACK | FOC1801Y3KP
 ANNMAY-IDF-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1801U0JU
 BIENEN-2150B-ESW-1               | 3850-STACK                 | SWITCH_STACK | FOC1807U0PY
 BIENEN-4150B-ESW-1               | 3850-STACK                 | SWITCH_STACK | FOC1828U0R1
 BIRL-1-ESW-1                     | 3850-STACK                 | SWITCH_STACK | FOC2038U1CG
 BIRL-4-ESW-1                     | 3850-STACK                 | SWITCH_STACK | FOC2143X0NE
 BIRL-5-ESW-1                     | 3850-STACK                 | SWITCH_STACK | FOC2038X23Z
 BIRL-6-ESW-1                     | 3850-STACK                 | SWITCH_STACK | FCW1903C0JC
 BLOCK-IDF-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FCW2050D09E
 BOBB-223-ESW-1                   | 3750-STACK                 | SWITCH_STACK | 0X12
 BOBB-2A-ESW-1                    | 3750-STACK                 | SWITCH_STACK | 0X17
 BOBB-2B-ESW-1                    | 3750-STACK                 | SWITCH_STACK | 0X17
 BOBB-4A-ESW-1                    | 3750-STACK                 | SWITCH_STACK | 0X17
 BOBB-4B-ESW-1                    | 3750-STACK                 | SWITCH_STACK | 0X17
 BRTN-111-ESW-1                   | 3850-STACK                 | SWITCH_STACK | FOC2209L11W
 CATCTR-IDF-ESW-2                 | 3850-STACK                 | SWITCH_STACK | FOC1739U0TS
 CCI-1N-ESW-1                     | 3850-STACK                 | SWITCH_STACK | FCW1848C0J0
 CCI-3N-ESW-1                     | 3850-STACK                 | SWITCH_STACK | FCW1823C0B6
 CHAPIN-ATTIC-ESW-1               | 3750-STACK                 | SWITCH_STACK | 0X17
 COOK-1000A-ESW-4                 | 3850-STACK                 | SWITCH_STACK | FOC1739U0XJ
 COOK-1031A-ESW-3                 | 3850-STACK                 | SWITCH_STACK | FOC1739U0WN
 COOK-2000A-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1739X0XD
 COOK-2031A-ESW-2                 | 3850-STACK                 | SWITCH_STACK | FOC2220X03L
 COOK-3000A-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1739U0TX
 COOK-3031A-ESW-2                 | 3850-STACK                 | SWITCH_STACK | FCW2009D1LD
 COOK-4000A-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC2209L0M4
 COOK-4031A-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1801U119
 CORALGABLES-IDF-ESW-1            | 3850-STACK                 | SWITCH_STACK | 0X12
 CORALGABLES-SC-ESW-1             | 3850-STACK                 | SWITCH_STACK | 0X12
 CROWE-1-ESW-1                    | 3750-STACK                 | SWITCH_STACK | FDO1522V1FX
 CROWE-2-ESW-1                    | 3750-STACK                 | SWITCH_STACK | FDO1522P1ZX
 CROWE-3-ESW-1                    | 3750-STACK                 | SWITCH_STACK | 0X11
 CROWE-4-ESW-1                    | 3750-STACK                 | SWITCH_STACK | FDO1522V1GW
 CROWN-1E-ESW-1                   | 3850-STACK                 | SWITCH_STACK | FOC1933U12Z
 CROWN-G228-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FCW1937D0BU
 CROWN-G228-ESW-2                 | 3850-STACK                 | SWITCH_STACK | FOC1816X082
 CROWN-G593-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1928U0HU
 DEERING-IDF-ESW-1                | 3750-STACK                 | SWITCH_STACK | FDO1522Z0LA
 EFRCHLD-B-ESW-1                  | 3750-STACK                 | SWITCH_STACK | 0X17
 ELDER-2E-ESW-1                   | 3750-STACK                 | SWITCH_STACK | 0X17
 ELDER-2W-ESW-3                   | 3850-STACK                 | SWITCH_STACK | FOC2001X0T3
 ELDER-4E-ESW-1                   | 3750-STACK                 | SWITCH_STACK | 0X17
 ELDER-4W-ESW-1                   | 3750-STACK                 | SWITCH_STACK | 0X17
 ENGLHRT-3-ESW-1                  | 3750-STACK                 | SWITCH_STACK | 0X17
 ENGLHRT-6-ESW-3                  | 3850-STACK                 | SWITCH_STACK | FOC1828U0V6
 ENGLHRT-9-ESW-1                  | 3750-STACK                 | SWITCH_STACK | 0X17
 ENGLHRT-IDF-ESW-3                | 3850-STACK                 | SWITCH_STACK | FOC1830U009
 FISK-B-ESW-1                     | 3750-STACK                 | SWITCH_STACK | FDO1522K1RP
 FISK-B-ESW-11                    | 3850-STACK                 | SWITCH_STACK | FCW2001F0ED
 FISK-B16A-ESW-1                  | 3750-STACK                 | SWITCH_STACK | FDO1649H26A
 FORD-2-114-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1810X02K
 FORD-2-114-ESW-2                 | 3850-STACK                 | SWITCH_STACK | FOC1803X0Q6
 FORD-G-114-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1807U0PK
 FSEARLE-1-139-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC1740U00H
 FSEARLE-1-243-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC2038X1GW
 FSEARLE-1-339-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC2035U0KE
 FSEARLE-2-139-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC1740X016
 FSEARLE-2-339-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC1739V3BY
 FSEARLE-3-339-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC1739U0XG
 FSEARLE-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FOC1740U00P
 FWALKER-3-1-ESW-1                | 3750-STACK                 | SWITCH_STACK | 0X17
 FWALKER-3-2-ESW-2                | 3850-STACK                 | SWITCH_STACK | FOC1833X10F
 FWALKER-3-3-ESW-3                | 3850-STACK                 | SWITCH_STACK | FOC1834X073
 FWALKER-3-4-ESW-3                | 3750-STACK                 | SWITCH_STACK | 0X12
