"Object_Type","Name","FQDN","Guest","CPU_Socket_Count","Cores_Per_Socket","Total_Cores_Assigned","Memory_GB","Provisioned_Space_GB","Used_Space_GB","NIC_Count","Network_Name","Datastore_Path","DataCenter","Cluster_Name","vDC_Name"
"VM","LISTS","lists.soc.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","1","2","2","4","64","35","1","dvPortGroup_VMNET_SoC1",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","palpatine (c5616eaf-fe1f-4209-9b5d-8b56df91a16a)","palpatine.library.northwestern.edu","Red Hat Enterprise Linux 6 (64-bit)","1","1","1","1","9","7","1","dvPortGroup_VMNET_NUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","EV-WebPrint09.library.northwestern.edu","EV-WebPrint09.library.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","6","106","47","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","DisJam","DisJam","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","136","136","1","dvPortGroup_VMNET_Medill",,"NUCLOUD","EVVCENTERCLOUD1","Medill_vDC"
"VM","RISISIS-Test","RISISIS-Test.orad.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","2","1","2","4","109","33","1","dvPortGroup_VMNET_Research",,"NUCLOUD","EVVCENTERCLOUD1","Research_vDC"
"VM","ntango (4b67d2f9-c750-45ea-b9d7-1f3de39780df)","ntango","Ubuntu Linux (64-bit)","2","1","2","1","17","16","1","dvPortGroup_VMNET_SESP1",,"NUCLOUD","EVVCENTERCLOUD1","SESP-vDC"
"VM","evdc-vsrx-fw-1146-1-nul",,,"2","1","2","2","4","3","2","dvPortGroup_VMNET_DCFW",,"NUCLOUD","EVVCENTERCLOUD1","Resources"
"VM","EVPublicFS01.library.northwestern.edu","EVPublicFS01.library.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","4","1103","1042","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","forms7","forms7","Red Hat Enterprise Linux 7 (64-bit)","1","1","1","4","29","12","1","dvPortGroup_VMNET_SoC2",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","web-hdl01-stg.library.northwestern.edu","web-hdl01-stg.library.northwestern.edu","Red Hat Enterprise Linux 6 (64-bit)","1","1","1","2","18","18","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","BUSTER.library.northwestern.edu","BUSTER.library.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","4","338","94","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","SAF-TSALL1B","SAF-TSALL1B.ads.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","1","2","2","6","170","170","1","dvPortGroup_VMNET_Student_Affairs",,"NUCLOUD","EVVCENTERCLOUD1","StudentAffairs_vDC"
"VM","Scaffold","scaffold.kelleher.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","70","70","1","dvPortGroup_VMNET_PCE",,"NUCLOUD","EVVCENTERCLOUD1","PCE-vDC"
"VM","Neil","neil","Microsoft Windows 10 (64-bit)","2","1","2","4","64","64","1","dvPortGroup_VMNET_PCE",,"NUCLOUD","EVVCENTERCLOUD1","PCE-vDC"
"VM","SAF-RMSWEB1B","SAF-RMSWEB1B.ads.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","1","4","4","6","88","88","1","dvPortGroup_VMNET_Student_Affairs_VLAN2471",,"NUCLOUD","EVVCENTERCLOUD1","StudentAffairs_vDC"
"VM","SAF-RMSDB1BT","SAF-RMSDB1BT.ads.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","2","1","2","8","390","390","1","dvPortGroup_VMNET_Student_Affairs_VLAN2472",,"NUCLOUD","EVVCENTERCLOUD1","StudentAffairs_vDC"
"VM","admfs.mcc-2016","ADMFS.mcc.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","1567","1243","1","dvPortGroup_VMNET_McCormick",,"NUCLOUD","EVVCENTERCLOUD1","McCormick"
"VM","RISADSVR8-NUC","RISADSVR8-NUC.orad.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","1","2","2","4","133","23","1","dvPortGroup_VMNET_Research",,"NUCLOUD","EVVCENTERCLOUD1","Research_vDC"
"VM","EVStaffFS02.Library.northwestern.edu","EVStaffFS02.library.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","2668","2668","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","www7","www.wcas.northwestern.edu",,"2","2","4","16","0","0","1","dvPortGroup_VMNET_WCAS",,"NUCLOUD",,"WCAS-vDC"
"VM","socdockerhost","socdockerhost","Red Hat Enterprise Linux 7 (64-bit)","1","2","2","8","73","34","1","dvPortGroup_VMNET_SoC1",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","casper-dist-dev","casper-dist-dev.soc.northwestern.edu","Red Hat Enterprise Linux 7 (64-bit)","1","1","1","4","529","50","1","dvPortGroup_VMNET_SoC1",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","SAF-WDSALL1A","SAF-WDSALL1A.ads.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","1","2","2","4","176","176","1","dvPortGroup_VMNET_Student_Affairs_VLAN2471",,"NUCLOUD","EVVCENTERCLOUD1","StudentAffairs_vDC"
"VM","mechweb18.tech.northwestern.edu","mechweb18","Ubuntu Linux (64-bit)","1","1","1","2","202","202","1","dvPortGroup_VMNET_McCormick",,"NUCLOUD","EVVCENTERCLOUD1","McCormick"
"VM","weezer.library.northwestern.edu","weezer.library.northwestern.edu",,"2","1","2","4","0","0","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD",,"NUL-vDC"
"VM","mechfs.mcc-2016","MECHFS.mcc.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","1033","674","1","dvPortGroup_VMNET_McCormick",,"NUCLOUD","EVVCENTERCLOUD1","McCormick"
"VM","MStork-ADLib10.ADLibrary.northwestern.edu","MSTORK-ADLIB10.adlibrary.northwestern.edu","Microsoft Windows 10 (64-bit)","1","2","2","8","258","258","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","RISScholars","RISScholars.ci.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","1","2","2","4","212","88","1","dvPortGroup_VMNET_Research",,"NUCLOUD","EVVCENTERCLOUD1","Research_vDC"
"VM","RISTSSVR4-NUC","RISTSSVR4-NUC.orad.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","2","150","150","1","dvPortGroup_VMNET_Research",,"NUCLOUD","EVVCENTERCLOUD1","Research_vDC"
"VM","evertz (43d025e2-62b1-4a41-9f7f-00d0b0aefd03)",,"Other Linux (64-bit)","2","1","2","2","130","27","4","dvPortGroup_VMNET_SESP1",,"NUCLOUD","EVVCENTERCLOUD1","SESP-vDC"
"VM","SAF-GENFS1A (90de1000-e725-4151-b9c5-5833b3ffd687)","SAF-GENFS1A.ads.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","1","2","2","4","3136","2956","1","dvPortGroup_VMNET_Student_Affairs_VLAN2471",,"NUCLOUD","EVVCENTERCLOUD1","StudentAffairs_vDC"
"VM","law-one","law-one.law.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","2","1","2","6","66","41","1","dvPortGroup_VMNET_Law",,"NUCLOUD","EVVCENTERCLOUD1","Law-vDC"
"VM","4windsdb.mcc-2019","4WINDSDB.mcc.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","108","43","1","dvPortGroup_VMNET_McCormick",,"NUCLOUD","EVVCENTERCLOUD1","McCormick"
"VM","webapps6-test","webapps6-test.weinberg.northwestern.edu","Red Hat Enterprise Linux 6 (64-bit)","2","1","2","2","76","38","1","dvPortGroup_VMNET_WCAS",,"NUCLOUD","EVVCENTERCLOUD1","WCAS-vDC"
"VM","casper","casper.soc.northwestern.edu","Red Hat Enterprise Linux 7 (64-bit)","2","1","2","8","43","43","1","dvPortGroup_VMNET_SoC1",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","RISDVProd","RISDVProd.orad.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","6","154","143","1","dvPortGroup_VMNET_Research",,"NUCLOUD","EVVCENTERCLOUD1","Research_vDC"
"VM","windows2012test",,"Microsoft Windows Server 2012 (64-bit)","2","1","2","8","48","48","1","VM Network",,"NUCLOUD","EVVCENTERCLOUD1","PIPS-vDC"
"VM","egot.library.northwestern.edu","egot.library.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","4","84","59","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","pg (bd411e12-e8b6-4248-8461-f66503ad3b2e)","pg.sesp.northwestern.edu","CentOS 7 (64-bit)","2","1","2","4","52","14","1","dvPortGroup_VMNET_SESP2",,"NUCLOUD","EVVCENTERCLOUD1","SESP-vDC"
"VM","press-s.library.northwestern.edu","press-s","Red Hat Enterprise Linux 6 (64-bit)","1","2","2","2","68","41","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","dir6","dir6.ad.wcas.northwestern.edu",,"1","2","2","4","0","0","1","dvPortGroup_VMNET_WCAS",,"NUCLOUD",,"WCAS-vDC"
"VM","leela.tech.northwestern.edu","leela","Ubuntu Linux (64-bit)","1","1","1","4","54","23","1","dvPortGroup_VMNET_McCormick",,"NUCLOUD","EVVCENTERCLOUD1","McCormick"
"VM","images-s.library.northwestern.edu (a0ef5f8c-03dd-411d-b53e-d160af1523a6)","images-s.library.northwestern.edu","Red Hat Enterprise Linux 6 (64-bit)","12","1","12","20","210","159","2","dvPortGroup_VMNET_NUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","gamma.mcc-2012","GAMMA.mcc.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","16","156","69","1","dvPortGroup_VMNET_McCormick",,"NUCLOUD","EVVCENTERCLOUD1","McCormick"
"VM","Win10","nateadvm10.ad.wcas.northwestern.edu",,"1","2","2","4","0","0","1","dvPortGroup_VMNET_WCAS",,"NUCLOUD",,"WCAS-vDC"
"VM","SOCCLINICSRDSB","SOCCLINICSRDSB.soc.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","1","2","2","4","64","25","1","dvPortGroup_VMNET_SoC3",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","wordhoard-s.library.northwestern.edu (6c80a1f2-8007-49ef-9306-4e6588b39829)","wordhoard-s.library.northwestern.edu","Red Hat Enterprise Linux 6 (64-bit)","1","1","1","2","18","14","1","dvPortGroup_VMNET_NUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","warner.library.northwestern.edu","warner.library.northwestern.edu",,"2","1","2","8","0","0","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD",,"NUL-vDC"
"VM","gfa1.library.northwestern.edu","gfa1.library.northwestern.edu","Red Hat Enterprise Linux 7 (64-bit)","1","2","2","4","68","68","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","gchentest0","WIN-7AH3OM0HH52","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","96","96","1","VM Network",,"NUCLOUD","EVVCENTERCLOUD1","PIPS-vDC"
"VM","SOCMANAGE","SOCMANAGE.soc.northwestern.edu",,"1","2","2","4","0","0","2","dvPortGroup_VMNET_SoC1",,"NUCLOUD",,"SoC_vDC"
"VM","SCHERRLABRDS","SCHERRLABRDS.soc.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","1","2","2","4","191","79","1","dvPortGroup_VMNET_SoC1",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","webapps6-dev","webapps6-dev.weinberg.northwestern.edu","Red Hat Enterprise Linux 6 (64-bit)","2","1","2","4","107","98","1","dvPortGroup_VMNET_WCAS",,"NUCLOUD","EVVCENTERCLOUD1","WCAS-vDC"
"VM","SAF-RWZWEB1A","SAF-RWZWEB1A.ads.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","1","1","1","4","76","76","1","dvPortGroup_VMNET_Student_Affairs_VLAN2471",,"NUCLOUD","EVVCENTERCLOUD1","StudentAffairs_vDC"
"VM","SAF-AANALL1BT","SAF-AANALL1BT.ads.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","1","2","2","4","88","88","1","dvPortGroup_VMNET_Student_Affairs_VLAN2470",,"NUCLOUD","EVVCENTERCLOUD1","StudentAffairs_vDC"
"VM","awslync.library.northwestern.edu","awslync.library.northwestern.edu","Red Hat Enterprise Linux 6 (64-bit)","1","2","2","2","18","18","2","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","SOCSOLSTICE","SOCSOLSTICE.soc.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","4","64","35","1","dvPortGroup_VMNET_SoC1",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","SAF-WUSALL1B","SAF-WUSALL1B.ads.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","1","2","2","6","170","170","1","dvPortGroup_VMNET_Student_Affairs_VLAN2471",,"NUCLOUD","EVVCENTERCLOUD1","StudentAffairs_vDC"
"VM","law-itfs","law-itfs.law.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","128","128","1","dvPortGroup_VMNET_Law",,"NUCLOUD","EVVCENTERCLOUD1","Resources"
"VM","Proteome Discoverer 1.4_replica","discoverer14.kelleher.northwestern.edu","Microsoft Windows 7 (64-bit)","2","2","4","4","205","201","1","dvPortGroup_VMNET_PCE",,"NUCLOUD","EVVCENTERCLOUD1","PCE-vDC"
"VM","trainingtemp","trainingtemp.kelleher.northwestern.edu",,"2","2","4","8","0","0","1","dvPortGroup_VMNET_PCE",,"NUCLOUD",,"PCE-vDC"
"VM","law-fusiondb","law-fusiondb.law.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","4","1","4","4","196","76","1","dvPortGroup_VMNET_Law",,"NUCLOUD","EVVCENTERCLOUD1","Law-vDC"
"VM","rhel8-template","rhel8-template.soc.northwestern.edu",,"1","2","2","4","0","0","1","dvPortGroup_VMNET_SoC1",,"NUCLOUD",,"SoC_vDC"
"VM","Jupyter","jupyter","Ubuntu Linux (64-bit)","1","2","2","2","18","16","1","dvPortGroup_VMNET_PCE",,"NUCLOUD","EVVCENTERCLOUD1","PCE-vDC"
"VM","FIFA (1cd0ae4b-6afa-4557-b952-f4ba7464dff1)","FIFA.sespad.northwestern.edu","Microsoft Windows Server 2008 R2 (64-bit)","2","1","2","2","62","60","1","dvPortGroup_VMNET_SESP2",,"NUCLOUD","EVVCENTERCLOUD1","SESP-vDC"
"VM","LAW-WEBDBP_replica",,,"1","2","2","16","415","111","1",,,"NUCLOUD","EVVCENTERCLOUD1","Law-vDC"
"VM","homer-s.library.northwestern.edu (96f16143-544f-4f81-93cd-c0c3777228a7)","homer-s.library.northwestern.edu","Red Hat Enterprise Linux 6 (64-bit)","2","1","2","4","20","13","1","dvPortGroup_VMNET_NUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","mas-dev18.tech.northwestern.edu","mas-dev18","Ubuntu Linux (64-bit)","1","1","1","8","108","108","1","dvPortGroup_VMNET_McCormick",,"NUCLOUD","EVVCENTERCLOUD1","McCormick"
"VM","EVPubRmtUAG02-s.library.northwestern.edu","EVPubRmtUAG02-s","VMware Photon OS (64-bit)","2","1","2","4","24","14","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","Tech Support VM","TechSupportVM.oard.northwestern.edu","Microsoft Windows 10 (64-bit)","2","4","8","16","216","82","1","dvPortGroup_VMNET_OARD",,"NUCLOUD","EVVCENTERCLOUD1","OARD_vDC"
"VM","ARDEQUITRAC","ARDEQUITRAC.oard.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","196","76","1","dvPortGroup_VMNET_OARD",,"NUCLOUD","EVVCENTERCLOUD1","OARD_vDC"
"VM","faculty-test","faculty-test.wcas.northwestern.edu",,"2","1","2","2","0","0","1","dvPortGroup_VMNET_WCAS",,"NUCLOUD",,"WCAS-vDC"
"VM","law-mbdb","law-mbdb.law.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","2","1","2","4","114","93","1","dvPortGroup_VMNET_Law",,"NUCLOUD","EVVCENTERCLOUD1","Law-vDC"
"VM","SOCPWSTATE","SOCPWSTATE.soc.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","1","2","2","4","101","47","1","dvPortGroup_VMNET_SoC1",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","EV-GalterPrint.library.northwestern.edu","EV-GalterPrint.library.northwestern.edu",,"2","1","2","8","0","0","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD",,"NUL-vDC"
"VM","TFS Build","tfsbuild2.kelleher.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","4","1","4","8","110","110","1","dvPortGroup_VMNET_PCE",,"NUCLOUD","EVVCENTERCLOUD1","PCE-vDC"
"VM","pubweb18.tech.northwestern.edu","pubweb18","Ubuntu Linux (64-bit)","1","1","1","4","154","154","1","dvPortGroup_VMNET_McCormick",,"NUCLOUD","EVVCENTERCLOUD1","McCormick"
"VM","ftp-stg.library.northwestern.edu","ftp-stg.library.northwestern.edu","Red Hat Enterprise Linux 6 (64-bit)","2","1","2","4","54","38","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","SOCSTEALTHAPP","socstealthapp.soc.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","4","1","4","16","341","60","1","dvPortGroup_VMNET_SoC1",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","zgate-s.library.northwestern.edu (b06007f3-6160-4310-83cc-d61bfa84fc1b)","zgate-s.library.northwestern.edu","Red Hat Enterprise Linux 6 (64-bit)","1","1","1","2","18","14","1","dvPortGroup_VMNET_NUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","e1-print.mcc-2019","E1-PRINT.mcc.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","108","52","1","dvPortGroup_VMNET_McCormick",,"NUCLOUD","EVVCENTERCLOUD1","McCormick"
"VM","EV-PRINT.library.northwestern.edu","EV-PRINT.library.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","2","1","2","8","264","264","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","CS-POC-WS2K19-1","WIN-5S2SO5NNBES",,"1","2","2","8","0","0","1","dvPortGroup_ISSC",,"NUCLOUD",,"ISSC-vDC"
"VM","bcoe-prod (9863db94-a439-4f1a-a0a6-6d1ad5b55c5e)","bcoe-prod","Ubuntu Linux (64-bit)","2","1","2","2","66","32","1","dvPortGroup_VMNET_SESP1",,"NUCLOUD","EVVCENTERCLOUD1","SESP-vDC"
"VM","EV-WebPrint01.library.northwestern.edu","EV-WebPrint01.library.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","6","106","106","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","JamDis","JamDis.medill.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","166","166","1","dvPortGroup_VMNET_Medill",,"NUCLOUD","EVVCENTERCLOUD1","Medill_vDC"
"VM","EVITFS01-S.ADLibrary.northwestern.edu","EVITFS01-S.adlibrary.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","4","1128","341","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","almatron-p.library.northwestern.edu (6d6898ca-4b36-4c9c-b957-da5c1a348647)","almatron-p","Red Hat Enterprise Linux 6 (64-bit)","1","2","2","2","34","33","1","dvPortGroup_VMNET_NUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","wphost2","wphost2","Red Hat Enterprise Linux 7 (64-bit)","1","2","2","4","104","11","1","dvPortGroup_VMNET_SoC2",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","template18.tech.northwestern.edu","template18","Ubuntu Linux (64-bit)","1","1","1","4","54","54","1","dvPortGroup_VMNET_McCormick",,"NUCLOUD","EVVCENTERCLOUD1","McCormick"
"VM","Sid.library.northwestern.edu","Sid.library.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","2","1","2","4","64","34","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","law-photos","law-photos.law.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","1368","1368","1","dvPortGroup_VMNET_Law",,"NUCLOUD","EVVCENTERCLOUD1","Law-vDC"
"VM","nul-infra.library.northwestern.edu",,,"2","1","2","2","34","34","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","SOCRDS","SOCRDS.soc.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","108","71","1","dvPortGroup_VMNET_SoC1",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","bartlett-p.library.northwestern.edu (e67eab89-53f1-49d6-8950-822a85e678a7)","bartlett-p.library.northwestern.edu","Red Hat Enterprise Linux 6 (64-bit)","1","2","2","4","20","18","1","dvPortGroup_VMNET_NUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","ken-dev","ken-dev.kelleher.northwestern.edu","Microsoft Windows 10 (64-bit)","1","8","8","24","144","144","1","dvPortGroup_VMNET_PCE",,"NUCLOUD","EVVCENTERCLOUD1","PCE-vDC"
"VM","krgwsus",,,"8","1","8","12","302","231","1","dvPortGroup_VMNET_PCE",,"NUCLOUD","EVVCENTERCLOUD1","PCE-vDC"
"VM","MYPC.library.northwestern.edu","MyPC.library.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","108","62","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","cowen docker_mas","cowen","Ubuntu Linux (64-bit)","2","2","4","4","354","192","1","dvPortGroup_VMNET_McCormick",,"NUCLOUD","EVVCENTERCLOUD1","McCormick"
"VM","casper-dist","casper-dist.soc.northwestern.edu","Red Hat Enterprise Linux 7 (64-bit)","1","1","1","4","529","493","1","dvPortGroup_VMNET_SoC1",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","InquirerVM","InquirerVM.medill.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","3","2","6","8","152","118","1","dvPortGroup_VMNET_Medill",,"NUCLOUD","EVVCENTERCLOUD1","Medill_vDC"
"VM","libsolr3s.library.northwestern.edu",,"Oracle Linux 4/5 or later (64-bit)","1","2","2","4","34","34","1","dvPortGroup_VMNET_NUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","SOCITRDS","SOCITRDS.soc.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","88","81","1","dvPortGroup_VMNET_SoC1",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","almatron2-s.library.northwestern.edu",,,"2","1","2","2","42","42","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","CSGFMP","CSGFMP.soc.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","1","2","2","4","64","29","1","dvPortGroup_VMNET_SoC1",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","training-paul","training-paul.kelleher.northwestern.edu",,"2","2","4","8","0","0","1","dvPortGroup_VMNET_PCE",,"NUCLOUD",,"Resources"
"VM","Windows Web 2","pce-wima2.kelleher.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","4","66","66","1","dvPortGroup_VMNET_PCE",,"NUCLOUD","EVVCENTERCLOUD1","PCE-vDC"
"VM","ryan-dev","ryan-dev.kelleher.northwestern.edu","Microsoft Windows 10 (64-bit)","2","4","8","24","235","235","1","dvPortGroup_VMNET_PCE",,"NUCLOUD","EVVCENTERCLOUD1","PCE-vDC"
"VM","Modeler","Modeler.medill.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","2","1","2","8","264","28","1","dvPortGroup_VMNET_Medill",,"NUCLOUD","EVVCENTERCLOUD1","Medill_vDC"
"VM","law-journals","law-journals.law.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","600","388","1","dvPortGroup_VMNET_Law",,"NUCLOUD","EVVCENTERCLOUD1","Resources"
"VM","JoeTools",,,"2","2","4","8","223","188","1","dvPortGroup_VMNET_PCE",,"NUCLOUD","EVVCENTERCLOUD1","PCE-vDC"
"VM","EV-WebPrint00.library.northwestern.edu","EV-WebPrint00.library.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","6","106","52","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","LibKBox2.library.northwestern.edu","LibKbox2.library.northwestern.edu","FreeBSD 11 (64-bit)","2","1","2","4","1028","1028","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
"VM","socawx","socawx","Red Hat Enterprise Linux 7 (64-bit)","4","1","4","8","33","25","1","dvPortGroup_VMNET_SoC1",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","SOCFUSIONSQL","socfusionsql.soc.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","128","45","1","dvPortGroup_VMNET_SoC1",,"NUCLOUD","EVVCENTERCLOUD1","SoC_vDC"
"VM","RHEL 6 Template VM","rhel6template.wcas.northwestern.edu",,"1","1","1","2","0","0","1","dvPortGroup_VMNET_WCAS",,"NUCLOUD",,"WCAS-vDC"
"VM","mccsfs01.mcc-2019","MCCSFS01.mcc.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","8","458","34","1","dvPortGroup_VMNET_McCormick",,"NUCLOUD","EVVCENTERCLOUD1","McCormick"
"VM","cee-license.mcc-2019","CEE-LICENSE.mcc.northwestern.edu",,"1","2","2","8","0","0","1","dvPortGroup_VMNET_McCormick-654",,"NUCLOUD",,"McCormick"
"VM","Bioinformatics","bioinformatics.kelleher.northwestern.edu","Microsoft Windows Server 2012 (64-bit)","2","1","2","8","70","62","1","dvPortGroup_VMNET_PCE",,"NUCLOUD","EVVCENTERCLOUD1","PCE-vDC"
"VM","EV-WebPrint2016Template","UNIVERS-F7N5EFG.library.northwestern.edu","Microsoft Windows Server 2016 or later (64-bit)","2","1","2","6","106","22","1","dvPortGroup_VMNET_FWNUL",,"NUCLOUD","EVVCENTERCLOUD1","NUL-vDC"
