            asset_name             |     asset_type     |       make       |                 model                 |                         serial_number                          |   ip_address    |                              business_service                              |    asset_fucntion    | support_model  |  owner_department   |             owner_contact              |      technical_contact      | date_of_last_record_verification | installation_ticket | decommission_ticket | location | cabinet 
 CHISILON01-IB-2                   | STORAGE            | MELLANOX         | IS 5022 DEVICE                        | MT1314L00129                                                   |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2018-10-26 08:48:58-04           |                     |                     | CHDC     | 0215.38
 CHISILON01-N1                     | STORAGE            | EMC              | ISILON X400                           | SN400-201326-0056                                              |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:08-05           |                     |                     | CHDC     | 0215.38
 CHISILON01-N2                     | STORAGE            | EMC              | ISILON X400                           | SN400-201326-0053                                              |                 | DR FOR ISILON1 AND ISILON2                                                 | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:08-05           |                     |                     | CHDC     | 0215.38
 CHISILON01-N3                     | STORAGE            | EMC              | ISILON X400                           | SN400-201326-0051                                              |                 | DR FOR ISILON1 AND ISILON2                                                 | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:09-05           |                     |                     | CHDC     | 0215.38
 CHISILON01-N4                     | STORAGE            | EMC              | ISILON X400                           | SN400-301410-0307                                              |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:09-05           |                     |                     | CHDC     | 0215.38
 CHISILON01-N5                     | STORAGE            | EMC              | ISILON X400                           | SN400-301410-0296                                              |                 | DR FOR ISILON1 AND ISILON2                                                 | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:09-05           |                     |                     | CHDC     | 0215.38
 CHISILON01-N6                     | STORAGE            | EMC              | ISILON X400                           | SN400-301610-0044                                              |                 | DR FOR ISILON1 AND ISILON2                                                 | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | DON HAMMER                  | 2019-12-10 15:52:01-05           |                     |                     | CHDC     | 0215.38
 CHISILON03 22  21  20  19         | STORAGE            | EMC              | ISILON H400                           | JWXNM181800834  JWXNM182401088  JWXNM181900254  JWXNM182401110 |                 |                                                                            | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-01-05 23:42:23-05           | 849135              |                     | CHDC     | 0215.32
 CHISILON03-23   27  24   26       | STORAGE            | EMC              | ISILON H400                           | JWXNM184900871  JWXNM184901339  JWXNM184900888  JWXNM184901265 |                 |                                                                            | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-13 07:16:56-05           | 849135              |                     | CHDC     | 0215.32
 CHISILON03-25  28                 | STORAGE            | EMC              | ISILON H400                           | JWXNM184900891   JWXNM184901361                                |                 |                                                                            | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-13 07:18:57-05           | 849135              |                     | CHDC     | 0215.32
 CHISILON03-IB-1                   | STORAGE            | MELLANOX         | IS 5022 DEVICE                        | MT1411L00217                                                   |                 |                                                                            | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2018-10-26 10:06:18-04           |                     |                     | CHDC     | 0215.33
 CHISILON03-IB-2                   | STORAGE            | MELLANOX         | IS 5022 DEVICE                        | MT1411L00337                                                   |                 | DR FOR RDSS                                                                | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-04-14 15:42:29-04           |                     |                     | CHDC     | 0215.33
 CHISILON03-N1                     | STORAGE            | EMC              | ISILON X400                           | SN400-201415-0088                                              |                 |                                                                            | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-02 16:03:55-05           |                     |                     | CHDC     | 0215.33
 CHISILON03-N10                    | STORAGE            | EMC              | ISILON X400                           | JWXYE164500117                                                 |                 | DR FOR RDSS                                                                | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-02 16:02:18-05           | FP-467400           |                     | CHDC     | 0215.34
 CHISILON03-N11                    | STORAGE            | EMC              | ISILON X400                           | JWXYE164600100                                                 |                 | DR FOR RDSS                                                                | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-02 16:02:59-05           | FP-467400           |                     | CHDC     | 0215.34
 CHISILON03-N12                    | STORAGE            | EMC              | ISILON X410                           | JWXYE171700110                                                 |                 |                                                                            | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | 2019-01-23 11:05:05-05           | 571244              |                     | CHDC     | 0215.34
 CHISILON03-N13                    | STORAGE            | EMC              | ISILON X410                           | JWXYE171700133                                                 |                 |                                                                            | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | 2019-01-23 11:05:06-05           | 571244              |                     | CHDC     | 0215.34
 CHISILON03-N14                    | STORAGE            | EMC              | ISILON X410                           | JWXYE171700118                                                 |                 |                                                                            | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | 2019-01-23 11:05:06-05           | 571244              |                     | CHDC     | 0215.34
 CHISILON03-N15                    | STORAGE            | EMC              | ISILON X410                           | JWXYE172200115                                                 |                 |                                                                            | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | 2020-04-14 15:10:29-04           | 571244              |                     | CHDC     | 0215.32
 CHISILON03-N16                    | STORAGE            | EMC              | ISILON X410                           | JWXYE171700113                                                 |                 |                                                                            | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | 2020-04-14 15:08:38-04           | 571244              |                     | CHDC     | 0215.32
 CHISILON03-N17                    | STORAGE            | EMC              | ISILON X410                           | FCNYE181900002                                                 |                 |                                                                            | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | 2020-04-14 15:27:49-04           | 571244              |                     | CHDC     | 0215.35
 CHISILON03-N18                    | STORAGE            | EMC              | ISILON X410                           | FCNYE181900033                                                 |                 |                                                                            | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | 2020-04-14 15:06:48-04           | 571244              |                     | CHDC     | 0215.32
 CHISILON03-N2                     | STORAGE            | EMC              | ISILON X400                           | SN400-201433-0114                                              |                 | DR FOR RDSS                                                                | HIPAA                | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-02 16:04:19-05           |                     |                     | CHDC     | 0215.33
 CHISILON03-N3                     | STORAGE            | EMC              | ISILON X400                           | SN400-201433-0116                                              |                 | DR FOR RDSS                                                                | HIPAA                | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-02 16:04:46-05           |                     |                     | CHDC     | 0215.33
 CHISILON03-N4                     | STORAGE            | EMC              | ISILON X400                           | SN400-301524-0131                                              |                 |                                                                            | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-02 16:05:40-05           |                     |                     | CHDC     | 0215.33
 CHISILON03-N5                     | STORAGE            | EMC              | ISILON X400                           | SN400-301549-0035                                              |                 |                                                                            | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-02 16:06:50-05           |                     |                     | CHDC     | 0215.33
 CHISILON03-N6                     | STORAGE            | EMC              | ISILON X400                           | SN400-301601-0007                                              |                 | DR FOR RDSS                                                                | HIPAA                | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-04-14 15:13:28-04           | FP-336969           |                     | CHDC     | 0215.35
 CHISILON03-N7                     | STORAGE            | EMC              | ISILON X400                           | SN400-301545-0012                                              |                 | DR FOR RDSS                                                                | HIPAA                | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-04-14 15:14:48-04           | FP-336969           |                     | CHDC     | 0215.35
 CHISILON03-N8                     | STORAGE            | EMC              | ISILON X400                           | APMYE164800004                                                 |                 | DR FOR RDSS                                                                | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-02 16:01:02-05           | FP-467400           |                     | CHDC     | 0215.34
 CHISILON03-N9                     | STORAGE            | EMC              | ISILON X400                           | APMYE164800005                                                 |                 | DR FOR RDSS                                                                | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-02 16:01:39-05           | FP-467400           |                     | CHDC     | 0215.34
 CHISILON_MELLANOX_215.33          | NETWORK SWITCH     | MELLANOX         | SX6506                                | MT1913W00001                                                   |                 |                                                                            | RESEARCH             |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | PIPS-INFRA                  | 2020-04-14 15:24:40-04           |                     |                     | CHDC     | 0215.33
 CHISILON_MELLANOX_215.34          | NETWORK SWITCH     | MELLANOX         | SX6506                                | MT1913W00002                                                   |                 |                                                                            | RESEARCH             |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-04-14 15:31:37-04           |                     |                     | CHDC     | 0215.34
 CHITCSPDC                         | SERVER             | DELL             | POWEREDGE R640                        | 12R8HQ2                                                        |                 |                                                                            | N/A                  |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | FRANK WAYNE                 | 2019-09-18 23:01:52-04           |                     |                     | CHDC     | 0215.26
 CHNBMS01                          | SERVER             | DELL             | POWEREDGE R620                        | F2JWHX1                                                        | 165.124.61.21   | SYMANTEC MEDIA SERVERS                                                     | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-28 09:22:24-04           |                     |                     | CHDC     | 0215.39
 CHNBMS02                          | SERVER             | DELL             | POWEREDGE R640                        | 4GSBHQ2                                                        |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | PIPS-INFRA                  | 2020-05-22 16:38:29-04           | 1007847             |                     | CHDC     | 0215.39
 CHRACS10                          | SERVER             | DELL             | POWEREDGE R640                        | 6ZPRN23                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | 2020-03-27 10:29:54-04           | 969756              |                     | CHDC     | 0215.27
 CHRACS11                          | SERVER             | DELL             | POWEREDGE R640                        | 6ZQRN23                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | 2020-03-27 10:32:19-04           | 969756              |                     | CHDC     | 0215.27
 CHRACS12                          | SERVER             | DELL             | POWEREDGE R640                        | 6ZPSN23                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | 2020-03-27 10:36:13-04           | 969756              |                     | CHDC     | 0215.27
 CHRACS13                          | SERVER             | DELL             | POWEREDGE R640                        | 6ZPQN23                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | 2020-03-27 10:35:59-04           | 969756              |                     | CHDC     | 0215.27
 CHRACS14                          | SERVER             | DELL             | POWEREDGE R640                        | 6ZNRN23                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | 2020-03-27 10:35:35-04           | 969756              |                     | CHDC     | 0215.27
 CHRACS5                           | SERVER             | DELL             | POWEREDGE R620                        | D347P22                                                        |                 | STANDBY ORACLE RAC                                                         | PRODUCTION           | MANAGED        | SO                  | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 14:37:52-04           | 187937              |                     | CHDC     | 0215.27
 CHRACS6                           | SERVER             | DELL             | POWEREDGE R620                        | D356P22                                                        |                 | STANDBY ORACLE RAC                                                         | PRODUCTION           | MANAGED        | SO                  | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 14:39:18-04           |                     |                     | CHDC     | 0215.27
 CHRACS7                           | SERVER             | DELL             | POWEREDGE R620                        | D364P22                                                        |                 | STANDBY ORACLE RAC                                                         | PRODUCTION           | MANAGED        | SO                  | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 14:40:27-04           |                     |                     | CHDC     | 0215.27
 CHRACS8                           | SERVER             | DELL             | POWEREDGE R620                        | D346P22                                                        |                 | STANDBY ORACLE RAC                                                         | PRODUCTION           | MANAGED        | SO                  | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 14:37:27-04           | 187937              |                     | CHDC     | 0215.27
 CHRACS9                           | SERVER             | DELL             | POWEREDGE R620                        | D344P22                                                        |                 | STANDBY ORACLE RAC                                                         | PRODUCTION           | MANAGED        | SO                  | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 14:36:32-04           | 187937              |                     | CHDC     | 0215.27
 CHSOCFILE02                       | STORAGE            | DELL             | POWEREDGE R720XD                      | 7RWZDZ1                                                        |                 |                                                                            | HIPAA                | COLOCATION     | SO                  | SCHOOL OF COMMUINCATIONS               | JOHN ARENDS                 | 2019-11-05 11:29:00-05           |                     |                     | CHDC     | 0215.35
 CHSPLIDX04                        | SERVER             | DELL             | POWEREDGE R620                        | 7DXOQD2                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          |                             | 2019-01-23 11:04:25-05           | 438723              |                     | CHDC     | 0215.25
 CHSPLIDX05                        | SERVER             | DELL             | POWEREDGE R630                        | 7DWXPD2                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-COLLABORATIONSERVICES          |                             | 2019-01-23 11:04:26-05           |                     |                     | CHDC     | 0215.25
 CHSPLIDX06                        | STORAGE            | DELL             | POWEREDGE R640                        | HM09XQ2                                                        |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-07-22 14:35:36-04           |                     |                     | CHDC     | 0215.26
 CHSPLIDX06-DAS01                  | STORAGE            | DELL             | MD1400                                | HNQ3XQ2                                                        |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-07-22 15:49:06-04           |                     |                     | CHDC     | 0215.26
 CHSPLIDX06-DAS02                  | STORAGE            | DELL             | MD1400                                | H7R5XQ2                                                        |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-07-22 14:39:40-04           |                     |                     | CHDC     | 0215.26
 CHSPLIDX07                        | STORAGE            | DELL             | POWEREDGE R640                        | HM0BXQ2                                                        |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-07-22 14:35:30-04           |                     |                     | CHDC     | 0215.26
 CHSPLIDX07-DAS01                  | STORAGE            | DELL             | MD1400                                | HNQ4XQ2                                                        |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-07-22 14:36:37-04           |                     |                     | CHDC     | 0215.26
 CHSPLIDX07-DAS02                  | STORAGE            | DELL             | MD1400                                | H7R6XQ2                                                        |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-07-22 14:37:33-04           |                     |                     | CHDC     | 0215.26
 CHSPLUNKDISK04                    | STORAGE            | DELL             | POWERVAULT MD1420                     | 6CTOQD2                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-COLLABORATIONSERVICES          |                             | 2019-01-23 11:04:26-05           | 438723              |                     | CHDC     | 0215.25
 CHSPLUNKDISK04-DS2                | STORAGE            | DELL             | POWERVAULT MD1420                     | 6CSXPD2                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-COLLABORATIONSERVICES          |                             | 2019-01-23 11:04:26-05           | 438723              |                     | CHDC     | 0215.25
 CHSPLUNKDISK05                    | STORAGE            | DELL             | POWERVAULT MD1420                     | 6CSZPD2                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-COLLABORATIONSERVICES          |                             | 2019-01-23 11:04:27-05           | 438723              |                     | CHDC     | 0215.25
 CHSPLUNKDISK05-DS2                | STORAGE            | DELL             | POWERVAULT MD1420                     | 6CSTPD2                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-COLLABORATIONSERVICES          |                             | 2019-01-23 11:04:27-05           | 438723              |                     | CHDC     | 0215.25
 CH-TAPE-LIBRARY-3576-E9U-CHASSIS  | STORAGE            | IBM              | TOTALSTORAGE TS3310 LIBRARY ENCLOSURE | 1384607                                                        |                 | NETBACKUP                                                                  | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:01:39-05           |                     |                     | CHDC     | 0215.39
 CH-TAPE-LIBRARY-3576-L5B          | STORAGE            | IBM              | SYSTEM STORAGE TS3310                 | 1323470                                                        |                 | NETBACKUP                                                                  | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:10-05           |                     |                     | CHDC     | 0215.39
 CHVMBKUP01                        | SERVER             | DELL             | POWEREDGE R610                        | 6MWJKS1                                                        | 165.124.61.52   | VEEAM BACKUP                                                               | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-15 15:28:53-04           |                     |                     | CHDC     | 0215.29
 CHVMBKUP01A                       | SERVER             | DELL             | POWEREDGE R630                        | 8WYYHK2                                                        |                 | 10X5(NBD)                                                                  | PRODUCTION           |                | SO                  | NUIT-CI-PIPS-INFRASTRUCTURE            | BRAD PRILLER                | 2019-01-23 11:04:32-05           | 571245              |                     | CHDC     | 0215.26
 CHVMBKUP01A-DAS                   | STORAGE            | DELL             | MD1400                                | 98H0JK2                                                        |                 | 10X5(NBD)                                                                  | PRODUCTION           |                | SO                  | NUIT-CI-PIPS-INFRASTRUCTURE            | BRAD PRILLER                | 2019-01-23 11:04:32-05           | 571245              |                     | CHDC     | 0215.26
 CHVMBKUP01-DAS                    | STORAGE            | DELL             | POWERVAULT MD1200                     | 82HNKS1                                                        |                 | VEEAM BACKUP                                                               | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-15 13:53:07-04           |                     |                     | CHDC     | 0215.29
 CHVSRX01                          | SERVER             | DELL             | POWEREDGE R630                        | HHPGHB2                                                        |                 | CHICAGO ENTERPRISE ESXI CLUSTER                                            | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 14:54:07-04           | 391412              |                     | CHDC     | 0215.27
 CHVSRX02                          | SERVER             | DELL             | POWEREDGE R630                        | HHPFHB2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 14:53:08-04           | 391412              |                     | CHDC     | 0215.27
 COIPROD                           | SERVER             | DELL             | POWEREDGE R730XD                      | 236P182                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | 2018-05-08 12:39:05-04           | 310209              |                     | EVDC     | T39
 COIPRODDATA                       | SERVER             | DELL             | POWEREDGE R730XD                      | 235T182                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | 2018-05-08 12:39:03-04           | 310209              |                     | EVDC     | T39
 COITEST                           | SERVER             | DELL             | POWEREDGE R730XD                      | 235S183                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | 2018-02-23 12:51:09-05           | 310209              |                     | EVDC     | T39
 COITESTDATA                       | SERVER             | DELL             | POWEREDGE R730XD                      | 235V182                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | 2018-05-08 12:39:04-04           | 310209              |                     | EVDC     | T39
 ERADS14                           | STORAGE            | LENOVO           | SYSTEM X3650 M5                       | J11ML7M                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-ENTERPRISEREPORTINGANALYTICS      | BRAD PRILLER                | 2018-02-23 16:33:22-05           | FP-534163           |                     | CHDC     | 0215.26
 ERATABLEAU                        | SERVER             | DELL             | POWEREDGE 1750                        | 826MKB2                                                        |                 |                                                                            | DEVELOPMENT          |                | PIPS                | NUIT-PMOET-IDENTITYSERVICES            |                             | 2019-02-22 14:48:26-05           |                     |                     | EVDC     | U39
 EV3700-3-ENCL 2                   | STORAGE            | IBM              | STORWISE V3700                        | 7809049                                                        |                 | VMWARE                                                                     | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-09-26 18:20:58-04           |                     |                     | EVDC     | Q34
 EV3700-3-ENCL 3                   | STORAGE            | IBM              | STORWISE V3700                        | 7809048                                                        |                 | VMWARE                                                                     | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-09-23 09:55:55-04           |                     |                     | EVDC     | Q34
 EV3700-3-ENCL 4                   | STORAGE            | IBM              | STORWISE V3700                        | 7809041                                                        |                 | VMWARE                                                                     | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:54-05           |                     |                     | EVDC     | Q34
 EV3700-3-ENCL 5                   | STORAGE            | IBM              | STORWISE V3700                        | 7809035                                                        |                 | VMWARE                                                                     | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:54-05           |                     |                     | EVDC     | Q34
 EV3700-3MGMT                      | STORAGE            | IBM              | STORWISE V3700                        | 7808463                                                        |                 | VMWARE                                                                     | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:55-05           |                     |                     | EVDC     | Q34
 EV3700-COLLAB-ENCL 2              | STORAGE            | IBM              | STORWISE V3700                        | 7872448                                                        |                 | VMWARE/SHAREPOINT                                                          | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | 2019-03-27 11:20:44-04           | 235208              |                     | EVDC     | R43
 EV3700-COLLAB-ENCL 3              | STORAGE            | IBM              | STORWISE V3700                        | 7872229                                                        |                 | VMWARE/SHAREPOINT                                                          | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | 2019-03-27 11:21:05-04           | 235208              |                     | EVDC     | R43
 EV3700-COLLAB-ENCL 4              | STORAGE            | IBM              | STORWISE V3700                        | 7872445                                                        |                 | VMWARE/SHAREPOINT                                                          | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | 2019-03-27 11:21:31-04           | 235208              |                     | EVDC     | R43
 EV3700-COLLAB-ENCL 5              | STORAGE            | IBM              | STORWISE V3700                        | 7875428                                                        |                 | VMWARE/SHAREPOINT                                                          | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | 2019-03-27 11:21:59-04           | 235208              |                     | EVDC     | R43
 EV3700-COLLABMGMT                 | STORAGE            | IBM              | STORWISE V3700                        | 7865837                                                        |                 | VMWARE/SHAREPOINT                                                          | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | 2019-03-27 11:20:02-04           | 235208              |                     | EVDC     | R43
 EV5030-1 20                       | STORAGE            | IBM              | STORWISE V5030                        | 781E302                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-07-01 04:39:04-04           |                     |                     | EVDC     | Q43
 EV5030-1 ENCL 2                   | STORAGE            | IBM              | STORWISE V5030                        | 781E680                                                        |                 | VMWARE                                                                     | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-07-01 04:31:51-04           |                     |                     | EVDC     | Q43
 EV5030-1 ENCL 3                   | STORAGE            | IBM              | STORWISE V5030                        | 781E665                                                        |                 | VMWARE                                                                     | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-07-01 04:32:47-04           |                     |                     | EVDC     | Q43
 EV5030-1 ENCL 4                   | STORAGE            | IBM              | STORWISE V5030                        | 781E632                                                        |                 | VMWARE                                                                     | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-07-01 04:34:55-04           |                     |                     | EVDC     | Q43
 EV5030-1 ENCL 6                   | STORAGE            | IBM              | STORWISE V5030                        | 781E717                                                        |                 | VMWARE                                                                     | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-07-01 04:36:02-04           |                     |                     | EVDC     | Q43
 EV5030-1 ENCL 7                   | STORAGE            | IBM              | STORWISE V5030                        | 781E741                                                        |                 | VMWARE                                                                     | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-07-01 04:37:27-04           |                     |                     | EVDC     | Q43
 EV5030-1MGMT                      | STORAGE            | IBM              | STORWISE V5030                        | 781E814                                                        |                 | VMWARE                                                                     | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:06:06-05           |                     |                     | EVDC     | Q43
