            asset_name             |     asset_type     |       make       |                 model                 |                         serial_number                          |   ip_address    |                              business_service                              |    asset_fucntion    | support_model  |  owner_department   |             owner_contact              |      technical_contact      | date_of_last_record_verification | installation_ticket | decommission_ticket | location | cabinet 
 EVRACT18                          | SERVER             | DELL             | POWEREDGE R640                        | 6ZRRN23                                                        |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | 2020-04-02 15:33:05-04           | 969755              |                     | EVDC     | V39
 EVRACT19                          | SERVER             | DELL             | POWEREDGE R640                        | 6ZQSN23                                                        |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | 2020-04-02 15:35:03-04           | 969755              |                     | EVDC     | V39
 EVRACT20                          | SERVER             | DELL             | POWEREDGE R640                        | 6ZNQN23                                                        |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | 2020-04-02 15:34:52-04           | 969755              |                     | EVDC     | V39
 EVRACT21                          | SERVER             | DELL             | POWEREDGE R640                        | 6ZNSN23                                                        |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | 2020-04-02 15:35:48-04           | 969755              |                     | EVDC     | V39
 EVRACT22                          | SERVER             | DELL             | POWEREDGE R640                        | 6ZQQN23                                                        |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | 2020-04-02 15:36:26-04           | 969755              |                     | EVDC     | V39
 EVRACT7                           | SERVER             | DELL             | POWEREDGE R620                        | HP5WK02                                                        |                 | TEST ORACLE RAC                                                            | DEVELOPMENT          | MANAGED        | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 14:41:28-04           |                     |                     | EVDC     | U34
 EVRACT8                           | SERVER             | DELL             | POWEREDGE R620                        | HP5XK02                                                        |                 | TEST ORACLE RAC                                                            | DEVELOPMENT          | MANAGED        | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 14:42:01-04           |                     |                     | EVDC     | U34
 EVRACT9                           | SERVER             | DELL             | POWEREDGE R620                        | HP6SK02                                                        |                 | TEST ORACLE RAC                                                            | DEVELOPMENT          | MANAGED        | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-05-08 16:05:41-04           |                     |                     | EVDC     | U34
 EVSPLIDX01                        | SERVER             | DELL             | POWEREDGE R630                        | BVQDS52                                                        |                 |                                                                            | INFRASTRUCTURE       | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-07-22 17:04:58-04           | 273963              |                     | EVDC     | O34
 EVSPLIDX01-DAS01                  | STORAGE            | DELL             | POWERVAULT MD1420                     | J3D6T52                                                        |                 |                                                                            | INFRASTRUCTURE       | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-07-22 17:04:51-04           | 273963              |                     | EVDC     | O34
 EVSPLIDX01-DAS02                  | STORAGE            | DELL             | POWERVAULT MD1420                     | J3DDT52                                                        |                 |                                                                            | INFRASTRUCTURE       | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-07-22 17:04:39-04           | 273963              |                     | EVDC     | O34
 EVSPLIDX02                        | SERVER             | DELL             | POWEREDGE R630                        | BVQCS52                                                        |                 |                                                                            | INFRASTRUCTURE       | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-07-22 17:05:57-04           | 273963              |                     | EVDC     | O34
 EVSPLIDX02-DAS01                  | STORAGE            | DELL             | POWERVAULT MD1420                     | J3D9T52                                                        |                 |                                                                            | INFRASTRUCTURE       | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-07-22 17:06:32-04           | 273963              |                     | EVDC     | O34
 EVSPLIDX02-DAS02                  | STORAGE            | DELL             | POWERVAULT MD1420                     | J3DJT52                                                        |                 |                                                                            | INFRASTRUCTURE       | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-07-22 17:06:50-04           | 273963              |                     | EVDC     | O34
 EVSPLIDX03                        | SERVER             | DELL             | POWEREDGE R630                        | BVQFS52                                                        |                 |                                                                            | INFRASTRUCTURE       | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-07-22 17:08:46-04           | 273963              |                     | EVDC     | O34
 EVSPLIDX03-DAS01                  | STORAGE            | DELL             | POWERVAULT MD1420                     | J3D8T52                                                        |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-07-22 17:09:17-04           | 273963              |                     | EVDC     | O34
 EVSPLIDX03-DAS02                  | STORAGE            | DELL             | POWERVAULT MD1420                     | J3DHT52                                                        |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-07-22 17:09:39-04           | 273963              |                     | EVDC     | O34
 EVSPLIDX04                        | SERVER             | DELL             | POWEREDGE R630                        | 7DWYPD2                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          |                             | 2019-01-23 11:07:10-05           | 438723              |                     | EVDC     | V34
 EVSPLIDX04-DAS01                  | STORAGE            | DELL             | POWERVAULT MD1420                     | 6CSVPD2                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          |                             | 2019-01-23 11:07:10-05           | 438723              |                     | EVDC     | V34
 EVSPLIDX04-DAS02                  | STORAGE            | DELL             | POWERVAULT MD1420                     | 6CT1QD2                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          |                             | 2019-01-23 11:07:11-05           | 438723              |                     | EVDC     | V34
 EVSPLIDX05                        | SERVER             | DELL             | POWEREDGE R630                        | 7DWZPD2                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          |                             | 2019-01-23 11:07:11-05           | 438723              |                     | EVDC     | V34
 EVSPLIDX05-DAS01                  | STORAGE            | DELL             | POWERVAULT MD1420                     | 6CSWPD2                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          |                             | 2019-01-23 11:07:12-05           | 438723              |                     | EVDC     | V34
 EVSPLIDX05-DAS02                  | STORAGE            | DELL             | POWERVAULT MD1420                     | 6CSYPD2                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          |                             | 2019-01-23 11:07:12-05           | 438723              |                     | EVDC     | V34
 EVSPLIDX06                        | SERVER             | DELL             | POWEREDGE R640                        | HM0CXQ2                                                        |                 | 24X7X4 + YDYD                                                              | PRODUCTION           |                | SO                  | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-02-13 14:36:11-05           | 721408              |                     | EVDC     | S34
 EVSPLIDX06-DAS01                  | SERVER             | DELL             | POWERVAULT MD1420                     | H7R5XQ1                                                        |                 | 24X7X4 + YDYD                                                              | PRODUCTION           |                | SO                  | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-09-26 18:37:08-04           | 721408              |                     | EVDC     | S34
 EVSPLIDX06-DAS02                  | SERVER             | DELL             | POWERVAULT MD1420                     | 92NZCS2                                                        |                 | 24X7X4 + YDYD                                                              | PRODUCTION           |                | SO                  | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-05-02 15:18:14-04           | 721408              |                     | EVDC     | S34
 EVSPLIDX07                        | SERVER             | DELL             | POWEREDGE R640                        | HM0DXQ2                                                        |                 | 24X7X4 + YDYD                                                              | PRODUCTION           |                | SO                  | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-02-13 14:43:33-05           | 721408              |                     | EVDC     | S34
 EVSPLIDX07-DAS01                  | SERVER             | DELL             | POWERVAULT MD1420                     | HNQ6XQ2                                                        |                 | 24X7X4 + YDYD                                                              | PRODUCTION           |                | SO                  | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-02-13 14:49:11-05           | 721408              |                     | EVDC     | S34
 EVSPLIDX07-DAS02                  | SERVER             | DELL             | POWERVAULT MD1420                     | H7R8XQ2                                                        |                 | 24X7X4 + YDYD                                                              | PRODUCTION           |                | SO                  | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | 2019-02-13 15:01:36-05           | 721408              |                     | EVDC     | S34
 EVSPLIDX91                        | SERVER             | DELL             | POWEREDGE R620                        | 3Z5BH02                                                        | 129.105.68.161  |                                                                            | PRODUCTION           | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          |                             | 2019-01-23 11:06:57-05           |                     |                     | EVDC     | U34
 EVSPLSES01                        | SERVER             | DELL             | POWEREDGE R640                        | 3CV81Q2                                                        |                 | 5X10 + YDYD                                                                | PRODUCTION           |                | SO                  | NUIT-ISSC-SECURITY                     | MARY CARP                   | 2019-02-14 23:11:09-05           | 721939              |                     | EVDC     | V34
 EVSPLSRC01                        | SERVER             | DELL             | POWEREDGE R630                        | BVQ8S52                                                        |                 |                                                                            | INFRASTRUCTURE       | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          |                             | 2019-01-23 11:05:29-05           | 273963              |                     | EVDC     | O34
 EVSPLSRC02                        | SERVER             | DELL             | POWEREDGE R630                        | BVPMS52                                                        |                 |                                                                            | INFRASTRUCTURE       | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          |                             | 2019-01-23 11:05:30-05           | 273963              |                     | EVDC     | O34
 EVSPLUNKDISK                      | STORAGE            | DELL             | POWERVAULT MD1220                     | 2QQ9H02                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | NUIT-CI-COLLABORATIONSERVICES          |                             | 2019-01-23 11:06:57-05           |                     |                     | EVDC     | U34
 EV-UCESX01                        | SERVER             | CISCO SYSTEMS    | USC C240 M4SX                         | FCH2040V0T9                                                    |                 |                                                                            | PRODUCTION           |                | SO                  | NUIT-CI-TNS-VOICENETWORK               |                             | 2017-12-12 16:41:46-05           |                     |                     | EVDC     | O39
 EV-UCESX02                        | SERVER             | CISCO SYSTEMS    | USC C240 M4SX                         | FCH2040V0CZ                                                    |                 |                                                                            | PRODUCTION           |                | SO                  | NUIT-CI-TNS-VOICENETWORK               |                             | 2017-12-12 16:42:03-05           |                     |                     | EVDC     | O39
 EV-UCESX03                        | SERVER             | CISCO SYSTEMS    | USC C240 M4SX                         | FCH2039V4FM                                                    |                 |                                                                            | PRODUCTION           |                | SO                  | NUIT-CI-TNS-VOICENETWORK               |                             | 2017-12-12 16:44:39-05           |                     |                     | EVDC     | O39
 EV-UCESX04                        | SERVER             | CISCO SYSTEMS    | UCS C240 M3                           | FCH2117V0H9                                                    |                 |                                                                            | PRODUCTION           |                | NT                  | NUIT-CI-TNS-VOICENETWORK               |                             | 2019-01-29 00:22:01-05           |                     |                     | EVDC     | O39
 EV-UCESX05                        | SERVER             | CISCO SYSTEMS    | UCS C240 M3                           | FCH1922V0EU                                                    |                 |                                                                            | PRODUCTION           |                | NT                  | NUIT-CI-TNS-VOICENETWORK               |                             | 2019-01-29 00:21:49-05           |                     |                     | EVDC     | O39
 EVVSRX01                          | SERVER             | DELL             | POWEREDGE R630                        | HHNZHB2                                                        |                 | EVANSTON VSRX ESXI CLUSTER                                                 | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 14:51:17-04           | FP391413            |                     | EVDC     | P39
 EVVSRX02                          | SERVER             | DELL             | POWEREDGE R630                        | HHP0JB2                                                        |                 | EVANSTON VSRX ESXI CLUSTER                                                 | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 14:52:17-04           | FP391413            |                     | EVDC     | P39
 EVVSRX03                          | SERVER             | DELL             | POWEREDGE R740XD                      | 4JN9HQ2                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | N TURNER                    | 2020-06-17 15:04:42-04           | 10/15/18            |                     | EVDC     | T34
 EVVSRX04                          | SERVER             | DELL             | POWEREDGE R740XD                      | 4JMHHQ2                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | 2019-10-25 11:17:17-04           | 11/5/18             |                     | EVDC     | S34
 FFRATM1PRD                        | SERVER             | DELL             | POWEREDGE R620                        | 1HFY842                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | NUIT-FFRA                              |                             | 2019-11-19 15:38:45-05           |                     |                     | EVDC     | S39
 FFRATM1PRD2                       | SERVER             | DELL             | POWEREDGE R640                        | JCPPHQ2                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | NUIT-FFRA                              |                             | 2018-09-20 20:02:16-04           |                     |                     | EVDC     | S39
 MELLANOX SX6506_A                 |                    | MELLANOX         | SX6506                                | MT1913W00005                                                   |                 |                                                                            |                      |                |                     |                                        |                             | 2020-06-30 06:31:22-04           | 1016743             |                     | EVDC     | U43
 MELLANOX SX6506_B                 |                    | MELLANOX         | SX6506                                | MT1850VV00001                                                  |                 |                                                                            |                      |                | PIPS                |                                        |                             | 2020-06-25 12:33:19-04           |                     |                     | EVDC     | V43
 NUBIEVAPP07                       | SERVER             | DELL             | POWEREDGE R630                        | 4TK3S52                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | NUIT-ENTERPRISEREPORTINGANALYTICS      | MATT CANTRELL               | 2019-02-25 15:29:38-05           | 266462              |                     | EVDC     | U39
 NUBIEVAPP08                       | SERVER             | DELL             | POWEREDGE R630                        | 4TK4S52                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | NUIT-ENTERPRISEREPORTINGANALYTICS      | MATT CANTRELL               | 2019-02-25 15:29:34-05           | 266462              |                     | EVDC     | U39
 NUBIEVAPP09                       | SERVER             | DELL             | POWEREDGE R630                        | 4TK5S52                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | NUIT-ENTERPRISEREPORTINGANALYTICS      | MATT CANTRELL               | 2019-02-25 15:29:31-05           | 266462              |                     | EVDC     | U39
 NUBIEVAPP12                       | SERVER             | DELL             | POWEREDGE R630                        | 82N0CH2                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | NUIT-ENTERPRISEREPORTINGANALYTICS      | MATT CANTRELL               | 2019-10-02 20:38:01-04           | FP-476877           |                     | EVDC     | U39
 NUFMZENMASTER                     | SERVER             | DELL             | POWEREDGE R710                        | 9178VR1                                                        | 165.124.231.25  |                                                                            | INFRASTRUCTURE       | HOSTED         | SO                  | FACILITIES MANAGEMENT                  | JAY VAUGHT                  | 2019-10-02 21:44:58-04           |                     |                     | EVDC     | T39
 NUFMZENSLAVE                      | SERVER             | DELL             | POWEREDGE R710                        | 9179VR1                                                        | 129.105.231.26  |                                                                            | INFRASTRUCTURE       | HOSTED         | SO                  | FACILITIES MANAGEMENT                  | JAY VAUGHT                  | 2019-10-02 21:43:32-04           |                     |                     | EVDC     | T39
 NUQVMHOST06                       | SERVER             | DELL             | POWEREDGE R720                        | CZ3920T4Z3                                                     |                 |                                                                            | PRODUCTION           |                | SO                  | NU-QATAR                               | ALEX SOTELO                 | 2019-11-21 16:56:24-05           | 882146              |                     | EVDC     | V39
 NUQVMHOST07                       | SERVER             | DELL             | POWEREDGE R720                        | CZ3920T4Z5                                                     |                 |                                                                            | PRODUCTION           |                | CONTACT             | NU-QATAR                               | ALEX SOTELO                 | 2019-11-21 16:56:36-05           | 882146              |                     | EVDC     | V39
 POLICE VIDEO                      | SERVER             | PELCO            | ENDURA NVR5124-6000                   | ACLGRS8                                                        |                 |                                                                            | PRODUCTION           | COLOCATION     | SO                  | UNIVERSITY POLICE AND PARKING          | DAVEN JANIS                 | 2019-10-10 10:36:12-04           |                     |                     | EVDC     | R39
 Q39 2161                          | KVM                | DELL             | KVM 2161DS                            | CXQT331                                                        |                 |                                                                            | INFRASTRUCTURE       | INFRASTRUCTURE | SO                  | NUIT-CI-SO-SERVICEOPERATION            | NUIT-SOC                    | 2018-05-10 08:21:11-04           |                     |                     | EVDC     | Q39
 QUALYS-EVANSTON                   | SERVER             | QUALYS           | QUALYSGUARD                           | 35689 16223                                                    |                 |                                                                            | PRODUCTION           | INFRASTRUCTURE | SO                  | NUIT-ISSC-SECURITY                     |                             | 2020-07-01 04:22:02-04           | FP-525454           |                     | EVDC     | T39
 RISAOPSPRD                        | SERVER             | DELL             | POWEREDGE R730XD                      | G4S7HH2                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | 2019-10-01 14:52:36-04           | 510450              |                     | EVDC     | R39
 RISAOPSPRDDATE                    | SERVER             | DELL             | POWEREDGE R730XD                      | G4S5HH2                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | 2019-10-01 14:55:36-04           | 510450              |                     | EVDC     | R39
 RISAOPSTST                        | SERVER             | DELL             | POWEREDGE R730XD                      | G4S6HH2                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | 2019-10-01 14:51:11-04           | 510450              |                     | EVDC     | R39
 RISAOPSTSTDAT                     | SERVER             | DELL             | POWEREDGE R730XD                      | G4RBHH2                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | 2019-10-01 14:54:27-04           | 510450              |                     | EVDC     | R39
 RISEIRB7APP                       | SERVER             | DELL             | POWEREDGE R720XD                      | 175LN22                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | SO                  | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | 2018-10-01 15:06:25-04           |                     |                     | EVDC     | V39
 RISEIRB7APPTEST                   | SERVER             | DELL             | POWEREDGE R720XD                      | CV4MW12                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | 2018-05-18 11:46:58-04           | 143998              |                     | EVDC     | P39
 RISEIRB7DAT                       | SERVER             | DELL             | POWEREDGE R720XD                      | 175KN22                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | SO                  | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | 2018-10-01 15:07:08-04           |                     |                     | EVDC     | V39
 RISEIRB7DATTEST                   | SERVER             | DELL             | POWEREDGE R720XD                      | CV3PW12                                                        |                 |                                                                            | PRODUCTION           | HOSTED         | PIPS                | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | 2018-05-18 11:47:20-04           | 143998              |                     | EVDC     | P39
 SHELF FOR MELLANOX                | OTHER              | EXXACT           | SHELF 1 RU                            |                                                                |                 |                                                                            | N/A                  |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-06-30 06:43:04-04           | 1016743             |                     | EVDC     | U43
 TS3310 LTO6 DRIVE 1               | TAPE               | IBM              | TS3310 LTO6 DRIVE                     | 10WTO40916                                                     |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:02:49-05           |                     |                     | CHDC     | 0215.39
 TS3310 LTO6 DRIVE 2               | TAPE               | IBM              | TS3310 LTO6 DRIVE                     | 10WTO40931                                                     |                 | ULT3580-TD6                                                                | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:02:50-05           |                     |                     | CHDC     | 0215.39
 TS3310 LTO6 DRIVE 3               | TAPE               | IBM              | TS3310 LTO6 DRIVE                     | 10WTO41050                                                     |                 | ULT3580-TD6                                                                | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:02:51-05           |                     |                     | CHDC     | 0215.39
 TS3310 LTO6 DRIVE 4               | TAPE               | IBM              | TS3310 LTO6 DRIVE                     | 10WTO41059                                                     |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:02:52-05           |                     |                     | CHDC     | 0215.39
 UDC TS4500 LTO6 DRIVE 1           | TAPE               | IBM              | TS4500-LTO6-DRIVE                     | 78B606B                                                        |                 | NETBACKUP                                                                  | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | DON HAMMER                  | 2019-01-23 11:05:13-05           | 241597              |                     | EVDC     | F29
 UDC TS4500 LTO6 DRIVE 10          | TAPE               | IBM              | TS4500-LTO6-DRIVE                     | 78B6068                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:13-05           |                     |                     | EVDC     | F29
 UDC TS4500 LTO6 DRIVE 11          | TAPE               | IBM              | TS4500-LTO6-DRIVE                     | 78B606E                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:13-05           |                     |                     | EVDC     | F29
 UDC TS4500 LTO6 DRIVE 12          | TAPE               | IBM              | TS4500-LTO6-DRIVE                     | 78B6078                                                        |                 | NETBACKUP                                                                  | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | DON HAMMER                  | 2019-01-23 11:05:13-05           | 241597              |                     | EVDC     | F29
 UDC TS4500 LTO6 DRIVE 2           | TAPE               | IBM              | TS4500-LTO6-DRIVE                     | 78B604D                                                        |                 | NETBACKUP                                                                  | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | DON HAMMER                  | 2019-01-23 11:05:14-05           | 241597              |                     | EVDC     | F29
 UDC TS4500 LTO6 DRIVE 3           | TAPE               | IBM              | TS4500-LTO6-DRIVE                     | 78B6052                                                        |                 | NETBACKUP                                                                  | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | DON HAMMER                  | 2019-01-23 11:05:14-05           | 241597              |                     | EVDC     | F29
 UDC TS4500 LTO6 DRIVE 4           | TAPE               | IBM              | TS4500-LTO6-DRIVE                     | 78B6054                                                        |                 | NETBACKUP                                                                  | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | DON HAMMER                  | 2019-01-23 11:05:14-05           | 241597              |                     | EVDC     | F29
 UDC TS4500 LTO6 DRIVE 5           | TAPE               | IBM              | TS4500-LTO6-DRIVE                     | 78B6056                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:15-05           |                     |                     | EVDC     | F29
 UDC TS4500 LTO6 DRIVE 6           | TAPE               | IBM              | TS4500-LTO6-DRIVE                     | 78B6057                                                        |                 | NETBACKUP                                                                  | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | DON HAMMER                  | 2019-01-23 11:05:15-05           | 241597              |                     | EVDC     | F29
 UDC TS4500 LTO6 DRIVE 7           | TAPE               | IBM              | TS4500-LTO6-DRIVE                     | 78B6058                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:15-05           |                     |                     | EVDC     | F29
 UDC TS4500 LTO6 DRIVE 8           | TAPE               | IBM              | TS4500-LTO6-DRIVE                     | 78B6060                                                        |                 | NETBACKUP                                                                  | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | DON HAMMER                  | 2019-01-23 11:05:16-05           | 241597              |                     | EVDC     | F29
 UDC TS4500 LTO6 DRIVE 9           | TAPE               | IBM              | TS4500-LTO6-DRIVE                     | 78B6062                                                        |                 | NETBACKUP                                                                  | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | DON HAMMER                  | 2019-01-23 11:05:17-05           | 241597              |                     | EVDC     | F29
 UDC TS4500 LTO7 DRIVE 1 - LIBRARY | TAPE               | IBM              | TS4500-LTO7-DRIVE                     | 78D0F0C                                                        |                 | NETBACKUP                                                                  | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | DON HAMMER                  | 2019-01-23 11:05:17-05           | 411118              |                     | EVDC     | F29
 UDC TS4500 LTO7 DRIVE 2 - LIBRARY | TAPE               | IBM              | TS4500-LTO7-DRIVE                     | 78D0F05                                                        |                 | NETBACKUP                                                                  | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | DON HAMMER                  | 2019-01-23 11:05:18-05           | 411118              |                     | EVDC     | F29
 UDC TS4500 LTO7 DRIVE 3 - LIBRARY | TAPE               | IBM              | TS4500-LTO7-DRIVE                     | 78004CA                                                        |                 | ONSITE REPAIR 24X7X365                                                     | PROVISIONING         |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | 2019-01-23 11:05:18-05           | 9/13/2018           |                     | EVDC     | F29
 UDC TS4500 LTO7 DRIVE 4 - LIBRARY | TAPE               | IBM              | TS4500-LTO7-DRIVE                     | 78004AA                                                        |                 | ONSITE REPAIR 24X7X365                                                     | PROVISIONING         |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | 2019-01-23 11:05:18-05           | 9/13/2018           |                     | EVDC     | F29
 UDC TS4500 LTO7 DRIVE 5 - LIBRARY | TAPE               | IBM              | TS4500-LTO7-DRIVE                     | 78003FA                                                        |                 | ONSITE REPAIR 24X7X365                                                     | PROVISIONING         |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | 2019-01-23 11:05:19-05           | 9/13/2018           |                     | EVDC     | F29
 UDC TS4500 LTO7 DRIVE 6 - LIBRARY | TAPE               | IBM              | TS4500-LTO7-DRIVE                     | 780041A                                                        |                 | ONSITE REPAIR 24X7X365                                                     | PROVISIONING         |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | 2019-01-23 11:05:19-05           | 9/13/2018           |                     | EVDC     | F29
 UDC TS4500 TAPE LIBRARY           | TAPE               | IBM              | TS4500-1                              | 78BA262                                                        |                 | NETBACKUP                                                                  | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | DON HAMMER                  | 2019-01-23 11:05:19-05           | 241597              |                     | EVDC     | F29
