1              name              |      vendor      |       type        |          model          | contact  | service_owner_department |         service_owner_contact          |      technical_contact      | cabinet | function 
155  EVESXTNSC01N03                | DELL             | SERVER            | POWEREDGE R730XD        |          | PIPS                     | NUIT-CI-TNS-DATANETWORK                | CHRIS FABRI                 | S39     | ADMIN

156  EVITCSPDC                     | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | R39     | ADMIN

157  EVNBMS01                      | DELL             | SERVER            | POWEREDGE R640          |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | S34     | ADMIN

158  EVNBMS02                      | DELL             | SERVER            | POWEREDGE R640          |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | S34     | ADMIN

159  EVNBMSTR01                    | DELL             | SERVER            | POWEREDGE R640          | VBA990   | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | V34     | ADMIN

160  EVPUMHOST                     | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-PMOET-DAPS                        | BRADLEY PRILLER             | R39     | ADMIN

161  EVRACP10                      | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V34     | ADMIN

162  EVRACP11                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P34     | ADMIN

163  EVRACP12                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P34     | ADMIN

164  EVRACP13                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P34     | ADMIN

165  EVRACP14                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P34     | ADMIN

166  EVRACP6                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V34     | ADMIN

167  EVRACP7                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V34     | ADMIN

168  EVRACP8                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V34     | ADMIN

169  EVRACP9                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V34     | ADMIN

170  EVRACR07                      | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

171  EVRACR08                      | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

172  EVRACR10                      | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

173  EVRACR11                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | S34     | ADMIN

174  EVRACR12                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | S34     | ADMIN

175  EVRACR13                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | S34     | ADMIN

176  EVRACR14                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | S34     | ADMIN

177  EVRACR15                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | S34     | ADMIN

178  EVRACR16                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | S34     | ADMIN

179  EVRACR6                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

180  EVRACR9                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

181  EVRACT10                      | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

182  EVRACT11                      | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

183  EVRACT12                      | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

184  EVRACT13                      | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

185  EVRACT14                      | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

186  EVRACT15                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | V39     | ADMIN

187  EVRACT16                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | V39     | ADMIN

188  EVRACT17                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | V39     | ADMIN

189  EVRACT18                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | V39     | ADMIN

190  EVRACT19                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | V39     | ADMIN

191  EVRACT20                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | V39     | ADMIN

192  EVRACT21                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | V39     | ADMIN

193  EVRACT22                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | V39     | ADMIN

194  EVRACT7                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

195  EVRACT8                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

196  EVRACT9                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

197  EVSPLIDX01                    | DELL             | SERVER            | POWEREDGE R630          | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN

198  EVSPLIDX02                    | DELL             | SERVER            | POWEREDGE R630          | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN

199  EVSPLIDX03                    | DELL             | SERVER            | POWEREDGE R630          | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN

200  EVSPLIDX04                    | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | V34     | ADMIN

201  EVSPLIDX05                    | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | V34     | ADMIN

202  EVSPLIDX06                    | DELL             | SERVER            | POWEREDGE R640          |          | SO                       | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | S34     | ADMIN

203  EVSPLIDX06-DAS01              | DELL             | SERVER            | POWERVAULT MD1420       |          | SO                       | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | S34     | ADMIN

204  EVSPLIDX06-DAS02              | DELL             | SERVER            | POWERVAULT MD1420       |          | SO                       | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | S34     | ADMIN

205  EVSPLIDX07                    | DELL             | SERVER            | POWEREDGE R640          |          | SO                       | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | S34     | ADMIN

206  EVSPLIDX07-DAS01              | DELL             | SERVER            | POWERVAULT MD1420       |          | SO                       | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | S34     | ADMIN

207  EVSPLIDX07-DAS02              | DELL             | SERVER            | POWERVAULT MD1420       |          | SO                       | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | S34     | ADMIN

208  EVSPLIDX91                    | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | U34     | ADMIN

209  EVSPLSES01                    | DELL             | SERVER            | POWEREDGE R640          |          | SO                       | NUIT-ISSC-SECURITY                     | MARY CARP                   | V34     | ADMIN

210  EVSPLSRC01                    | DELL             | SERVER            | POWEREDGE R630          | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | O34     | ADMIN

211  EVSPLSRC02                    | DELL             | SERVER            | POWEREDGE R630          | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | O34     | ADMIN

212  EVSPLSRCES                    | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | O34     | ADMIN

213  EVVSRX01                      | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P39     | ADMIN

214  EVVSRX02                      | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P39     | ADMIN

215  EVVSRX04                      | DELL             | SERVER            | POWEREDGE R740XD        | DRT463   | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | S34     | ADMIN

216  EXVSRX03                      | DELL             | SERVER            | POWEREDGE R740XD        |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | N TURNER                    | T34     | ADMIN

217  FFRATM1PRD                    | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-FFRA                              |                             | S39     | ADMIN

218  FFRATM1PRD2                   | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-FFRA                              |                             | S39     | ADMIN

219  NUBIEVAPP07                   | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-ENTERPRISEREPORTINGANALYTICS      | MATT CANTRELL               | U39     | ADMIN

220  NUBIEVAPP08                   | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-ENTERPRISEREPORTINGANALYTICS      | MATT CANTRELL               | U39     | ADMIN

221  NUBIEVAPP09                   | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-ENTERPRISEREPORTINGANALYTICS      | MATT CANTRELL               | U39     | ADMIN

222  NUBIEVAPP12                   | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-ENTERPRISEREPORTINGANALYTICS      | MATT CANTRELL               | U39     | ADMIN

223  NUFMZENMASTER                 | DELL             | SERVER            | POWEREDGE R710          |          | SO                       | FACILITIES MANAGEMENT                  | JAY VAUGHT                  | T39     | ADMIN

224  NUFMZENSLAVE                  | DELL             | SERVER            | POWEREDGE R710          |          | SO                       | FACILITIES MANAGEMENT                  | JAY VAUGHT                  | T39     | ADMIN

225  NUQVMHOST06                   | DELL             | SERVER            | POWEREDGE R720          |          | SO                       | NU-QATAR                               | ALEX SOTELO                 | V39     | ADMIN

226  NUQVMHOST07                   | DELL             | SERVER            | POWEREDGE R720          |          | CONTACT                  | NU-QATAR                               | ALEX SOTELO                 | V39     | ADMIN

227  RISAOPSPRD                    | DELL             | SERVER            | POWEREDGE R730XD        |          | PIPS                     | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | R39     | ADMIN

228  RISAOPSPRDDATE                | DELL             | SERVER            | POWEREDGE R730XD        |          | PIPS                     | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | R39     | ADMIN

229  RISAOPSTST                    | DELL             | SERVER            | POWEREDGE R730XD        |          | PIPS                     | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | R39     | ADMIN

230  RISAOPSTSTDAT                 | DELL             | SERVER            | POWEREDGE R730XD        |          | PIPS                     | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | R39     | ADMIN

231  RISEIRB7APP                   | DELL             | SERVER            | POWEREDGE R720XD        |          | SO                       | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | V39     | ADMIN

232  RISEIRB7APPTEST               | DELL             | SERVER            | POWEREDGE R720XD        |          | PIPS                     | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | P39     | ADMIN

233  RISEIRB7DAT                   | DELL             | SERVER            | POWEREDGE R720XD        |          | SO                       | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | V39     | ADMIN

234  RISEIRB7DATTEST               | DELL             | SERVER            | POWEREDGE R720XD        |          | PIPS                     | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | P39     | ADMIN

235  VMBKUP01A                     | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T34     | ADMIN

236  VMBKUP02A                     | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

237  VMBKUP03A                     | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

238  VMBKUP04A                     | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V34     | ADMIN

239  VMBKUP05A                     | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O34     | ADMIN

240  VMBKUP05A-OLD                 | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | BRAD PRILLER                | T34     | ADMIN

241  VMBKUP06                      | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q34     | ADMIN

242  VMBKUP07                      | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | BRAD PRILLER                | U34     | ADMIN

243  EVCOP1                        | HP               | SERVER            | PROLIANT DL360          |          | SITE_ADMINISTRATORS      | NUIT-CI-TNS-DATANETWORK                |                             | R39     | ADMIN

244  EVCOP2                        | HP               | SERVER            | PROLIANT DL360          |          | SITE_ADMINISTRATORS      | NUIT-CI-TNS-DATANETWORK                |                             | R39     | ADMIN

245  EVCOP3                        | HP               | SERVER            | PROLIANT DL360          |          | SITE_ADMINISTRATORS      | NUIT-CI-TNS-DATANETWORK                |                             | R39     | ADMIN

246  POLICE VIDEO                  | PELCO            | SERVER            | ENDURA NVR5124-6000     |          | SO                       | UNIVERSITY POLICE AND PARKING          | DAVEN JANIS                 | R39     | ADMIN

247  EVESXC02N03-O34               | DELL             | SERVER APPLIANCES | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | O34     | ADMIN

248  EVESXC02N04-O34               | DELL             | SERVER APPLIANCES | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | O34     | ADMIN

249  EVESXC02N05-S34               | DELL             | SERVER APPLIANCES | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | S34     | ADMIN

250  EVESXC02N06-S34               | DELL             | SERVER APPLIANCES | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | S34     | ADMIN

251  EVESXC02N07-S34               | DELL             | SERVER APPLIANCES | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | S34     | ADMIN

252  VMBKUP08A                     | DELL             | SERVER APPLIANCES | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | S34     | ADMIN

253  VMBKUP09A                     | DELL             | SERVER APPLIANCES | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | S34     | ADMIN

254  EVISILON01-N6                 | EMC              | SERVER APPLIANCES | ISILON A100             | ADMIN    | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P43     | ADMIN

255  QUALYS-EVANSTON               | QUALYS           | SERVER APPLIANCES | QUALYSGUARD             |          | SO                       | NUIT-ISSC-SECURITY                     |                             | T39     | ADMIN

256  BACKUP3                       | CODE42           | STORAGE           | S2-48                   |          | SO                       | NUIT-TSS-SUPPORTSERVICES               |                             | T39     | ADMIN

257  BACKUP4                       | CODE42           | STORAGE           | S2-48                   |          | SO                       | NUIT-TSS-SUPPORTSERVICES               |                             | T39     | ADMIN

258  BACKUP5                       | CODE42           | STORAGE           | S2-48                   |          | SO                       | NUIT-TSS-SUPPORTSERVICES               |                             | T39     | ADMIN

259  EVCSPDPM03-DAS03A             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN

260  EVCSPDPM03-DAS03B             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN

261  EVCSPDPM03-DAS03C             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN

262  EVCSPMBX01-DAS01A             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN

263  EVCSPMBX01-DAS01B             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN

264  EVCSPMBX01-DAS01C             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN

265  EVCSPMBX02-DAS02A             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN

266  EVCSPMBX02-DAS02B             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN

267  EVCSPMBX02-DAS02C             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN

268  EVCSPMBX03-DAS03A             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN

269  EVCSPMBX03-DAS03B             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN

270  EVCSPMBX03-DAS03C             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN

271  EVCSPMBX04-DAS04A             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN

272  EVCSPMBX04-DAS04B             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN

273  EVCSPMBX04-DAS04C             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN

274  EVCSPMBX05_DAS05A             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN

275  EVCSPMBX05_DAS05B             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN

276  EVCSPMBX05_DAS05C             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN

277  EVCSPMBX06_DAS06A             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN

278  EVCSPMBX06_DAS06B             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN

279  EVCSPMBX06_DAS06C             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN

280  EVDPM-DAS01A                  | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN

281  EVDPM-DAS01B                  | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN

282  EVDPM-DAS01C                  | DELL             | STORAGE           | POWERVAULT MD1220       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN

283  EVDPM-DAS02A                  | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | T34     | ADMIN

284  EVDPM-DAS02B                  | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | T34     | ADMIN

285  EVDPM-DAS02C                  | DELL             | STORAGE           | POWERVAULT MD1220       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | T34     | ADMIN

286  EVDPM-DAS04A                  | DELL             | STORAGE           | POWERVAULT MD1220       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | T34     | ADMIN

287  EVDPM-DAS04B                  | DELL             | STORAGE           | POWERVAULT MD1220       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | T34     | ADMIN

288  EVDPM-DAS04C                  | DELL             | STORAGE           | POWERVAULT MD1220       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | T34     | ADMIN

289  EVDPM-DAS04D                  | DELL             | STORAGE           | POWERVAULT MD1220       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | T34     | ADMIN

290  EVSPLIDX01-DAS01              | DELL             | STORAGE           | POWERVAULT MD1420       | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN

291  EVSPLIDX01-DAS02              | DELL             | STORAGE           | POWERVAULT MD1420       | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN

292  EVSPLIDX02-DAS01              | DELL             | STORAGE           | POWERVAULT MD1420       | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN

293  EVSPLIDX02-DAS02              | DELL             | STORAGE           | POWERVAULT MD1420       | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN

294  EVSPLIDX03-DAS01              | DELL             | STORAGE           | POWERVAULT MD1420       | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN

295  EVSPLIDX03-DAS02              | DELL             | STORAGE           | POWERVAULT MD1420       | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN

296  EVSPLIDX04-DAS01              | DELL             | STORAGE           | POWERVAULT MD1420       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | V34     | ADMIN

297  EVSPLIDX04-DAS02              | DELL             | STORAGE           | POWERVAULT MD1420       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | V34     | ADMIN

298  EVSPLIDX05-DAS01              | DELL             | STORAGE           | POWERVAULT MD1420       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | V34     | ADMIN

299  EVSPLIDX05-DAS02              | DELL             | STORAGE           | POWERVAULT MD1420       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | V34     | ADMIN

300  EVSPLUNKDISK                  | DELL             | STORAGE           | POWERVAULT MD1220       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | U34     | ADMIN

301  VMBKUP01A-DAS                 | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T34     | ADMIN

302  VMBKUP02A-DAS                 | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

303  VMBKUP03A-DAS                 | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN

304  VMBKUP04A-DAS                 | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V34     | ADMIN

305  VMBKUP05A-DAS-OLD             | DELL             | STORAGE           | MD1400                  |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | BRAD PRILLER                | T34     | ADMIN

306  VMBKUP05A-DAS01               | DELL             | STORAGE           | POWERVAULT MD1400       |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O34     | ADMIN

307  VMBKUP06-DAS                  | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q34     | ADMIN

308  VMBKUP07-DAS                  | DELL             | STORAGE           | MD1400                  |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | BRAD PRILLER                | U34     | ADMIN

309  VMBKUP08A-DAS01               | DELL             | STORAGE           | MD1400                  |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | BRAD PRILLER                | S34     | ADMIN

