             name              |      vendor      |       type        |          model          | contact  | service_owner_department |         service_owner_contact          |      technical_contact      | cabinet | function 
 EVNBMSTR01                    | DELL             | SERVER            | POWEREDGE R640          | VBA990   | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | V34     | ADMIN
 EVPUMHOST                     | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-PMOET-DAPS                        | BRADLEY PRILLER             | R39     | ADMIN
 EVRACP10                      | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V34     | ADMIN
 EVRACP11                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P34     | ADMIN
 EVRACP12                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P34     | ADMIN
 EVRACP13                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P34     | ADMIN
 EVRACP14                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P34     | ADMIN
 EVRACP6                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V34     | ADMIN
 EVRACP7                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V34     | ADMIN
 EVRACP8                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V34     | ADMIN
 EVRACP9                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V34     | ADMIN
 EVRACR07                      | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 EVRACR08                      | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 EVRACR10                      | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 EVRACR11                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | S34     | ADMIN
 EVRACR12                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | S34     | ADMIN
 EVRACR13                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | S34     | ADMIN
 EVRACR14                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | S34     | ADMIN
 EVRACR15                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | S34     | ADMIN
 EVRACR16                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | S34     | ADMIN
 EVRACR6                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 EVRACR9                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 EVRACT10                      | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 EVRACT11                      | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 EVRACT12                      | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 EVRACT13                      | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 EVRACT14                      | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 EVRACT15                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | V39     | ADMIN
 EVRACT16                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | V39     | ADMIN
 EVRACT17                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | V39     | ADMIN
 EVRACT18                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | V39     | ADMIN
 EVRACT19                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | V39     | ADMIN
 EVRACT20                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | V39     | ADMIN
 EVRACT21                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | V39     | ADMIN
 EVRACT22                      | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | NUIT_CI_PIPS_INFRASTRUCTURE | V39     | ADMIN
 EVRACT7                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 EVRACT8                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 EVRACT9                       | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 EVSPLIDX01                    | DELL             | SERVER            | POWEREDGE R630          | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN
 EVSPLIDX02                    | DELL             | SERVER            | POWEREDGE R630          | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN
 EVSPLIDX03                    | DELL             | SERVER            | POWEREDGE R630          | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN
 EVSPLIDX04                    | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | V34     | ADMIN
 EVSPLIDX05                    | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | V34     | ADMIN
 EVSPLIDX06                    | DELL             | SERVER            | POWEREDGE R640          |          | SO                       | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | S34     | ADMIN
 EVSPLIDX06-DAS01              | DELL             | SERVER            | POWERVAULT MD1420       |          | SO                       | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | S34     | ADMIN
 EVSPLIDX06-DAS02              | DELL             | SERVER            | POWERVAULT MD1420       |          | SO                       | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | S34     | ADMIN
 EVSPLIDX07                    | DELL             | SERVER            | POWEREDGE R640          |          | SO                       | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | S34     | ADMIN
 EVSPLIDX07-DAS01              | DELL             | SERVER            | POWERVAULT MD1420       |          | SO                       | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | S34     | ADMIN
 EVSPLIDX07-DAS02              | DELL             | SERVER            | POWERVAULT MD1420       |          | SO                       | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | S34     | ADMIN
 EVSPLIDX91                    | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | U34     | ADMIN
 EVSPLSES01                    | DELL             | SERVER            | POWEREDGE R640          |          | SO                       | NUIT-ISSC-SECURITY                     | MARY CARP                   | V34     | ADMIN
 EVSPLSRC01                    | DELL             | SERVER            | POWEREDGE R630          | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | O34     | ADMIN
 EVSPLSRC02                    | DELL             | SERVER            | POWEREDGE R630          | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | O34     | ADMIN
 EVSPLSRCES                    | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | O34     | ADMIN
 EVVSRX01                      | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P39     | ADMIN
 EVVSRX02                      | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P39     | ADMIN
 EVVSRX04                      | DELL             | SERVER            | POWEREDGE R740XD        | DRT463   | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | S34     | ADMIN
 EXVSRX03                      | DELL             | SERVER            | POWEREDGE R740XD        |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | N TURNER                    | T34     | ADMIN
 FFRATM1PRD                    | DELL             | SERVER            | POWEREDGE R620          |          | PIPS                     | NUIT-FFRA                              |                             | S39     | ADMIN
 FFRATM1PRD2                   | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-FFRA                              |                             | S39     | ADMIN
 NUBIEVAPP07                   | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-ENTERPRISEREPORTINGANALYTICS      | MATT CANTRELL               | U39     | ADMIN
 NUBIEVAPP08                   | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-ENTERPRISEREPORTINGANALYTICS      | MATT CANTRELL               | U39     | ADMIN
 NUBIEVAPP09                   | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-ENTERPRISEREPORTINGANALYTICS      | MATT CANTRELL               | U39     | ADMIN
 NUBIEVAPP12                   | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-ENTERPRISEREPORTINGANALYTICS      | MATT CANTRELL               | U39     | ADMIN
 NUFMZENMASTER                 | DELL             | SERVER            | POWEREDGE R710          |          | SO                       | FACILITIES MANAGEMENT                  | JAY VAUGHT                  | T39     | ADMIN
 NUFMZENSLAVE                  | DELL             | SERVER            | POWEREDGE R710          |          | SO                       | FACILITIES MANAGEMENT                  | JAY VAUGHT                  | T39     | ADMIN
 NUQVMHOST06                   | DELL             | SERVER            | POWEREDGE R720          |          | SO                       | NU-QATAR                               | ALEX SOTELO                 | V39     | ADMIN
 NUQVMHOST07                   | DELL             | SERVER            | POWEREDGE R720          |          | CONTACT                  | NU-QATAR                               | ALEX SOTELO                 | V39     | ADMIN
 RISAOPSPRD                    | DELL             | SERVER            | POWEREDGE R730XD        |          | PIPS                     | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | R39     | ADMIN
 RISAOPSPRDDATE                | DELL             | SERVER            | POWEREDGE R730XD        |          | PIPS                     | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | R39     | ADMIN
 RISAOPSTST                    | DELL             | SERVER            | POWEREDGE R730XD        |          | PIPS                     | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | R39     | ADMIN
 RISAOPSTSTDAT                 | DELL             | SERVER            | POWEREDGE R730XD        |          | PIPS                     | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | R39     | ADMIN
 RISEIRB7APP                   | DELL             | SERVER            | POWEREDGE R720XD        |          | SO                       | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | V39     | ADMIN
 RISEIRB7APPTEST               | DELL             | SERVER            | POWEREDGE R720XD        |          | PIPS                     | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | P39     | ADMIN
 RISEIRB7DAT                   | DELL             | SERVER            | POWEREDGE R720XD        |          | SO                       | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | V39     | ADMIN
 RISEIRB7DATTEST               | DELL             | SERVER            | POWEREDGE R720XD        |          | PIPS                     | OFFICE OF RESEARCH-INFORMATION SYSTEMS | TERA MOSKEL                 | P39     | ADMIN
 VMBKUP01A                     | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T34     | ADMIN
 VMBKUP02A                     | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 VMBKUP03A                     | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 VMBKUP04A                     | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V34     | ADMIN
 VMBKUP05A                     | DELL             | SERVER            | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O34     | ADMIN
 VMBKUP05A-OLD                 | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | BRAD PRILLER                | T34     | ADMIN
 VMBKUP06                      | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q34     | ADMIN
 VMBKUP07                      | DELL             | SERVER            | POWEREDGE R630          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | BRAD PRILLER                | U34     | ADMIN
 EVCOP1                        | HP               | SERVER            | PROLIANT DL360          |          | SITE_ADMINISTRATORS      | NUIT-CI-TNS-DATANETWORK                |                             | R39     | ADMIN
 EVCOP2                        | HP               | SERVER            | PROLIANT DL360          |          | SITE_ADMINISTRATORS      | NUIT-CI-TNS-DATANETWORK                |                             | R39     | ADMIN
 EVCOP3                        | HP               | SERVER            | PROLIANT DL360          |          | SITE_ADMINISTRATORS      | NUIT-CI-TNS-DATANETWORK                |                             | R39     | ADMIN
 POLICE VIDEO                  | PELCO            | SERVER            | ENDURA NVR5124-6000     |          | SO                       | UNIVERSITY POLICE AND PARKING          | DAVEN JANIS                 | R39     | ADMIN
 EVESXC02N03-O34               | DELL             | SERVER APPLIANCES | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | O34     | ADMIN
 EVESXC02N04-O34               | DELL             | SERVER APPLIANCES | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | O34     | ADMIN
 EVESXC02N05-S34               | DELL             | SERVER APPLIANCES | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | S34     | ADMIN
 EVESXC02N06-S34               | DELL             | SERVER APPLIANCES | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | S34     | ADMIN
 EVESXC02N07-S34               | DELL             | SERVER APPLIANCES | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | S34     | ADMIN
 VMBKUP08A                     | DELL             | SERVER APPLIANCES | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | S34     | ADMIN
 VMBKUP09A                     | DELL             | SERVER APPLIANCES | POWEREDGE R640          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | S34     | ADMIN
 EVISILON01-N6                 | EMC              | SERVER APPLIANCES | ISILON A100             | ADMIN    | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P43     | ADMIN
 QUALYS-EVANSTON               | QUALYS           | SERVER APPLIANCES | QUALYSGUARD             |          | SO                       | NUIT-ISSC-SECURITY                     |                             | T39     | ADMIN
 BACKUP3                       | CODE42           | STORAGE           | S2-48                   |          | SO                       | NUIT-TSS-SUPPORTSERVICES               |                             | T39     | ADMIN
 BACKUP4                       | CODE42           | STORAGE           | S2-48                   |          | SO                       | NUIT-TSS-SUPPORTSERVICES               |                             | T39     | ADMIN
 BACKUP5                       | CODE42           | STORAGE           | S2-48                   |          | SO                       | NUIT-TSS-SUPPORTSERVICES               |                             | T39     | ADMIN
 EVCSPDPM03-DAS03A             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN
 EVCSPDPM03-DAS03B             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN
 EVCSPDPM03-DAS03C             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN
 EVCSPMBX01-DAS01A             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN
 EVCSPMBX01-DAS01B             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN
 EVCSPMBX01-DAS01C             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN
 EVCSPMBX02-DAS02A             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN
 EVCSPMBX02-DAS02B             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN
 EVCSPMBX02-DAS02C             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN
 EVCSPMBX03-DAS03A             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN
 EVCSPMBX03-DAS03B             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN
 EVCSPMBX03-DAS03C             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN
 EVCSPMBX04-DAS04A             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN
 EVCSPMBX04-DAS04B             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN
 EVCSPMBX04-DAS04C             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | R34     | ADMIN
 EVCSPMBX05_DAS05A             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN
 EVCSPMBX05_DAS05B             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN
 EVCSPMBX05_DAS05C             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN
 EVCSPMBX06_DAS06A             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN
 EVCSPMBX06_DAS06B             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN
 EVCSPMBX06_DAS06C             | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN
 EVDPM-DAS01A                  | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN
 EVDPM-DAS01B                  | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN
 EVDPM-DAS01C                  | DELL             | STORAGE           | POWERVAULT MD1220       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | P34     | ADMIN
 EVDPM-DAS02A                  | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | T34     | ADMIN
 EVDPM-DAS02B                  | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | T34     | ADMIN
 EVDPM-DAS02C                  | DELL             | STORAGE           | POWERVAULT MD1220       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | T34     | ADMIN
 EVDPM-DAS04A                  | DELL             | STORAGE           | POWERVAULT MD1220       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | T34     | ADMIN
 EVDPM-DAS04B                  | DELL             | STORAGE           | POWERVAULT MD1220       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | T34     | ADMIN
 EVDPM-DAS04C                  | DELL             | STORAGE           | POWERVAULT MD1220       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | T34     | ADMIN
 EVDPM-DAS04D                  | DELL             | STORAGE           | POWERVAULT MD1220       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | T34     | ADMIN
 EVSPLIDX01-DAS01              | DELL             | STORAGE           | POWERVAULT MD1420       | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN
 EVSPLIDX01-DAS02              | DELL             | STORAGE           | POWERVAULT MD1420       | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN
 EVSPLIDX02-DAS01              | DELL             | STORAGE           | POWERVAULT MD1420       | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN
 EVSPLIDX02-DAS02              | DELL             | STORAGE           | POWERVAULT MD1420       | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN
 EVSPLIDX03-DAS01              | DELL             | STORAGE           | POWERVAULT MD1420       | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN
 EVSPLIDX03-DAS02              | DELL             | STORAGE           | POWERVAULT MD1420       | ADMIN    | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          | FRANK WAYNE                 | O34     | ADMIN
 EVSPLIDX04-DAS01              | DELL             | STORAGE           | POWERVAULT MD1420       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | V34     | ADMIN
 EVSPLIDX04-DAS02              | DELL             | STORAGE           | POWERVAULT MD1420       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | V34     | ADMIN
 EVSPLIDX05-DAS01              | DELL             | STORAGE           | POWERVAULT MD1420       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | V34     | ADMIN
 EVSPLIDX05-DAS02              | DELL             | STORAGE           | POWERVAULT MD1420       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | V34     | ADMIN
 EVSPLUNKDISK                  | DELL             | STORAGE           | POWERVAULT MD1220       |          | PIPS                     | NUIT-CI-COLLABORATIONSERVICES          |                             | U34     | ADMIN
 VMBKUP01A-DAS                 | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T34     | ADMIN
 VMBKUP02A-DAS                 | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 VMBKUP03A-DAS                 | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U34     | ADMIN
 VMBKUP04A-DAS                 | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V34     | ADMIN
 VMBKUP05A-DAS-OLD             | DELL             | STORAGE           | MD1400                  |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | BRAD PRILLER                | T34     | ADMIN
 VMBKUP05A-DAS01               | DELL             | STORAGE           | POWERVAULT MD1400       |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O34     | ADMIN
 VMBKUP06-DAS                  | DELL             | STORAGE           | POWERVAULT MD1200       |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q34     | ADMIN
 VMBKUP07-DAS                  | DELL             | STORAGE           | MD1400                  |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | BRAD PRILLER                | U34     | ADMIN
 VMBKUP08A-DAS01               | DELL             | STORAGE           | MD1400                  |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | BRAD PRILLER                | S34     | ADMIN
 VMBKUP09A-DAS01               | DELL             | STORAGE           | MD1400                  |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | BRAD PRILLER                | S34     | ADMIN
 EVISILON 19  20  21  22       | EMC              | STORAGE           | ISILON H400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V43     | ADMIN
 EVISILON 23 AND 24            | EMC              | STORAGE           | ISILON H400             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V43     | ADMIN
 EVISILON 27 AND 28            | EMC              | STORAGE           | ISILON H400             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V43     | ADMIN
 EVISILON 31  32  33  34       | EMC              | STORAGE           | ISILON H400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V43     | ADMIN
 EVISILON 35 AND 36            | EMC              | STORAGE           | ISILON H400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V43     | ADMIN
 EVISILON 37  38  39  40       | EMC              | STORAGE           | ISILON H400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V43     | ADMIN
 EVISILON01-N1                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P43     | ADMIN
 EVISILON01-N2                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P43     | ADMIN
